,teacher,'s,colleges,certify,",",govern,and,enforce,what,for,teachers,?
around,0.13865794241428375,-0.039796680212020874,0.1316639930009842,0.1167660802602768,0.3298884332180023,0.13198015093803406,0.34341543912887573,0.17321813106536865,0.27475327253341675,0.3193374276161194,0.1727905124425888,0.14729668200016022
the,0.17760860919952393,-0.01540423184633255,0.2200278788805008,0.15944752097129822,0.4933079481124878,0.2840098738670349,0.5171257257461548,0.2724851667881012,0.42745697498321533,0.4739971458911896,0.22025763988494873,0.22068053483963013
world,0.1239258274435997,0.11877062171697617,0.22141499817371368,0.08803338557481766,0.26091980934143066,0.15620718896389008,0.3246132433414459,0.1990547478199005,0.21669597923755646,0.2444595992565155,0.1796829253435135,0.17579582333564758
many,0.16581547260284424,0.01698932610452175,0.24727776646614075,0.1723519265651703,0.40610817074775696,0.2140459269285202,0.5296266674995422,0.27572721242904663,0.36131182312965393,0.40972793102264404,0.29123616218566895,0.2124512493610382
governments,0.11148720234632492,0.03380228206515312,0.29296743869781494,0.1696685254573822,0.259052038192749,0.5958769917488098,0.31577762961387634,0.4087049961090088,0.2814749777317047,0.2445342242717743,0.31098827719688416,0.18805137276649475
operate,0.13689784705638885,0.020892245694994926,0.25442659854888916,0.21972008049488068,0.23721125721931458,0.2887192666530609,0.25841018557548523,0.3466607630252838,0.23576132953166962,0.23467504978179932,0.17424927651882172,0.16664595901966095
teacher,0.9999998807907104,0.026857737451791763,0.3632963299751282,0.23379315435886383,0.2884024977684021,0.15681634843349457,0.27571162581443787,0.08888344466686249,0.20492632687091827,0.23373261094093323,0.7334206104278564,0.1797819435596466
's,0.026857737451791763,0.9999999403953552,0.039614032953977585,-0.04196242243051529,-0.0016132977325469255,0.012202661484479904,0.06895173341035843,0.02744399569928646,0.02692362666130066,-0.07241261005401611,0.044750411063432693,-0.023395681753754616
colleges,0.3632963299751282,0.039614032953977585,1.0000001192092896,0.313827246427536,0.2773089110851288,0.24408940970897675,0.309615820646286,0.18405896425247192,0.19657261669635773,0.2304772138595581,0.5162864327430725,0.15586905181407928
",",0.2884024977684021,-0.0016132977325469255,0.2773089110851288,0.17206649482250214,1.0000001192092896,0.2192641943693161,0.6633074283599854,0.23819425702095032,0.3087472915649414,0.4464869201183319,0.28049156069755554,0.31091248989105225
which,0.1306145042181015,0.03856118768453598,0.2149154096841812,0.18321645259857178,0.3658004403114319,0.29842743277549744,0.506277859210968,0.2740393579006195,0.5261979103088379,0.44095608592033386,0.17664629220962524,0.25814583897590637
are,0.09182974696159363,-0.008927806280553341,0.26040151715278625,0.16651400923728943,0.4062570035457611,0.1988721489906311,0.48576638102531433,0.2748291790485382,0.29724663496017456,0.3895993232727051,0.2565288841724396,0.24591213464736938
generally,0.12230245023965836,0.017207007855176926,0.20395493507385254,0.17798925936222076,0.29679131507873535,0.2318442016839981,0.4087323546409607,0.3358716666698456,0.40614598989486694,0.35338807106018066,0.23109376430511475,0.23411904275417328
established,0.16652779281139374,-0.05163693428039551,0.2759760022163391,0.18078547716140747,0.22739723324775696,0.30828502774238586,0.2369968742132187,0.24625715613365173,0.14869536459445953,0.1717284768819809,0.18774914741516113,0.15917523205280304
to,0.1991342306137085,0.03782717138528824,0.25310638546943665,0.23815509676933289,0.44245919585227966,0.2682965099811554,0.48971283435821533,0.3103668987751007,0.455847829580307,0.4451248347759247,0.2668606638908386,0.29463258385658264
serve,0.12982116639614105,-0.06989327818155289,0.16427384316921234,0.12196513265371323,0.2385157197713852,0.2614409327507019,0.27672067284584045,0.3117559850215912,0.23061832785606384,0.36519864201545715,0.17123639583587646,0.19925682246685028
and,0.27571162581443787,0.06895173341035843,0.309615820646286,0.14564843475818634,0.6633074283599854,0.259111225605011,1.0,0.25722014904022217,0.31309178471565247,0.5064792633056641,0.28640416264533997,0.20544172823429108
protect,0.05453856289386749,-0.06260327994823456,0.08960570394992828,0.1384289562702179,0.22548046708106995,0.2321106195449829,0.283433735370636,0.3703269064426422,0.25314101576805115,0.22508934140205383,0.11183129996061325,0.20180222392082214
the,0.17760860919952393,-0.01540423184633255,0.2200278788805008,0.15944752097129822,0.4933079481124878,0.2840098738670349,0.5171257257461548,0.2724851667881012,0.42745697498321533,0.4739971458911896,0.22025763988494873,0.22068053483963013
public,0.23250755667686462,0.060657959431409836,0.32225629687309265,0.2611303925514221,0.2588968276977539,0.1857735514640808,0.3227643668651581,0.30565130710601807,0.1729622185230255,0.3092794418334961,0.2875809669494629,0.19872993230819702
interest,0.27719631791114807,-0.04592332988977432,0.19122526049613953,0.14209292829036713,0.2741461396217346,0.1918611079454422,0.26105934381484985,0.18467772006988525,0.23849236965179443,0.2997593283653259,0.2429947704076767,0.2411724328994751
through,0.12142515927553177,-0.020649312064051628,0.17891529202461243,0.15451094508171082,0.3060276508331299,0.1642770767211914,0.3666759729385376,0.18305952847003937,0.23167094588279724,0.3172857463359833,0.14667055010795593,0.16913433372974396
certifying,0.2559151351451874,-0.06454572826623917,0.2905690670013428,0.8663655519485474,0.22866910696029663,0.19160546362400055,0.19467394053936005,0.2361106276512146,0.2440408617258072,0.3305490016937256,0.28709879517555237,0.28355228900909424
",",0.2884024977684021,-0.0016132977325469255,0.2773089110851288,0.17206649482250214,1.0000001192092896,0.2192641943693161,0.6633074283599854,0.23819425702095032,0.3087472915649414,0.4464869201183319,0.28049156069755554,0.31091248989105225
governing,0.10246554017066956,0.027716519311070442,0.23003964126110077,0.20358961820602417,0.2052883803844452,0.7321903705596924,0.2586982250213623,0.39288684725761414,0.21229864656925201,0.2078820914030075,0.16565565764904022,0.15836504101753235
and,0.27571162581443787,0.06895173341035843,0.309615820646286,0.14564843475818634,0.6633074283599854,0.259111225605011,1.0,0.25722014904022217,0.31309178471565247,0.5064792633056641,0.28640416264533997,0.20544172823429108
enforcing,0.14574910700321198,-0.01609990745782852,0.15448130667209625,0.19450461864471436,0.2422359734773636,0.38190433382987976,0.29816505312919617,0.7828777432441711,0.33972662687301636,0.2883937358856201,0.21540100872516632,0.24808692932128906
the,0.17760860919952393,-0.01540423184633255,0.2200278788805008,0.15944752097129822,0.4933079481124878,0.2840098738670349,0.5171257257461548,0.2724851667881012,0.42745697498321533,0.4739971458911896,0.22025763988494873,0.22068053483963013
standards,0.13633975386619568,-0.015006564557552338,0.25785207748413086,0.35894784331321716,0.2764625549316406,0.23002995550632477,0.299522340297699,0.3877439498901367,0.2855789363384247,0.3276354670524597,0.2584725022315979,0.2011813372373581
