,what,is,the,name,of,the,professional,skateboarder,that,lives,in,southern,california,?
professional,0.20202119648456573,0.2246137410402298,0.1869824379682541,0.1876848042011261,0.21265500783920288,0.1869824379682541,1.0,0.44204723834991455,0.19272035360336304,0.12127061188220978,0.20803587138652802,0.15845218300819397,0.2293522208929062,0.13074518740177155
skateboarder,0.1660849153995514,0.23150154948234558,0.12444108724594116,0.15890558063983917,0.11238070577383041,0.12444108724594116,0.44204723834991455,1.0000001192092896,0.16783493757247925,0.21284063160419464,0.1850292980670929,0.13928164541721344,0.2639768719673157,0.1600131243467331
tony,0.10000114887952805,0.1383890062570572,0.20786435902118683,0.07306250184774399,0.15236541628837585,0.20786435902118683,0.18448850512504578,0.3263593912124634,0.13491064310073853,0.1675073206424713,0.1887626051902771,0.1789068877696991,0.2308392971754074,0.08139519393444061
hawk,0.2023882418870926,0.20877094566822052,0.2327858954668045,0.16340875625610352,0.13942430913448334,0.2327858954668045,0.1832234263420105,0.317429780960083,0.1939476579427719,0.1742183119058609,0.1284998506307602,0.21686673164367676,0.227328360080719,0.14979258179664612
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2938345670700073,0.2820231020450592,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
professional,0.20202119648456573,0.2246137410402298,0.1869824379682541,0.1876848042011261,0.21265500783920288,0.1869824379682541,1.0,0.44204723834991455,0.19272035360336304,0.12127061188220978,0.20803587138652802,0.15845218300819397,0.2293522208929062,0.13074518740177155
surfers,0.2054639458656311,0.2567422091960907,0.22730672359466553,0.15771934390068054,0.18630219995975494,0.22730672359466553,0.2816592752933502,0.48877450823783875,0.2298693209886551,0.26480379700660706,0.18088552355766296,0.1396961361169815,0.3116176724433899,0.12450002878904343
rob,0.1472785621881485,0.14103233814239502,0.16351066529750824,0.07811426371335983,0.09541928023099899,0.16351066529750824,0.22508400678634644,0.2817232012748718,0.13995863497257233,0.15694500505924225,0.14996689558029175,0.13436730206012726,0.22655650973320007,0.1787470430135727
machado,0.15403850376605988,0.23058781027793884,0.21656586229801178,0.1425294429063797,0.1915263831615448,0.21656586229801178,0.2585505545139313,0.2634320557117462,0.19663333892822266,0.14004471898078918,0.1900041401386261,0.14771847426891327,0.2892453372478485,0.13878436386585236
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2938345670700073,0.2820231020450592,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
