,what,is,cultural,imperialism,often,referred,to,as,?
the,0.42745697498321533,0.5823672413825989,0.23337452113628387,0.2716025412082672,0.38004449009895325,0.3088674545288086,0.535392165184021,0.48381632566452026,0.22068053483963013
importance,0.28515949845314026,0.2766280770301819,0.45662057399749756,0.25687727332115173,0.27599087357521057,0.17158709466457367,0.2892669439315796,0.2933328151702881,0.1653127521276474
of,0.33290785551071167,0.4854315221309662,0.29898300766944885,0.29240643978118896,0.3351972997188568,0.317892849445343,0.41548454761505127,0.3886612355709076,0.1826142966747284
soft,0.22882381081581116,0.26768791675567627,0.04073847830295563,0.09820149838924408,0.36031249165534973,0.16649040579795837,0.2119559645652771,0.2258724719285965,0.20168161392211914
power,0.22216427326202393,0.15234114229679108,0.12300142645835876,0.25230416655540466,0.21014900505542755,0.13670198619365692,0.27001675963401794,0.20748355984687805,0.15304024517536163
is,0.28837618231773376,1.0,0.1658732146024704,0.13894762098789215,0.3856629431247711,0.3144040107727051,0.42745086550712585,0.43216490745544434,0.22961433231830597
not,0.5449194312095642,0.3776007890701294,0.14385287463665009,0.22757908701896667,0.42630264163017273,0.26059582829475403,0.5149973034858704,0.5105602741241455,0.41942933201789856
lost,0.198215052485466,0.18998044729232788,0.1422095149755478,0.18793752789497375,0.11166608333587646,0.10121563822031021,0.23270919919013977,0.19285669922828674,0.15261413156986237
on,0.34226128458976746,0.3635730445384979,0.17277537286281586,0.09501302242279053,0.24822035431861877,0.12782762944698334,0.41031414270401,0.36047765612602234,0.2714994251728058
authoritarian,0.31672170758247375,0.18204115331172943,0.2865406572818756,0.44477206468582153,0.25438591837882996,0.24203014373779297,0.23507484793663025,0.3323418200016022,0.25911572575569153
regimes,0.21191895008087158,0.19086654484272003,0.25776320695877075,0.40057092905044556,0.33724120259284973,0.2017073929309845,0.30121591687202454,0.22865933179855347,0.1432064026594162
",",0.3087472915649414,0.4691906273365021,0.24125681817531586,0.2420617640018463,0.24139221012592316,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.31091248989105225
fighting,0.24901722371578217,0.1244497001171112,0.12179424613714218,0.24062056839466095,0.20361953973770142,0.1435304433107376,0.21655292809009552,0.2295941561460495,0.15496447682380676
such,0.23989605903625488,0.23545363545417786,0.16211064159870148,0.16803118586540222,0.4611203372478485,0.29993537068367004,0.2871878743171692,0.6207084655761719,0.17851735651493073
influence,0.2790174186229706,0.19989071786403656,0.33568137884140015,0.38372498750686646,0.2877159118652344,0.20246455073356628,0.23180463910102844,0.27443522214889526,0.14200882613658905
with,0.2464839518070221,0.3250955045223236,0.14040853083133698,0.16891896724700928,0.41081544756889343,0.1904708445072174,0.4239959120750427,0.40387406945228577,0.2433311939239502
bans,0.2982777953147888,0.20207306742668152,0.20418310165405273,0.22558742761611938,0.23357558250427246,0.257121205329895,0.2788662314414978,0.23798826336860657,0.27151814103126526
on,0.34226128458976746,0.3635730445384979,0.17277537286281586,0.09501302242279053,0.24822035431861877,0.12782762944698334,0.41031414270401,0.36047765612602234,0.2714994251728058
foreign,0.1784719079732895,0.14707332849502563,0.2708745002746582,0.32084009051322937,0.20056618750095367,0.16342505812644958,0.2349770963191986,0.267986536026001,0.13770383596420288
popular,0.186283677816391,0.30144429206848145,0.25286751985549927,0.20904354751110077,0.3764054477214813,0.25530576705932617,0.20657874643802643,0.2382158637046814,0.13108457624912262
culture,0.22475376725196838,0.22229626774787903,0.6551339030265808,0.3405192196369171,0.27222979068756104,0.1725085973739624,0.1957503855228424,0.19426991045475006,0.13093146681785583
",",0.3087472915649414,0.4691906273365021,0.24125681817531586,0.2420617640018463,0.24139221012592316,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.31091248989105225
