,when,did,paul,rand,'s,iconic,abc,logo,first,debut,?
the,0.5091903209686279,0.34736719727516174,0.19191958010196686,0.16493244469165802,-0.01540423184633255,0.2524588406085968,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.2226441204547882,0.22068053483963013
new,0.257220059633255,0.227974995970726,0.2117771953344345,0.2735843062400818,-0.008355522528290749,0.23885077238082886,0.20663127303123474,0.2146148532629013,0.3283863663673401,0.22840984165668488,0.14782847464084625
logo,0.1824561208486557,0.13651727139949799,0.14056608080863953,0.2207421511411667,0.036982785910367966,0.3060659170150757,0.23574566841125488,1.0000001192092896,0.1942633092403412,0.19530192017555237,0.23347119987010956
debuted,0.16806688904762268,0.19454216957092285,0.1612604409456253,0.1229173019528389,0.025340793654322624,0.18644852936267853,0.27247121930122375,0.22761930525302887,0.35306718945503235,0.7086208462715149,0.12089905142784119
on-air,0.30354902148246765,0.1825166493654251,0.18571525812149048,0.34762808680534363,0.033456653356552124,0.16785521805286407,0.14554472267627716,0.1546841412782669,0.2778851091861725,0.1542394757270813,0.20872481167316437
for,0.43402108550071716,0.318512886762619,0.18398262560367584,0.2529878616333008,-0.07241261005401611,0.21260061860084534,0.22510288655757904,0.2166183590888977,0.3800288736820221,0.2246619164943695,0.264628142118454
abc,0.13294127583503723,0.13353709876537323,0.11313698440790176,0.21083784103393555,0.06670809537172318,0.23092737793922424,1.0000001192092896,0.23574566841125488,0.2403600513935089,0.15660154819488525,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,-0.028859924525022507,0.10749068111181259,0.9999999403953552,0.017446134239435196,0.06670809537172318,0.036982785910367966,-0.014458609744906425,0.02319660410284996,-0.023395681753754616
promos,0.1518028825521469,0.24391667544841766,0.09673141688108444,0.18829858303070068,0.012984683737158775,0.1874578595161438,0.27463650703430176,0.25164464116096497,0.2731100022792816,0.299384206533432,0.16360749304294586
at,0.38876327872276306,0.28390252590179443,0.13789676129817963,0.10682752728462219,-0.08481216430664062,0.17327748239040375,0.12953892350196838,0.165674090385437,0.3138778805732727,0.19091306626796722,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.19191958010196686,0.16493244469165802,-0.01540423184633255,0.2524588406085968,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.2226441204547882,0.22068053483963013
start,0.37728703022003174,0.27419590950012207,0.10801281780004501,0.15716242790222168,-0.029080811887979507,0.15358950197696686,0.1987123340368271,0.181152805685997,0.3345579504966736,0.2143130600452423,0.26634979248046875
of,0.3757161796092987,0.2513895630836487,0.14511796832084656,0.18197889626026154,-0.03817026689648628,0.24920526146888733,0.14607268571853638,0.1528109908103943,0.3536086082458496,0.12960465252399445,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.19191958010196686,0.16493244469165802,-0.01540423184633255,0.2524588406085968,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.2226441204547882,0.22068053483963013
1963–64,0.13218393921852112,0.11737844347953796,0.15437155961990356,0.13840311765670776,0.04878292232751846,0.1654147207736969,0.1941305696964264,0.18945026397705078,0.15953724086284637,0.1681603193283081,0.06022487208247185
season,0.1977832019329071,0.19368280470371246,0.12923529744148254,0.11350005865097046,0.06624794006347656,0.1258728802204132,0.29887476563453674,0.17979180812835693,0.26634398102760315,0.31391671299934387,0.16793298721313477
.,0.475719153881073,0.35288307070732117,0.25831571221351624,0.25218135118484497,-0.003708066651597619,0.23595774173736572,0.2567209303379059,0.2531629800796509,0.4345304071903229,0.20454879105091095,0.4130953550338745
,when,did,paul,rand,'s,iconic,abc,logo,first,debut,?
in,0.4431333839893341,0.2593238651752472,0.21331322193145752,0.24292322993278503,-0.037580832839012146,0.2800956070423126,0.1697147786617279,0.1848117560148239,0.4127444326877594,0.23145294189453125,0.20430970191955566
1962,-0.07782699912786484,-0.08857343345880508,-0.19226092100143433,-0.06275375187397003,0.02088261768221855,-0.06573347747325897,-0.12502028048038483,-0.08068142086267471,-0.12709982693195343,-0.09206248819828033,-0.008269774727523327
",",0.36674630641937256,0.3015086054801941,0.3070785701274872,0.33328965306282043,-0.0016132977325469255,0.24123728275299072,0.2097204476594925,0.20034073293209076,0.34503069519996643,0.2218245416879654,0.31091248989105225
graphic,0.13311713933944702,0.18208199739456177,0.17253965139389038,0.26930075883865356,-0.011928278021514416,0.3744373917579651,0.16287150979042053,0.24944473803043365,0.16283567249774933,0.15616920590400696,0.1509546935558319
designer,0.11004654318094254,0.18113009631633759,0.1426958590745926,0.26245883107185364,0.07128097862005234,0.3503285348415375,0.12630261480808258,0.22765980660915375,0.19819195568561554,0.16228081285953522,0.15322723984718323
paul,0.18570388853549957,0.16905230283737183,1.0000001192092896,0.2224293053150177,-0.028859924525022507,0.22535201907157898,0.11313698440790176,0.14056608080863953,0.17816093564033508,0.16879157721996307,0.16611461341381073
rand,0.10422765463590622,0.16993215680122375,0.2224293053150177,1.0000001192092896,0.10749068111181259,0.2862550914287567,0.21083784103393555,0.2207421511411667,0.1858312040567398,0.13658493757247925,0.1897866129875183
redesigned,0.17922598123550415,0.28380146622657776,0.1359989494085312,0.1354908049106598,0.016579382121562958,0.306894451379776,0.11966869980096817,0.3519374430179596,0.2757929563522339,0.23578128218650818,0.18504595756530762
the,0.5091903209686279,0.34736719727516174,0.19191958010196686,0.16493244469165802,-0.01540423184633255,0.2524588406085968,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.2226441204547882,0.22068053483963013
abc,0.13294127583503723,0.13353709876537323,0.11313698440790176,0.21083784103393555,0.06670809537172318,0.23092737793922424,1.0000001192092896,0.23574566841125488,0.2403600513935089,0.15660154819488525,0.19065172970294952
logo,0.1824561208486557,0.13651727139949799,0.14056608080863953,0.2207421511411667,0.036982785910367966,0.3060659170150757,0.23574566841125488,1.0000001192092896,0.1942633092403412,0.19530192017555237,0.23347119987010956
into,0.389646977186203,0.14888085424900055,0.09933730959892273,0.13001418113708496,0.00961404386907816,0.05738704651594162,0.10410027205944061,0.05634983256459236,0.21452488005161285,0.1723211258649826,0.15662476420402527
