,as,what,did,robert,michael,view,luther,'s,violent,language,towards,the,jews,?
in,0.3887844979763031,0.30808621644973755,0.2593238651752472,0.22155319154262543,0.2203132063150406,0.17477142810821533,0.20523880422115326,-0.037580832839012146,0.26667648553848267,0.23268210887908936,0.23474496603012085,0.6662389636039734,0.2334136962890625,0.20430970191955566
robert,0.18202318251132965,0.1948658525943756,0.16245460510253906,0.9999999403953552,0.2616903483867645,0.09915710240602493,0.2500189542770386,0.028171386569738388,0.1254914104938507,0.06388115882873535,0.12578891217708588,0.2257954627275467,0.18739822506904602,0.11293095350265503
michael,0.18657377362251282,0.12049687653779984,0.14375849068164825,0.2616903483867645,0.9999999403953552,0.15877409279346466,0.2672004699707031,-0.037305716425180435,0.20902447402477264,0.1433028280735016,0.13025298714637756,0.21768254041671753,0.17671440541744232,0.0667748749256134
's,-0.05775856226682663,0.02692362666130066,0.05069678649306297,0.028171386569738388,-0.037305716425180435,0.08296377211809158,-0.009990512393414974,0.9999999403953552,0.07722102105617523,-0.03558342531323433,0.01751479133963585,-0.01540423184633255,0.017030835151672363,-0.023395681753754616
view,0.13756150007247925,0.2818201184272766,0.15928705036640167,0.09915710240602493,0.15877409279346466,1.0,0.14754484593868256,0.08296377211809158,0.17906294763088226,0.15767747163772583,0.2496461272239685,0.25610461831092834,0.12703822553157806,0.17672975361347198
",",0.48816442489624023,0.3087472915649414,0.3015086054801941,0.22878289222717285,0.23383702337741852,0.216712087392807,0.23255878686904907,-0.0016132977325469255,0.24642977118492126,0.2694627344608307,0.2550581693649292,0.4933079481124878,0.27184903621673584,0.31091248989105225
luther,0.20242992043495178,0.2134782373905182,0.23667675256729126,0.2500189542770386,0.2672004699707031,0.14754484593868256,1.0,-0.009990512393414974,0.17912812530994415,0.12746912240982056,0.12704028189182281,0.1759674996137619,0.24326977133750916,0.1732746809720993
's,-0.05775856226682663,0.02692362666130066,0.05069678649306297,0.028171386569738388,-0.037305716425180435,0.08296377211809158,-0.009990512393414974,0.9999999403953552,0.07722102105617523,-0.03558342531323433,0.01751479133963585,-0.01540423184633255,0.017030835151672363,-0.023395681753754616
words,0.2402321696281433,0.3355468809604645,0.23527735471725464,0.11824915558099747,0.15802493691444397,0.14642997086048126,0.12241660803556442,0.08948911726474762,0.14263850450515747,0.447384238243103,0.21390536427497864,0.29205581545829773,0.21707488596439362,0.27074310183525085
``,0.03910288214683533,0.008517155423760414,-0.029888948425650597,-0.011241299100220203,-0.01925450749695301,-0.07257454097270966,-0.013964727520942688,-0.03416389226913452,-0.09298095107078552,0.13820524513721466,0.010755262337625027,0.029072100296616554,0.11970638483762741,0.0685480609536171
