,how,much,dust,is,blown,out,of,the,sahara,each,year,?
nasa,0.20395343005657196,0.21932558715343475,0.3085649311542511,0.16681714355945587,0.18383729457855225,0.20557847619056702,0.17935146391391754,0.19786997139453888,0.2043715864419937,0.07703179121017456,0.14521807432174683,0.1809994876384735
's,-0.026164190843701363,0.06731651723384857,-0.038515426218509674,0.02396530658006668,0.0067491293884813786,0.0021837172098457813,-0.03817026689648628,-0.01540423184633255,0.043338727205991745,0.021750088781118393,-0.04087831452488899,-0.023395681753754616
calipso,0.1821621209383011,0.2573757767677307,0.25767600536346436,0.26405012607574463,0.2548010051250458,0.24603648483753204,0.2694573700428009,0.31254130601882935,0.3536181151866913,0.13353198766708374,0.20704394578933716,0.2649646997451782
satellite,0.10482273995876312,0.14917315542697906,0.29698875546455383,0.19278542697429657,0.18345089256763458,0.20247168838977814,0.1683834195137024,0.22563834488391876,0.20361272990703583,0.11691509932279587,0.14653939008712769,0.13568443059921265
has,0.26820555329322815,0.31650421023368835,0.14267772436141968,0.5668748617172241,0.20203065872192383,0.30727511644363403,0.3909035325050354,0.4177538752555847,0.18262594938278198,0.32155683636665344,0.2526876926422119,0.15994466841220856
measured,0.33367615938186646,0.31062760949134827,0.23971869051456451,0.2770887017250061,0.32946905493736267,0.2359967976808548,0.26447921991348267,0.279002845287323,0.13201680779457092,0.28927627205848694,0.18661636114120483,0.17351430654525757
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
amount,0.37087762355804443,0.4935210943222046,0.2806089520454407,0.3016021251678467,0.23308171331882477,0.30377626419067383,0.2541177570819855,0.3336862325668335,0.1894545555114746,0.3607456386089325,0.2676939368247986,0.17984020709991455
of,0.2480744868516922,0.2671096920967102,0.25486329197883606,0.4854315221309662,0.19044514000415802,0.34176841378211975,1.0,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,1.0,0.17347866296768188,0.41466131806373596,0.29918667674064636,0.25486329197883606,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
transported,0.20179246366024017,0.3093987703323364,0.21931618452072144,0.18983562290668488,0.325044721364975,0.26540547609329224,0.26284846663475037,0.2550795376300812,0.18272490799427032,0.2096906453371048,0.08983765542507172,0.1354173868894577
by,0.34370526671409607,0.24959969520568848,0.1268737018108368,0.3899846076965332,0.1911681443452835,0.29497629404067993,0.3646814823150635,0.4408751428127289,0.1393868327140808,0.29190269112586975,0.28805047273635864,0.17966607213020325
wind,0.18648548424243927,0.23556813597679138,0.36152732372283936,0.1986788511276245,0.4058891534805298,0.23422960937023163,0.22346341609954834,0.2338196188211441,0.17654994130134583,0.18433184921741486,0.16870826482772827,0.17669273912906647
from,0.22939439117908478,0.24480824172496796,0.21349763870239258,0.27355384826660156,0.20597265660762787,0.3196950852870941,0.4249346852302551,0.40150508284568787,0.16873504221439362,0.22863267362117767,0.2101740688085556,0.19969791173934937
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
sahara,0.1301003247499466,0.2032151222229004,0.28134268522262573,0.19219167530536652,0.19812971353530884,0.2551390826702118,0.17664550244808197,0.23516924679279327,0.9999999403953552,0.09896079450845718,0.13338042795658112,0.17314527928829193
to,0.44169697165489197,0.40610215067863464,0.26756495237350464,0.42745086550712585,0.21076038479804993,0.42386990785598755,0.41548454761505127,0.535392165184021,0.15024827420711517,0.3941934108734131,0.23523004353046417,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
amazon,0.16216763854026794,0.2036246955394745,0.13802170753479004,0.15197539329528809,0.1513950079679489,0.15031638741493225,0.20143137872219086,0.260541707277298,0.26794329285621643,0.1488005518913269,0.1589571088552475,0.18144656717777252
:,-0.11215605586767197,-0.15719901025295258,-0.13309550285339355,-0.07222653180360794,-0.1475287526845932,-0.0349646657705307,-0.08807745575904846,-0.03403344005346298,-0.028305675834417343,-0.019449636340141296,0.05222936347126961,-0.07156077772378922
an,0.2520636022090912,0.2866077721118927,0.17542733252048492,0.4654068350791931,0.19583824276924133,0.2333006113767624,0.32280945777893066,0.4207492768764496,0.16406328976154327,0.20307137072086334,0.17045794427394867,0.19793890416622162
average,0.2824462950229645,0.3068808615207672,0.16783887147903442,0.2669461667537689,0.1312323659658432,0.2508523464202881,0.23717734217643738,0.27058175206184387,0.12875841557979584,0.307219535112381,0.2935159504413605,0.21764592826366425
182,-0.008338738232851028,0.04343903809785843,-0.0033743770327419043,0.04766252636909485,0.002668968867510557,-0.06044672057032585,-0.022202739492058754,0.03700842335820198,0.0024168328382074833,0.007586492691189051,0.015118954703211784,-0.048216577619314194
million,0.21114659309387207,0.2792966067790985,0.19205474853515625,0.19962359964847565,0.14486195147037506,0.23470236361026764,0.21686489880084991,0.277012437582016,0.2098587155342102,0.2644878029823303,0.30462950468063354,0.23092924058437347
tons,0.24981051683425903,0.31718429923057556,0.2439376562833786,0.19309166073799133,0.36607280373573303,0.2984030246734619,0.19702266156673431,0.20730508863925934,0.11981531232595444,0.19735845923423767,0.1723073422908783,0.19717051088809967
of,0.2480744868516922,0.2671096920967102,0.25486329197883606,0.4854315221309662,0.19044514000415802,0.34176841378211975,1.0,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,1.0,0.17347866296768188,0.41466131806373596,0.29918667674064636,0.25486329197883606,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
are,0.311818927526474,0.2937524914741516,0.2122032791376114,0.5330929756164551,0.21166092157363892,0.31390950083732605,0.39081433415412903,0.40399202704429626,0.16193075478076935,0.39730963110923767,0.1750577986240387,0.24591213464736938
windblown,0.1935114711523056,0.22194939851760864,0.36643874645233154,0.248886838555336,0.7390768527984619,0.28925439715385437,0.2747642695903778,0.3168978691101074,0.24108903110027313,0.1739351749420166,0.21624219417572021,0.2240144908428192
out,0.3963836133480072,0.3749011158943176,0.29918667674064636,0.2817855477333069,0.3109848201274872,1.0,0.34176841378211975,0.39404502511024475,0.2551390826702118,0.2757948637008667,0.2501937747001648,0.22020699083805084
of,0.2480744868516922,0.2671096920967102,0.25486329197883606,0.4854315221309662,0.19044514000415802,0.34176841378211975,1.0,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
sahara,0.1301003247499466,0.2032151222229004,0.28134268522262573,0.19219167530536652,0.19812971353530884,0.2551390826702118,0.17664550244808197,0.23516924679279327,0.9999999403953552,0.09896079450845718,0.13338042795658112,0.17314527928829193
each,0.4183253347873688,0.24609963595867157,0.15729188919067383,0.2954041659832001,0.1791432797908783,0.2757948637008667,0.38460010290145874,0.470844566822052,0.09896079450845718,1.0,0.286208838224411,0.21173812448978424
year,0.19631797075271606,0.2093992531299591,0.10882840305566788,0.2402215600013733,0.11440479755401611,0.2501937747001648,0.2578314542770386,0.3609684407711029,0.13338042795658112,0.286208838224411,1.0,0.18315006792545319
",",0.22659391164779663,0.36182254552841187,0.23566173017024994,0.4691906273365021,0.19440598785877228,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
at,0.2154216170310974,0.23158283531665802,0.11504963040351868,0.25906258821487427,0.1803709715604782,0.2881071865558624,0.42558613419532776,0.457212895154953,0.07953942567110062,0.21600523591041565,0.3146436810493469,0.21978627145290375
15,-0.005761355627328157,-0.05761924758553505,0.09154774993658066,-0.00426758686080575,0.0038751305546611547,-0.05571465194225311,-0.02319195494055748,-0.011810222640633583,-0.027680374681949615,-0.1164836436510086,-0.03266001120209694,-0.010706285014748573
degrees,0.18475523591041565,0.25513756275177,0.10859503597021103,0.1945093870162964,0.1416258066892624,0.14000359177589417,0.22668468952178955,0.22473014891147614,0.1928645521402359,0.19759182631969452,0.23994895815849304,0.1299446076154709
west,0.13549664616584778,0.10327833145856857,0.1870882660150528,0.25201764702796936,0.16207380592823029,0.1832706332206726,0.2891985774040222,0.32918402552604675,0.26765793561935425,0.18747025728225708,0.1444975882768631,0.12088293582201004
longitude,0.1770506203174591,0.1725410521030426,0.18386469781398773,0.20099380612373352,0.13561350107192993,0.12441916018724442,0.17390240728855133,0.2508544325828552,0.24152566492557526,0.25417160987854004,0.20046329498291016,0.19342944025993347
",",0.22659391164779663,0.36182254552841187,0.23566173017024994,0.4691906273365021,0.19440598785877228,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
across,0.2515762746334076,0.313662052154541,0.21413765847682953,0.21617691218852997,0.22160941362380981,0.39612263441085815,0.2936134934425354,0.3816230297088623,0.2725405991077423,0.28291234374046326,0.15340931713581085,0.17034576833248138
"1,600",0.0821411982178688,0.10413862019777298,0.08849801123142242,0.07306808233261108,0.25217148661613464,0.14848840236663818,-0.00895964726805687,0.04439349099993706,0.02133297175168991,0.13472332060337067,0.011140071786940098,0.05657687783241272
miles,0.13798850774765015,0.20891140401363373,0.20904326438903809,0.22951029241085052,0.2024475485086441,0.1903957724571228,0.2263605147600174,0.25706055760383606,0.14452864229679108,0.14761854708194733,0.21751753985881805,0.09363767504692078
(,0.1676948219537735,0.21788647770881653,0.14481011033058167,0.35393038392066956,0.0763440653681755,0.20017710328102112,0.35032153129577637,0.33289089798927307,0.15619352459907532,0.17427405714988708,0.2556702494621277,0.40561532974243164
"2,600",0.016059542074799538,0.009142333641648293,0.09819567203521729,0.11243394017219543,0.13284863531589508,0.12864013016223907,0.05123365670442581,0.11931554228067398,0.11919964849948883,0.1830863505601883,0.007803516462445259,0.02350315824151039
km,0.10687907040119171,0.16454114019870758,0.16242605447769165,0.24258680641651154,0.14673252403736115,0.13539695739746094,0.2376161366701126,0.21376769244670868,0.12832523882389069,0.12898913025856018,0.1698378175497055,0.08180338144302368
),0.17939934134483337,0.22256317734718323,0.14174848794937134,0.37732169032096863,0.09130270034074783,0.20875944197177887,0.3680361211299896,0.3456730246543884,0.1442667692899704,0.18692907691001892,0.24282371997833252,0.42300865054130554
over,0.31446483731269836,0.3711091876029968,0.22320112586021423,0.2159561663866043,0.2594853341579437,0.38542792201042175,0.36136594414711,0.39856547117233276,0.24398937821388245,0.3201068937778473,0.2620522379875183,0.25742942094802856
the,0.33890387415885925,0.35023224353790283,0.2346910536289215,0.5823672413825989,0.22228285670280457,0.39404502511024475,0.733189046382904,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
atlantic,0.16433286666870117,0.1496167927980423,0.20432595908641815,0.2232125848531723,0.1601749211549759,0.12839677929878235,0.22176773846149445,0.31052014231681824,0.26854392886161804,0.182842418551445,0.16799668967723846,0.15355663001537323
