,how,did,mongol,armies,lure,enemy,groups,out,of,their,defensive,positions,?
another,0.34821072220802307,0.29175329208374023,0.20900173485279083,0.19005081057548523,0.28175097703933716,0.2501051425933838,0.20798973739147186,0.2994861304759979,0.38147079944610596,0.3561564087867737,0.13029791414737701,0.22974872589111328,0.295511931180954
standard,0.25041645765304565,0.15843048691749573,0.10680779814720154,0.21583731472492218,0.10554243624210358,0.07937182486057281,0.17411847412586212,0.1697728931903839,0.2296806275844574,0.16943970322608948,0.06450343132019043,0.19349008798599243,0.17029257118701935
tactic,0.22765854001045227,0.1650000512599945,0.25260061025619507,0.3741416037082672,0.3639279007911682,0.44988688826560974,0.18072304129600525,0.14130522310733795,0.18519838154315948,0.23430275917053223,0.34247997403144836,0.3389933705329895,0.20583149790763855
of,0.2480744868516922,0.2513895630836487,0.22712039947509766,0.251925528049469,0.19795775413513184,0.2035287618637085,0.24723079800605774,0.34176841378211975,1.0,0.4329940676689148,0.23209550976753235,0.27722278237342834,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.2924198508262634,0.33505764603614807,0.28954270482063293,0.2552780210971832,0.27790749073028564,0.39404502511024475,0.733189046382904,0.516537070274353,0.2644767463207245,0.3398493230342865,0.22068053483963013
mongol,0.11711648851633072,0.17534953355789185,1.0000001192092896,0.35058408975601196,0.15416009724140167,0.24240630865097046,0.14493708312511444,0.10864385217428207,0.22712039947509766,0.2211313098669052,0.20354197919368744,0.09680387377738953,0.12849251925945282
military,0.15955743193626404,0.17979979515075684,0.26000091433525085,0.407022625207901,0.12382937222719193,0.3149026930332184,0.15441614389419556,0.09045036882162094,0.27347031235694885,0.2218804955482483,0.27156075835227966,0.20818808674812317,0.1890317052602768
was,0.16678167879581451,0.41399896144866943,0.17204789817333221,0.2626568377017975,0.14493881165981293,0.26865243911743164,0.10153285413980484,0.28168347477912903,0.4069072902202606,0.2396296262741089,0.21982474625110626,0.1852308064699173,0.18412111699581146
the,0.33890387415885925,0.34736719727516174,0.2924198508262634,0.33505764603614807,0.28954270482063293,0.2552780210971832,0.27790749073028564,0.39404502511024475,0.733189046382904,0.516537070274353,0.2644767463207245,0.3398493230342865,0.22068053483963013
commonly,0.13615790009498596,0.07066675275564194,0.11187253892421722,0.12836334109306335,0.14657841622829437,0.1498342603445053,0.18734821677207947,0.13493579626083374,0.29300037026405334,0.19497299194335938,0.1257827877998352,0.0970505103468895,0.13546277582645416
practiced,0.18914039433002472,0.2674696445465088,0.166274294257164,0.20426294207572937,0.24074628949165344,0.19504909217357635,0.2249039113521576,0.17204271256923676,0.24753569066524506,0.2227776199579239,0.12650617957115173,0.2100362479686737,0.07469849288463593
feigned,0.20027251541614532,0.28458982706069946,0.29929137229919434,0.3704814910888672,0.3427756428718567,0.38878244161605835,0.12471602112054825,0.22747331857681274,0.27270495891571045,0.27261292934417725,0.32635748386383057,0.23320724070072174,0.1540241837501526
retreat,0.07187861949205399,0.21186281740665436,0.3387097716331482,0.5109419226646423,0.3264973759651184,0.462436318397522,0.14856946468353271,0.18926359713077545,0.19775435328483582,0.19519105553627014,0.37827014923095703,0.2718294858932495,0.1088394895195961
to,0.44169697165489197,0.4452643394470215,0.2125127911567688,0.23511818051338196,0.30234041810035706,0.24200193583965302,0.24181967973709106,0.42386990785598755,0.41548454761505127,0.44619059562683105,0.21831567585468292,0.23584577441215515,0.29463258385658264
break,0.2660876214504242,0.26556721329689026,0.16929979622364044,0.18026970326900482,0.2547561526298523,0.2227880209684372,0.21101853251457214,0.33303800225257874,0.14277319610118866,0.2702880799770355,0.18552054464817047,0.1718835085630417,0.19753244519233704
enemy,0.1915125995874405,0.15368838608264923,0.24240630865097046,0.41547465324401855,0.34693068265914917,1.0,0.11101468652486801,0.23836882412433624,0.2035287618637085,0.22355355322360992,0.36357077956199646,0.3207544684410095,0.09557300060987473
formations,0.18775491416454315,0.15622356534004211,0.22586369514465332,0.30298715829849243,0.1279301941394806,0.2515583336353302,0.3063236474990845,0.1930258870124817,0.2921679615974426,0.23326873779296875,0.245601624250412,0.43692800402641296,0.11879130452871323
and,0.33647966384887695,0.34479495882987976,0.21553155779838562,0.25451672077178955,0.2626746892929077,0.23492933809757233,0.29783302545547485,0.3881998062133789,0.5116966962814331,0.45114588737487793,0.22892872989177704,0.2919108271598816,0.20544172823429108
to,0.44169697165489197,0.4452643394470215,0.2125127911567688,0.23511818051338196,0.30234041810035706,0.24200193583965302,0.24181967973709106,0.42386990785598755,0.41548454761505127,0.44619059562683105,0.21831567585468292,0.23584577441215515,0.29463258385658264
lure,0.16603544354438782,0.19608569145202637,0.15416009724140167,0.2045118659734726,1.0,0.34693068265914917,0.1400238275527954,0.24514685571193695,0.19795775413513184,0.3088507354259491,0.2809748649597168,0.19412191212177277,0.17292216420173645
small,0.18460747599601746,0.20443524420261383,0.16956058144569397,0.11628160625696182,0.2351127415895462,0.10642936080694199,0.31281906366348267,0.2817486524581909,0.353353351354599,0.2815926969051361,0.12398961186408997,0.17762485146522522,0.13914890587329865
enemy,0.1915125995874405,0.15368838608264923,0.24240630865097046,0.41547465324401855,0.34693068265914917,1.0,0.11101468652486801,0.23836882412433624,0.2035287618637085,0.22355355322360992,0.36357077956199646,0.3207544684410095,0.09557300060987473
groups,0.18221695721149445,0.1589982509613037,0.14493708312511444,0.2378172129392624,0.1400238275527954,0.11101468652486801,1.0,0.18904656171798706,0.24723079800605774,0.30789998173713684,0.12799645960330963,0.3056402802467346,0.14349548518657684
away,0.2374800741672516,0.2167721837759018,0.11280075460672379,0.2078954577445984,0.25199466943740845,0.24537459015846252,0.19309544563293457,0.45128533244132996,0.2156001329421997,0.2598530650138855,0.1336149275302887,0.18458648025989532,0.15156377851963043
from,0.22939439117908478,0.20248863101005554,0.2123146951198578,0.13947497308254242,0.18399524688720703,0.1659003347158432,0.23281575739383698,0.3196950852870941,0.4249346852302551,0.3038119673728943,0.14599314332008362,0.2561497986316681,0.19969791173934937
the,0.33890387415885925,0.34736719727516174,0.2924198508262634,0.33505764603614807,0.28954270482063293,0.2552780210971832,0.27790749073028564,0.39404502511024475,0.733189046382904,0.516537070274353,0.2644767463207245,0.3398493230342865,0.22068053483963013
larger,0.23193183541297913,0.17694389820098877,0.21360191702842712,0.2611912786960602,0.19722285866737366,0.16925549507141113,0.2780383229255676,0.2171550691127777,0.32469573616981506,0.2951369285583496,0.16943933069705963,0.18828363716602325,0.1602165699005127
group,0.15481124818325043,0.13719572126865387,0.2176019847393036,0.19804246723651886,0.10148327797651291,0.14561110734939575,0.6639418005943298,0.19246314465999603,0.25542253255844116,0.31846651434898376,0.1210804283618927,0.18234962224960327,0.13827809691429138
and,0.33647966384887695,0.34479495882987976,0.21553155779838562,0.25451672077178955,0.2626746892929077,0.23492933809757233,0.29783302545547485,0.3881998062133789,0.5116966962814331,0.45114588737487793,0.22892872989177704,0.2919108271598816,0.20544172823429108
defended,0.10638925433158875,0.24142922461032867,0.23988112807273865,0.37491077184677124,0.24329155683517456,0.41942641139030457,0.1231478676199913,0.1737111508846283,0.2165154069662094,0.22953452169895172,0.5085702538490295,0.3791733980178833,0.16800206899642944
position,0.19999539852142334,0.2170831561088562,0.12687793374061584,0.18960556387901306,0.21784627437591553,0.2864971458911896,0.21728146076202393,0.16213016211986542,0.23636478185653687,0.2498960793018341,0.35467350482940674,0.8285061717033386,0.15529610216617584
for,0.3308170735836029,0.318512886762619,0.1556200236082077,0.1835252195596695,0.2004185914993286,0.2007458657026291,0.21627482771873474,0.3312093913555145,0.4185989499092102,0.3406745493412018,0.2951942980289459,0.30627691745758057,0.264628142118454
ambush,0.19104672968387604,0.17189234495162964,0.25783997774124146,0.3542713522911072,0.3615104854106903,0.3911339044570923,0.2524261772632599,0.22172608971595764,0.1363832950592041,0.2612936496734619,0.31008586287498474,0.1895912140607834,0.1919749230146408
and,0.33647966384887695,0.34479495882987976,0.21553155779838562,0.25451672077178955,0.2626746892929077,0.23492933809757233,0.29783302545547485,0.3881998062133789,0.5116966962814331,0.45114588737487793,0.22892872989177704,0.2919108271598816,0.20544172823429108
counterattack,0.16979891061782837,0.2397165447473526,0.2828895151615143,0.585304856300354,0.36521202325820923,0.5364532470703125,0.23963427543640137,0.2715972661972046,0.24237924814224243,0.2797229588031769,0.45779916644096375,0.3827754259109497,0.1309165358543396
.,0.3287222981452942,0.35288307070732117,0.16751837730407715,0.22485259175300598,0.24682176113128662,0.1720624417066574,0.2408272922039032,0.34234723448753357,0.5352458953857422,0.34427863359451294,0.21469862759113312,0.26846083998680115,0.4130953550338745
