,what,position,did,tesla,accept,at,the,exchange,?
within,0.2498195916414261,0.25843489170074463,0.15734176337718964,0.12420729547739029,0.1801011562347412,0.20427878201007843,0.39827480912208557,0.12278634309768677,0.1870293766260147
a,0.3320399522781372,0.28626853227615356,0.2552328109741211,0.2211925983428955,0.18292881548404694,0.3095070421695709,0.5829201340675354,0.14749813079833984,0.23916715383529663
few,0.2780759632587433,0.17661958932876587,0.32311540842056274,0.12608137726783752,0.23739738762378693,0.24135999381542206,0.34660017490386963,0.19626197218894958,0.2334265559911728
months,0.24954822659492493,0.16969583928585052,0.29584890604019165,0.07674213498830795,0.1514137089252472,0.3420586585998535,0.2680157423019409,0.10766951739788055,0.2804218530654907
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.20599327981472015,0.28512677550315857,0.38314947485923767,0.4933079481124878,0.2447657436132431,0.31091248989105225
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1324402391910553,0.22203093767166138,0.457212895154953,1.0,0.2543705105781555,0.22068053483963013
budapest,0.11760804802179337,0.13450144231319427,0.20056968927383423,0.30872756242752075,0.18802998960018158,0.30494627356529236,0.14167028665542603,0.11935021728277206,0.13112305104732513
telephone,0.16968877613544464,0.16806799173355103,0.15489530563354492,0.2969077527523041,0.1823236495256424,0.15921905636787415,0.22550040483474731,0.2805635333061218,0.13201479613780975
exchange,0.11323627829551697,0.12220597267150879,0.07428870350122452,0.11101709306240082,0.22080902755260468,0.08357591927051544,0.2543705105781555,1.0000001192092896,0.048212938010692596
became,0.1434093862771988,0.21057558059692383,0.3632316589355469,0.12976884841918945,0.15465949475765228,0.23894885182380676,0.36325156688690186,0.14275404810905457,0.11374033987522125
functional,0.20372545719146729,0.21304461359977722,0.15726788341999054,0.18012508749961853,0.1930793970823288,0.16604773700237274,0.24815106391906738,0.20589038729667664,0.13501502573490143
and,0.31309178471565247,0.22603030502796173,0.34479495882987976,0.19560420513153076,0.25251030921936035,0.3571503460407257,0.5171257257461548,0.23130671679973602,0.20544172823429108
tesla,0.23221199214458466,0.11136931926012039,0.09757418930530548,0.9999999403953552,0.15874138474464417,0.16552478075027466,0.1324402391910553,0.11101709306240082,0.10250775516033173
was,0.22111038863658905,0.23203803598880768,0.41399896144866943,0.16455206274986267,0.16922608017921448,0.36707764863967896,0.48711544275283813,0.15612690150737762,0.18412111699581146
allocated,0.2210150808095932,0.26062577962875366,0.20745468139648438,0.2575380206108093,0.24988390505313873,0.300341933965683,0.35371720790863037,0.24961744248867035,0.17195001244544983
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1324402391910553,0.22203093767166138,0.457212895154953,1.0,0.2543705105781555,0.22068053483963013
chief,0.1647547483444214,0.2450338751077652,0.18907910585403442,0.1230378970503807,0.10652855038642883,0.0835610032081604,0.2586921751499176,0.11603305488824844,0.09466830641031265
electrician,0.12098047137260437,0.12016093730926514,0.1716306358575821,0.3633211851119995,0.08158548176288605,0.16369372606277466,0.20626100897789001,0.20739339292049408,0.11971108615398407
position,0.22031237185001373,1.0000001192092896,0.2170831561088562,0.11136931926012039,0.22152073681354523,0.20755837857723236,0.3183514177799225,0.12220597267150879,0.15529610216617584
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.17949827015399933,0.25949081778526306,0.4549728035926819,0.5934505462646484,0.14290252327919006,0.4130953550338745
