,what,consortium,was,bskyb,excluded,from,?
while,0.35511791706085205,0.15717454254627228,0.3253832161426544,0.09867019206285477,0.22065383195877075,0.35008183121681213,0.21076419949531555
bskyb,0.17457032203674316,0.36870452761650085,0.21192802488803864,1.0000001192092896,0.16328281164169312,0.12453003972768784,0.2979319989681244
had,0.23849567770957947,0.1615845113992691,0.5927209258079529,0.14911578595638275,0.2208990752696991,0.3075238764286041,0.20728366076946259
been,0.2567804455757141,0.23085136711597443,0.518218457698822,0.07955847680568695,0.228364959359169,0.27624839544296265,0.24354910850524902
excluded,0.2195880115032196,0.19189994037151337,0.2142379730939865,0.16328281164169312,0.9999998807907104,0.20184138417243958,0.13902585208415985
from,0.2737620174884796,0.12061142176389694,0.31171464920043945,0.12453003972768784,0.20184138417243958,1.0,0.19969791173934937
being,0.3760843276977539,0.2024364322423935,0.5201660394668579,0.116207055747509,0.27390462160110474,0.32622846961021423,0.26743772625923157
a,0.3320399522781372,0.1981150507926941,0.4508470594882965,0.21951700747013092,0.17018400132656097,0.322764128446579,0.23916715383529663
part,0.3476244807243347,0.2035287618637085,0.3407018780708313,0.21477334201335907,0.25407007336616516,0.31841611862182617,0.08557961881160736
of,0.33290785551071167,0.2307795137166977,0.4069072902202606,0.16413870453834534,0.26745522022247314,0.4249346852302551,0.1826142966747284
the,0.42745697498321533,0.21173879504203796,0.48711544275283813,0.20915858447551727,0.27489393949508667,0.40150508284568787,0.22068053483963013
ondigital,0.2035539597272873,0.19944436848163605,0.2009105086326599,0.30399289727211,0.1576087474822998,0.23322510719299316,0.15229390561580658
consortium,0.15345516800880432,1.0,0.23789207637310028,0.36870452761650085,0.19189994037151337,0.12061142176389694,0.12730471789836884
",",0.3087472915649414,0.26697972416877747,0.45456063747406006,0.2852807641029358,0.27998822927474976,0.39760664105415344,0.31091248989105225
thereby,0.18465888500213623,0.17514511942863464,0.1340237259864807,0.14036642014980316,0.25761881470680237,0.16554585099220276,0.13714760541915894
making,0.30777570605278015,0.21910196542739868,0.28285154700279236,0.16397662460803986,0.19515463709831238,0.217311292886734,0.2539324164390564
them,0.4994642734527588,0.1252591609954834,0.23709723353385925,0.12458788603544235,0.28360307216644287,0.2957119345664978,0.35435691475868225
a,0.3320399522781372,0.1981150507926941,0.4508470594882965,0.21951700747013092,0.17018400132656097,0.322764128446579,0.23916715383529663
competitor,0.14049206674098969,0.2057620733976364,0.3039230406284332,0.14374946057796478,0.18446670472621918,0.1503676474094391,0.11364347487688065
by,0.2455483376979828,0.22884562611579895,0.4752357602119446,0.1526695340871811,0.23968437314033508,0.3373257517814636,0.17966607213020325
default,0.23298192024230957,0.26805999875068665,0.14564089477062225,0.34170639514923096,0.1942036747932434,0.11592584103345871,0.2252604216337204
",",0.3087472915649414,0.26697972416877747,0.45456063747406006,0.2852807641029358,0.27998822927474976,0.39760664105415344,0.31091248989105225
bskyb,0.17457032203674316,0.36870452761650085,0.21192802488803864,1.0000001192092896,0.16328281164169312,0.12453003972768784,0.2979319989681244
was,0.22111038863658905,0.23789207637310028,1.0000001192092896,0.21192802488803864,0.2142379730939865,0.31171464920043945,0.18412111699581146
able,0.3404487371444702,0.12769238650798798,0.19031302630901337,0.11477769166231155,0.28846731781959534,0.2139057070016861,0.260649710893631
to,0.455847829580307,0.17120765149593353,0.3636345863342285,0.16040074825286865,0.30993080139160156,0.4069952368736267,0.29463258385658264
join,0.22255058586597443,0.21490386128425598,0.1602792590856552,0.16633468866348267,0.21866922080516815,0.13792099058628082,0.13127188384532928
itv,0.1658191829919815,0.2152899205684662,0.17489363253116608,0.2161550670862198,0.10868038237094879,0.09294851869344711,0.16615986824035645
digital,0.1757969856262207,0.17918778955936432,0.14947694540023804,0.2244831621646881,0.14289571344852448,0.1673154979944229,0.12982943654060364
's,0.02692362666130066,0.03133011609315872,0.008974763564765453,0.046084970235824585,-0.036245089024305344,-0.01936490088701248,-0.023395681753754616
free-to-air,0.2724332809448242,0.278039813041687,0.26092469692230225,0.26922181248664856,0.3046499788761139,0.3126908838748932,0.2213255912065506
replacement,0.19443123042583466,0.22896385192871094,0.24185067415237427,0.11480539292097092,0.1381344050168991,0.17676298320293427,0.14126648008823395
",",0.3087472915649414,0.26697972416877747,0.45456063747406006,0.2852807641029358,0.27998822927474976,0.39760664105415344,0.31091248989105225
freeview,0.17038284242153168,0.3533586263656616,0.13648933172225952,0.34901928901672363,0.17121964693069458,0.18621239066123962,0.21317297220230103
",",0.3087472915649414,0.26697972416877747,0.45456063747406006,0.2852807641029358,0.27998822927474976,0.39760664105415344,0.31091248989105225
in,0.30808621644973755,0.16420601308345795,0.45514053106307983,0.22606848180294037,0.22779975831508636,0.4274188280105591,0.20430970191955566
which,0.5261979103088379,0.24146662652492523,0.2830964922904968,0.17957738041877747,0.2979695200920105,0.38755592703819275,0.25814583897590637
it,0.45803478360176086,0.20628410577774048,0.4577186405658722,0.16915087401866913,0.19416916370391846,0.325604110956192,0.25732165575027466
holds,0.08176258951425552,0.14659790694713593,0.17313162982463837,0.1368696093559265,0.14739711582660675,0.2390662431716919,0.11379207670688629
an,0.2821882665157318,0.1414344310760498,0.3694365322589874,0.1599401980638504,0.16792316734790802,0.20876385271549225,0.19793890416622162
equal,0.2397335022687912,0.1306598037481308,0.1280919909477234,0.15817704796791077,0.272344708442688,0.18358252942562103,0.15421567857265472
stake,0.18326318264007568,0.13781879842281342,0.26709216833114624,0.16684943437576294,0.21885691583156586,0.15633690357208252,0.10940878093242645
with,0.2464839518070221,0.19158050417900085,0.27411898970603943,0.18421940505504608,0.2552104592323303,0.26272761821746826,0.2433311939239502
the,0.42745697498321533,0.21173879504203796,0.48711544275283813,0.20915858447551727,0.27489393949508667,0.40150508284568787,0.22068053483963013
bbc,0.20634698867797852,0.18747295439243317,0.19087861478328705,0.13325032591819763,0.08205108344554901,0.17696094512939453,0.20556949079036713
",",0.3087472915649414,0.26697972416877747,0.45456063747406006,0.2852807641029358,0.27998822927474976,0.39760664105415344,0.31091248989105225
itv,0.1658191829919815,0.2152899205684662,0.17489363253116608,0.2161550670862198,0.10868038237094879,0.09294851869344711,0.16615986824035645
",",0.3087472915649414,0.26697972416877747,0.45456063747406006,0.2852807641029358,0.27998822927474976,0.39760664105415344,0.31091248989105225
