,in,what,year,did,abc,resume,its,television,relationship,with,disney,?
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2286096066236496,0.23172351717948914,0.31874480843544006,0.25070273876190186,0.2814804017543793,0.40387406945228577,0.2626339793205261,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21331243216991425,0.25845566391944885,0.4424409866333008,0.22552843391895294,0.25691166520118713,0.3783375024795532,0.21907898783683777,0.23916715383529663
result,0.25670310854911804,0.19945499300956726,0.19740116596221924,0.2026577889919281,0.14806517958641052,0.33494532108306885,0.21931473910808563,0.1309911459684372,0.1634674072265625,0.21787862479686737,0.09298178553581238,0.17218433320522308
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.17940868437290192,0.33157986402511597,0.27995240688323975,0.23936419188976288,0.4120737314224243,0.2132069319486618,0.31091248989105225
abc,0.1697147786617279,0.1317344456911087,0.2373921275138855,0.13353709876537323,1.0000001192092896,0.21392767131328583,0.19045390188694,0.46871840953826904,0.2317969650030136,0.17432008683681488,0.37895750999450684,0.19065172970294952
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.19742389023303986,0.3841775357723236,0.29514092206954956,0.3086830675601959,0.5477725267410278,0.23352548480033875,0.20544172823429108
disney,0.18521910905838013,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.17096969485282898,0.19488584995269775,0.3754020631313324,0.14350686967372894,0.2006005197763443,1.0,0.22150784730911255
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.06670809537172318,-0.07406973093748093,0.03202139586210251,0.11021530628204346,-0.04484357684850693,-0.04624466598033905,0.0786653682589531,-0.023395681753754616
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.2403600513935089,0.23109306395053864,0.26377397775650024,0.2787016034126282,0.19408045709133148,0.2691199779510498,0.21060588955879211,0.18701928853988647
television,0.2689782977104187,0.19838058948516846,0.19048495590686798,0.17055591940879822,0.46871840953826904,0.18744783103466034,0.1756780445575714,1.0000001192092896,0.19412869215011597,0.17469868063926697,0.3754020631313324,0.16825827956199646
collaboration,0.2104545682668686,0.27454277873039246,0.1903330534696579,0.19924287497997284,0.1254184991121292,0.23899506032466888,0.14394420385360718,0.12160399556159973,0.35161831974983215,0.2927547097206116,0.2228679358959198,0.23211127519607544
ended,0.3353011906147003,0.1532270610332489,0.30346307158470154,0.33372020721435547,0.2626802623271942,0.3576159179210663,0.207168310880661,0.286525696516037,0.2955685257911682,0.3083439767360687,0.11532425880432129,0.15429291129112244
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,0.21877925097942352,0.3793783485889435,0.2689782977104187,0.20233847200870514,0.4080928862094879,0.18521910905838013,0.20430970191955566
1961,0.09056709706783295,-0.03442762792110443,0.040058694779872894,-0.07450946420431137,0.031247682869434357,-0.002677858341485262,0.1204942911863327,0.027394376695156097,0.07038930803537369,0.1074872761964798,0.04221043735742569,0.009729373268783092
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.183883935213089,0.15171682834625244,0.1924784928560257,0.27449095249176025,0.15291789174079895,0.29503780603408813,0.13315561413764954,0.40561532974243164
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.08572790026664734,0.4295894205570221,0.1889609545469284,0.25264307856559753,0.4371747076511383,0.22600184381008148,0.2153671681880951,0.28231924772262573,0.17853789031505585
would,0.30461156368255615,0.45766422152519226,0.259968101978302,0.6268245577812195,0.13780725002288818,0.3642862141132355,0.27556702494621277,0.17012080550193787,0.23424163460731506,0.38372042775154114,0.20283743739128113,0.37178951501846313
resume,0.21877925097942352,0.2704862356185913,0.2537490725517273,0.3316803276538849,0.21392767131328583,0.9999999403953552,0.14157749712467194,0.18744783103466034,0.1946587711572647,0.18561020493507385,0.17096969485282898,0.2602770924568176
its,0.3793783485889435,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.19045390188694,0.14157749712467194,1.0,0.1756780445575714,0.19956518709659576,0.3087116777896881,0.19488584995269775,0.15103481709957123
relationship,0.20233847200870514,0.24358563125133514,0.18191470205783844,0.23271940648555756,0.2317969650030136,0.1946587711572647,0.19956518709659576,0.19412869215011597,1.0,0.3188934326171875,0.14350686967372894,0.11361731588840485
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.17432008683681488,0.18561020493507385,0.3087116777896881,0.17469868063926697,0.3188934326171875,0.9999999403953552,0.2006005197763443,0.2433311939239502
disney,0.18521910905838013,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.17096969485282898,0.19488584995269775,0.3754020631313324,0.14350686967372894,0.2006005197763443,1.0,0.22150784730911255
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,0.21877925097942352,0.3793783485889435,0.2689782977104187,0.20233847200870514,0.4080928862094879,0.18521910905838013,0.20430970191955566
1985,0.015247007831931114,0.07759413868188858,0.0003617732145357877,0.07323421537876129,0.07137808203697205,0.025370696559548378,0.06320992857217789,0.023595254868268967,0.07643411308526993,0.049015142023563385,0.0531739816069603,-0.03005216084420681
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.17940868437290192,0.33157986402511597,0.27995240688323975,0.23936419188976288,0.4120737314224243,0.2132069319486618,0.31091248989105225
when,0.4431333839893341,0.4700249433517456,0.3014719784259796,0.3228907287120819,0.13294127583503723,0.28069502115249634,0.34032323956489563,0.19077982008457184,0.3010092079639435,0.5075214505195618,0.17460092902183533,0.22841128706932068
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
anthology,0.240850031375885,0.19700226187705994,0.23221974074840546,0.16813743114471436,0.2907084822654724,0.13146856427192688,0.15167896449565887,0.2877735197544098,0.1127556562423706,0.21544937789440155,0.29018303751945496,0.18870647251605988
series,0.2914260923862457,0.17328087985515594,0.2600080966949463,0.15581852197647095,0.38518208265304565,0.1658741980791092,0.16496503353118896,0.6111506819725037,0.19746741652488708,0.17767351865768433,0.3113691210746765,0.1709602326154709
returned,0.341925710439682,0.15085899829864502,0.2697434723377228,0.32570260763168335,0.19987483322620392,0.3242364823818207,0.18422208726406097,0.20449930429458618,0.1749686896800995,0.23341523110866547,0.15088674426078796,0.07695316523313522
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.1762417107820511,0.34364187717437744,0.3691340684890747,0.1933557242155075,0.25194117426872253,0.4239959120750427,0.23984374105930328,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.08572790026664734,0.4295894205570221,0.1889609545469284,0.25264307856559753,0.4371747076511383,0.22600184381008148,0.2153671681880951,0.28231924772262573,0.17853789031505585
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.22510288655757904,0.28811830282211304,0.2992613911628723,0.27045196294784546,0.1835637241601944,0.39140474796295166,0.16913838684558868,0.264628142118454
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21331243216991425,0.25845566391944885,0.4424409866333008,0.22552843391895294,0.25691166520118713,0.3783375024795532,0.21907898783683777,0.23916715383529663
three-season,0.29875969886779785,0.23052017390727997,0.37828585505485535,0.251303106546402,0.35931408405303955,0.22281301021575928,0.25530651211738586,0.3521232604980469,0.20934545993804932,0.3709074556827545,0.26132574677467346,0.27103254199028015
run,0.26368704438209534,0.2294815480709076,0.19306103885173798,0.2303875833749771,0.1768566370010376,0.25195246934890747,0.255632609128952,0.18875949084758759,0.08554811775684357,0.16277898848056793,0.16880342364311218,0.17904110252857208
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2286096066236496,0.23172351717948914,0.31874480843544006,0.25070273876190186,0.2814804017543793,0.40387406945228577,0.2626339793205261,0.27043893933296204
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
disney,0.18521910905838013,0.19632026553153992,0.19369487464427948,0.16180537641048431,0.37895750999450684,0.17096969485282898,0.19488584995269775,0.3754020631313324,0.14350686967372894,0.2006005197763443,1.0,0.22150784730911255
sunday,0.20307813584804535,0.2246854603290558,0.37663888931274414,0.15207065641880035,0.29011502861976624,0.21414977312088013,0.14083854854106903,0.23802079260349274,0.11647645384073257,0.19809241592884064,0.1837657392024994,0.23753786087036133
movie,0.2507663369178772,0.19373337924480438,0.19929322600364685,0.2057092785835266,0.24821209907531738,0.14204785227775574,0.17957516014575958,0.5471143126487732,0.22945992648601532,0.15594951808452606,0.4810844361782074,0.18408656120300293
until,0.38338494300842285,0.2693650424480438,0.3181511163711548,0.33905428647994995,0.175827294588089,0.3430551588535309,0.2613764703273773,0.23805125057697296,0.2212238907814026,0.25182005763053894,0.17199453711509705,0.20304496586322784
it,0.5130809545516968,0.45803478360176086,0.2363913208246231,0.2993364930152893,0.17324577271938324,0.10759714245796204,0.5786119699478149,0.17099279165267944,0.23314040899276733,0.3369046747684479,0.24349725246429443,0.25732165575027466
lost,0.3167656362056732,0.198215052485466,0.15647779405117035,0.30779293179512024,0.09725617617368698,0.20901669561862946,0.2143695056438446,0.18349704146385193,0.1657189279794693,0.18925613164901733,0.0836109146475792,0.15261413156986237
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2228340208530426,0.559237003326416,0.24569597840309143,0.21018025279045105,0.4223487675189972,0.24980762600898743,0.22068053483963013
rights,0.17772755026817322,0.2386135458946228,0.1866040676832199,0.2525300085544586,0.16774038970470428,0.23660555481910706,0.1595378965139389,0.18617643415927887,0.17307744920253754,0.147300586104393,0.22048398852348328,0.21814769506454468
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.1762417107820511,0.34364187717437744,0.3691340684890747,0.1933557242155075,0.25194117426872253,0.4239959120750427,0.23984374105930328,0.29463258385658264
nbc,0.19303210079669952,0.1638578325510025,0.1993783861398697,0.1728760302066803,0.63486248254776,0.21827585995197296,0.2153240293264389,0.5602048635482788,0.22843194007873535,0.19754363596439362,0.4057736098766327,0.1680917739868164
