,what,date,did,tesla,begin,his,colorado,springs,experiments,?
on,0.34226128458976746,0.21806180477142334,0.2670976221561432,0.16159376502037048,0.2630721628665924,0.32064297795295715,0.1674119234085083,0.20432116091251373,0.2562560439109802,0.2714994251728058
15,-0.01077192835509777,-0.10681544989347458,0.03605250269174576,-0.08478327840566635,-0.0012139871250838041,0.1206546276807785,0.10939279943704605,-0.017924029380083084,-0.054520800709724426,-0.010706285014748573
june,0.2171148657798767,0.2009596973657608,0.26244688034057617,0.10874199122190475,0.13521459698677063,0.27253690361976624,0.1601802110671997,0.17286987602710724,0.1662558615207672,0.31416764855384827
1899,0.018272055312991142,-0.1710253357887268,0.02170962281525135,-0.1665361374616623,0.009892184287309647,0.08514045178890228,-0.13157548010349274,-0.10047966241836548,0.027262063696980476,-0.09203046560287476
",",0.3087472915649414,0.2279704213142395,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.3378419280052185,0.23917348682880402,0.3291926681995392,0.22640827298164368,0.31091248989105225
tesla,0.23221199214458466,0.08944534510374069,0.09757418930530548,0.9999999403953552,0.02097291871905327,0.1580733060836792,0.17255069315433502,0.18937155604362488,0.29793205857276917,0.10250775516033173
performed,0.17447373270988464,0.1602533459663391,0.2536868453025818,0.18458497524261475,0.14827916026115417,0.27903127670288086,0.09089589864015579,0.12830887734889984,0.25379514694213867,0.14428307116031647
his,0.26976513862609863,0.13660511374473572,0.3546801507472992,0.1580733060836792,0.22923272848129272,0.9999998807907104,0.18580646812915802,0.1728365272283554,0.2605794072151184,0.18075084686279297
first,0.28086137771606445,0.2779913544654846,0.33691170811653137,0.17383763194084167,0.2771400213241577,0.3241460621356964,0.20066532492637634,0.17904724180698395,0.2777732312679291,0.18701928853988647
experiments,0.3106561601161957,0.10887660086154938,0.2717590034008026,0.29793205857276917,0.22056034207344055,0.2605794072151184,0.15858805179595947,0.23199160397052765,0.9999998807907104,0.14564716815948486
at,0.2838611304759979,0.24779295921325684,0.28390252590179443,0.16552478075027466,0.2332090437412262,0.27659502625465393,0.1877574771642685,0.22887079417705536,0.2058984488248825,0.21978627145290375
his,0.26976513862609863,0.13660511374473572,0.3546801507472992,0.1580733060836792,0.22923272848129272,0.9999998807907104,0.18580646812915802,0.1728365272283554,0.2605794072151184,0.18075084686279297
colorado,0.1414678543806076,0.17936797440052032,0.16166602075099945,0.17255069315433502,0.044111836701631546,0.18580646812915802,1.0,0.477096289396286,0.15858805179595947,0.15461322665214539
springs,0.1694866269826889,0.07335165143013,0.10978550463914871,0.18937155604362488,0.14730797708034515,0.1728365272283554,0.477096289396286,1.0000001192092896,0.23199160397052765,0.0950024425983429
lab,0.20529143512248993,0.1511141061782837,0.19881273806095123,0.24769280850887299,0.14106614887714386,0.19110973179340363,0.18637675046920776,0.1776001900434494,0.43340662121772766,0.15959888696670532
;,0.10986888408660889,0.01587720587849617,0.10727239400148392,-0.03835732489824295,-0.0234913881868124,0.07100893557071686,0.06836207956075668,-0.07119382917881012,0.04393690824508667,0.10349778085947037
he,0.3114890456199646,0.12627369165420532,0.3292143940925598,0.12373391538858414,0.19861583411693573,0.7171558737754822,0.19273489713668823,0.17487819492816925,0.2241431325674057,0.2089974731206894
recorded,0.17687608301639557,0.19534580409526825,0.26971957087516785,0.11739913374185562,0.15929767489433289,0.20857888460159302,0.20305421948432922,0.15520569682121277,0.169753760099411,0.19213420152664185
his,0.26976513862609863,0.13660511374473572,0.3546801507472992,0.1580733060836792,0.22923272848129272,0.9999998807907104,0.18580646812915802,0.1728365272283554,0.2605794072151184,0.18075084686279297
initial,0.2771121859550476,0.2539389431476593,0.2502395808696747,0.19612780213356018,0.2828000485897064,0.22255346179008484,0.08057888597249985,0.08150701969861984,0.18144257366657257,0.16868601739406586
spark,0.23506906628608704,0.15037749707698822,0.21650230884552002,0.3199569284915924,0.2219330221414566,0.21906517446041107,0.12458203732967377,0.22880375385284424,0.25476449728012085,0.25924956798553467
length,0.20598092675209045,0.19658245146274567,0.12838096916675568,0.220595583319664,0.1934027522802353,0.1298144906759262,0.0959002748131752,0.09526336938142776,0.1454930156469345,0.16668567061424255
at,0.2838611304759979,0.24779295921325684,0.28390252590179443,0.16552478075027466,0.2332090437412262,0.27659502625465393,0.1877574771642685,0.22887079417705536,0.2058984488248825,0.21978627145290375
five,0.18688078224658966,0.1285688281059265,0.1999429613351822,0.12380130589008331,0.18891237676143646,0.31267768144607544,0.16148315370082855,0.17370763421058655,0.09284597635269165,0.18342848122119904
inches,0.18465489149093628,0.14840848743915558,0.11995062977075577,0.19464583694934845,0.14488931000232697,0.1284252554178238,0.17104721069335938,0.2240407019853592,0.11912476271390915,0.17945347726345062
long,0.28276848793029785,0.13396736979484558,0.20462055504322052,0.14681872725486755,0.2872941493988037,0.18129055202007294,0.13724243640899658,0.1790216863155365,0.21181286871433258,0.19699987769126892
",",0.3087472915649414,0.2279704213142395,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.3378419280052185,0.23917348682880402,0.3291926681995392,0.22640827298164368,0.31091248989105225
but,0.5029441118240356,0.21598407626152039,0.49033689498901367,0.1549924612045288,0.27360019087791443,0.38552024960517883,0.12889763712882996,0.23248109221458435,0.26122573018074036,0.27921953797340393
very,0.37053924798965454,0.10295680165290833,0.3388260006904602,0.15882818400859833,0.24362054467201233,0.28776130080223083,0.08766227215528488,0.2266922891139984,0.2682844400405884,0.20864155888557434
thick,0.21052372455596924,0.033166058361530304,0.17207282781600952,0.19008095562458038,0.17180390655994415,0.17925727367401123,0.18848802149295807,0.2554078698158264,0.1468508243560791,0.1260182112455368
and,0.31309178471565247,0.21585220098495483,0.34479495882987976,0.19560420513153076,0.2599445581436157,0.4234102666378021,0.19103363156318665,0.30992886424064636,0.3053898811340332,0.20544172823429108
noisy,0.217574343085289,0.014371966011822224,0.19505661725997925,0.14185640215873718,0.14162090420722961,0.16804969310760498,0.18919289112091064,0.2629591226577759,0.26027414202690125,0.15685820579528809
.,0.3567904531955719,0.2508279085159302,0.35288307070732117,0.17949827015399933,0.24827922880649567,0.3119256794452667,0.26907283067703247,0.27708810567855835,0.261809378862381,0.4130953550338745
