,when,did,economists,reach,a,conclusion,with,the,s,&,p,'s,rating,agency,?
in,0.4431333839893341,0.2593238651752472,0.16536827385425568,0.20601192116737366,0.539380669593811,0.2106221318244934,0.4080928862094879,0.6662389636039734,0.3340029716491699,0.1358654648065567,0.10853569954633713,-0.037580832839012146,0.16727057099342346,0.18450471758842468,0.20430970191955566
2014,0.1509266346693039,-0.002547524170950055,0.0492728129029274,-0.013648804277181625,0.13504788279533386,-0.03715599700808525,0.16056452691555023,0.059490643441677094,0.06278644502162933,0.0754116028547287,0.02841719426214695,-0.012121890671551228,-0.010980924591422081,-0.009064627811312675,0.058127544820308685
",",0.36674630641937256,0.3015086054801941,0.23655612766742706,0.2441277652978897,0.427140474319458,0.2135465145111084,0.4120737314224243,0.4933079481124878,0.361433744430542,0.2516871392726898,0.291064590215683,-0.0016132977325469255,0.2322022169828415,0.21437011659145355,0.31091248989105225
economists,0.17972677946090698,0.25857892632484436,1.0000001192092896,0.19148698449134827,0.19890359044075012,0.24938838183879852,0.14112557470798492,0.20146530866622925,0.10671555250883102,0.062257084995508194,0.1305111199617386,0.026375411078333855,0.17303919792175293,0.14263387024402618,0.1671878695487976
with,0.5075214505195618,0.25472134351730347,0.14112557470798492,0.18481220304965973,0.3783375024795532,0.17082859575748444,0.9999999403953552,0.4223487675189972,0.2998523414134979,0.20013411343097687,0.11020636558532715,-0.04624466598033905,0.19669030606746674,0.1292697787284851,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,0.20146530866622925,0.31808504462242126,0.5829201340675354,0.25632116198539734,0.4223487675189972,1.0,0.46610721945762634,0.14992168545722961,0.16481639444828033,-0.01540423184633255,0.24654440581798553,0.24253644049167633,0.22068053483963013
standard,0.2201707363128662,0.15843048691749573,0.14914466440677643,0.1840713918209076,0.2876655161380768,0.1788441240787506,0.21688394248485565,0.29008856415748596,0.1492084264755249,0.07836944609880447,0.13453732430934906,-0.011532524600625038,0.2713371813297272,0.1814354807138443,0.17029257118701935
&,0.050614893436431885,0.160298690199852,0.062257084995508194,0.08523935824632645,0.07266713678836823,0.009960249066352844,0.20013411343097687,0.14992168545722961,0.17796005308628082,0.9999998807907104,0.10110129415988922,-0.02038128487765789,0.09763778746128082,0.16287727653980255,0.12596383690834045
poor,0.28178977966308594,0.27971774339675903,0.23105911910533905,0.11585865914821625,0.24187558889389038,0.21131739020347595,0.22900480031967163,0.21093174815177917,0.18592390418052673,0.11703526228666306,0.09647409617900848,0.07552039623260498,0.22355589270591736,0.08859706670045853,0.12937016785144806
's,-0.03368149697780609,0.05069678649306297,0.026375411078333855,0.019294504076242447,0.04866964742541313,-0.013559901155531406,-0.04624466598033905,-0.01540423184633255,0.05719660595059395,-0.02038128487765789,0.07090399414300919,0.9999999403953552,0.06594817340373993,-0.003614572109654546,-0.023395681753754616
