,how,many,rows,of,combs,are,there,?
there,0.3328511416912079,0.4993700683116913,0.26585617661476135,0.44397735595703125,0.15232007205486298,0.5433560013771057,1.0,0.29405656456947327
are,0.311818927526474,0.5655534863471985,0.38430702686309814,0.39081433415412903,0.23614484071731567,1.0,0.5433560013771057,0.24591213464736938
eight,0.222213014960289,0.348200261592865,0.2905600368976593,0.3220755457878113,0.20535102486610413,0.28273332118988037,0.25633832812309265,0.11634626984596252
rows,0.23732048273086548,0.23557980358600616,0.9999999403953552,0.1976359784603119,0.2509155571460724,0.38430702686309814,0.26585617661476135,0.1265581250190735
of,0.2480744868516922,0.37253960967063904,0.1976359784603119,1.0,0.18958649039268494,0.39081433415412903,0.44397735595703125,0.1826142966747284
combs,0.2265683263540268,0.2806822657585144,0.2509155571460724,0.18958649039268494,1.0,0.23614484071731567,0.15232007205486298,0.24039559066295624
that,0.557814359664917,0.5391656160354614,0.24829436838626862,0.41498205065727234,0.21876102685928345,0.45265161991119385,0.6006520986557007,0.32716336846351624
run,0.2245650738477707,0.24698178470134735,0.15509314835071564,0.2272813767194748,0.16074134409427643,0.2580355107784271,0.2510853111743927,0.17904110252857208
from,0.22939439117908478,0.33099696040153503,0.12540243566036224,0.4249346852302551,0.2005806863307953,0.2674213647842407,0.2965545952320099,0.19969791173934937
near,0.10767845064401627,0.16392192244529724,0.16124163568019867,0.2651676535606384,0.03927438333630562,0.20196682214736938,0.26190996170043945,0.10734958201646805
the,0.33890387415885925,0.4335206151008606,0.2598671019077301,0.733189046382904,0.2017894983291626,0.40399202704429626,0.47025805711746216,0.22068053483963013
mouth,0.13989293575286865,0.15469826757907867,0.21072745323181152,0.2183857262134552,0.2474782019853592,0.20501531660556793,0.19450035691261292,0.21761061251163483
to,0.44169697165489197,0.40243685245513916,0.24169988930225372,0.41548454761505127,0.17389018833637238,0.3504326641559601,0.40669289231300354,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.2598671019077301,0.733189046382904,0.2017894983291626,0.40399202704429626,0.47025805711746216,0.22068053483963013
opposite,0.2080988585948944,0.23755192756652832,0.21887968480587006,0.2534274458885193,0.1347743421792984,0.30710941553115845,0.23656712472438812,0.0778411254286766
end,0.2481066733598709,0.2364911139011383,0.1704891175031662,0.2215006798505783,0.1635402888059616,0.18067817389965057,0.23149719834327698,0.12543344497680664
",",0.22659391164779663,0.40610817074775696,0.17734470963478088,0.4946078956127167,0.34822797775268555,0.4062570035457611,0.4587128460407257,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.28445664048194885,0.5116966962814331,0.34910082817077637,0.48576638102531433,0.4242868423461914,0.20544172823429108
are,0.311818927526474,0.5655534863471985,0.38430702686309814,0.39081433415412903,0.23614484071731567,1.0,0.5433560013771057,0.24591213464736938
spaced,0.2522858679294586,0.20248913764953613,0.3707151710987091,0.1785961240530014,0.24858403205871582,0.2825653553009033,0.24503719806671143,0.19201503694057465
evenly,0.32761380076408386,0.30926159024238586,0.32525914907455444,0.2536168694496155,0.17482827603816986,0.37778252363204956,0.29847362637519836,0.10661140084266663
round,0.1945047229528427,0.16634181141853333,0.3451124131679535,0.15754494071006775,0.1572006344795227,0.20373912155628204,0.2195167988538742,0.17003268003463745
the,0.33890387415885925,0.4335206151008606,0.2598671019077301,0.733189046382904,0.2017894983291626,0.40399202704429626,0.47025805711746216,0.22068053483963013
body,0.27980050444602966,0.22107383608818054,0.2696792781352997,0.25063133239746094,0.27258986234664917,0.2451179027557373,0.20432932674884796,0.20136451721191406
.,0.3287222981452942,0.3974229395389557,0.17825132608413696,0.5352458953857422,0.32467591762542725,0.3452940285205841,0.43897318840026855,0.4130953550338745
