,what,publication,printed,that,the,wealthiest,1,%,have,more,money,than,those,in,the,bottom,90,%,?
according,0.2776208221912384,0.18295589089393616,0.14266259968280792,0.29146862030029297,0.3202974498271942,0.26799118518829346,-0.1403331756591797,0.1994079053401947,0.23988237977027893,0.22043061256408691,0.17847111821174622,0.21595615148544312,0.2206927239894867,0.29259276390075684,0.3202974498271942,0.1175900548696518,-0.09745883196592331,0.1994079053401947,0.21173474192619324
to,0.455847829580307,0.1878795325756073,0.1925152689218521,0.5436353087425232,0.535392165184021,0.23844259977340698,-0.2769182622432709,0.18513022363185883,0.4544740617275238,0.47084665298461914,0.3124290704727173,0.3192550539970398,0.47350940108299255,0.45010748505592346,0.535392165184021,0.2297661155462265,-0.14633893966674805,0.18513022363185883,0.29463258385658264
the,0.42745697498321533,0.24080322682857513,0.25742077827453613,0.5473989248275757,1.0,0.3305174708366394,-0.1554475575685501,0.21490740776062012,0.40389683842658997,0.39758381247520447,0.2699695825576782,0.3227543234825134,0.42861196398735046,0.6662389636039734,1.0,0.3075515031814575,-0.08136876672506332,0.21490740776062012,0.22068053483963013
new,0.2130378633737564,0.1898985654115677,0.18226490914821625,0.29177987575531006,0.3845241069793701,0.2408040314912796,-0.12179357558488846,0.12995213270187378,0.2689777910709381,0.3023035526275635,0.2387741506099701,0.23244358599185944,0.2697984278202057,0.3758552670478821,0.3845241069793701,0.12181851267814636,-0.11669154465198517,0.12995213270187378,0.14782847464084625
york,0.15652963519096375,0.24683457612991333,0.21861860156059265,0.21309296786785126,0.3034006953239441,0.29820480942726135,-0.12575797736644745,0.11752809584140778,0.17621928453445435,0.213945671916008,0.19926315546035767,0.19444601237773895,0.197567418217659,0.2961827218532562,0.3034006953239441,0.13131095468997955,-0.07303061336278915,0.11752809584140778,0.15262620151042938
times,0.21414996683597565,0.21146930754184723,0.2569674551486969,0.2866678833961487,0.29093852639198303,0.19160069525241852,-0.18515902757644653,0.15805208683013916,0.3492240011692047,0.2888355851173401,0.19101227819919586,0.34413233399391174,0.21821624040603638,0.2427823841571808,0.29093852639198303,0.154900923371315,-0.13787841796875,0.15805208683013916,0.18880689144134521
on,0.34226128458976746,0.19014662504196167,0.24016758799552917,0.42569106817245483,0.5107308030128479,0.1554897427558899,-0.09574633836746216,0.12557359039783478,0.36494916677474976,0.37351730465888977,0.20461611449718475,0.2864885926246643,0.3098534643650055,0.46853652596473694,0.5107308030128479,0.2867796719074249,-0.07891622185707092,0.12557359039783478,0.2714994251728058
july,0.22688010334968567,0.25048381090164185,0.13647672533988953,0.19204501807689667,0.2371699959039688,0.17746107280254364,-0.1713375747203827,0.1323554366827011,0.16455811262130737,0.1677970588207245,0.1279030591249466,0.12961113452911377,0.14533685147762299,0.26500701904296875,0.2371699959039688,0.10534246265888214,0.0005831897724419832,0.1323554366827011,0.2897891402244568
22,0.02076123282313347,-0.05635039880871773,-0.08070734143257141,-0.025549422949552536,0.01572294719517231,-0.03967594355344772,-0.0644029974937439,0.07546859979629517,0.04577421769499779,-0.06198378652334213,-0.051865946501493454,-0.052606213837862015,0.025886010378599167,0.01694893091917038,0.01572294719517231,-0.08952277153730392,0.018536848947405815,0.07546859979629517,0.06663474440574646
",",0.3087472915649414,0.2531280815601349,0.22768577933311462,0.4137537479400635,0.4933079481124878,0.2844572067260742,-0.15742997825145721,0.22757403552532196,0.3541618287563324,0.3696524500846863,0.24156853556632996,0.3371901512145996,0.39574649930000305,0.5201468467712402,0.4933079481124878,0.20182575285434723,-0.05062086880207062,0.22757403552532196,0.31091248989105225
2014,0.041483160108327866,-0.08335647732019424,-0.004840904846787453,0.018680522218346596,0.059490643441677094,0.0964830070734024,-0.1428101658821106,0.01825324073433876,-0.018927626311779022,0.03261508047580719,0.022289669141173363,0.03076634742319584,-0.05747305229306221,0.13996225595474243,0.059490643441677094,0.06794758141040802,0.18963761627674103,0.01825324073433876,0.058127544820308685
",",0.3087472915649414,0.2531280815601349,0.22768577933311462,0.4137537479400635,0.4933079481124878,0.2844572067260742,-0.15742997825145721,0.22757403552532196,0.3541618287563324,0.3696524500846863,0.24156853556632996,0.3371901512145996,0.39574649930000305,0.5201468467712402,0.4933079481124878,0.20182575285434723,-0.05062086880207062,0.22757403552532196,0.31091248989105225
the,0.42745697498321533,0.24080322682857513,0.25742077827453613,0.5473989248275757,1.0,0.3305174708366394,-0.1554475575685501,0.21490740776062012,0.40389683842658997,0.39758381247520447,0.2699695825576782,0.3227543234825134,0.42861196398735046,0.6662389636039734,1.0,0.3075515031814575,-0.08136876672506332,0.21490740776062012,0.22068053483963013
``,0.008517155423760414,0.012944514863193035,-0.05444186553359032,0.05285148695111275,0.029072100296616554,0.008575151674449444,-0.10415490716695786,0.09777792543172836,0.1022237241268158,0.08673381805419922,0.030175037682056427,0.12080201506614685,0.10880209505558014,0.04765888676047325,0.029072100296616554,0.04047052189707756,-0.0015267926501110196,0.09777792543172836,0.0685480609536171
richest,0.15347081422805786,0.15946143865585327,0.17923010885715485,0.19265452027320862,0.27766263484954834,0.7016710638999939,-0.10293387621641159,0.18681630492210388,0.16106930375099182,0.20074482262134552,0.4057789444923401,0.20574013888835907,0.16133087873458862,0.2720588445663452,0.27766263484954834,0.11894265562295914,0.029576599597930908,0.18681630492210388,0.15691500902175903
1,-0.21266892552375793,-0.18708394467830658,-0.2075878232717514,-0.3131840229034424,-0.1554475575685501,-0.1726895421743393,1.0,-0.09401865303516388,-0.30716702342033386,-0.24222660064697266,-0.27732816338539124,-0.1783061921596527,-0.2805061638355255,-0.10660158097743988,-0.1554475575685501,-0.03549287095665932,0.04876913130283356,-0.09401865303516388,-0.249979168176651
percent,0.2506202459335327,0.17135179042816162,0.13592785596847534,0.2902362644672394,0.277066707611084,0.35934895277023315,-0.1329469233751297,0.6792206168174744,0.28501299023628235,0.3395844101905823,0.24075281620025635,0.38231900334358215,0.3478440046310425,0.24886950850486755,0.277066707611084,0.1778619885444641,-0.03962773457169533,0.6792206168174744,0.14671556651592255
in,0.30808621644973755,0.2110367715358734,0.22718895971775055,0.435920387506485,0.6662389636039734,0.2825629413127899,-0.10660158097743988,0.19465309381484985,0.36843645572662354,0.32563260197639465,0.2393328845500946,0.3270052373409271,0.3419301211833954,1.0,0.6662389636039734,0.1894155740737915,0.022158663719892502,0.19465309381484985,0.20430970191955566
the,0.42745697498321533,0.24080322682857513,0.25742077827453613,0.5473989248275757,1.0,0.3305174708366394,-0.1554475575685501,0.21490740776062012,0.40389683842658997,0.39758381247520447,0.2699695825576782,0.3227543234825134,0.42861196398735046,0.6662389636039734,1.0,0.3075515031814575,-0.08136876672506332,0.21490740776062012,0.22068053483963013
united,0.20036718249320984,0.2148190289735794,0.15010523796081543,0.25567954778671265,0.34367692470550537,0.3280172049999237,-0.17038336396217346,0.1906377077102661,0.17950676381587982,0.1760239452123642,0.21485622227191925,0.20593391358852386,0.21681158244609833,0.3938477039337158,0.34367692470550537,0.1537063866853714,-0.12290526181459427,0.1906377077102661,0.17266890406608582
states,0.21526020765304565,0.22430641949176788,0.1324254721403122,0.291576623916626,0.3463578522205353,0.3166908621788025,-0.1434773951768875,0.22840973734855652,0.20162390172481537,0.22187471389770508,0.2010035216808319,0.24014748632907867,0.2584104835987091,0.3977442979812622,0.3463578522205353,0.14317402243614197,-0.14231222867965698,0.22840973734855652,0.16272737085819244
now,0.4903225302696228,0.17219267785549164,0.1988142877817154,0.4135645031929016,0.38266420364379883,0.2510065734386444,-0.09165042638778687,0.166073739528656,0.3471246361732483,0.26616397500038147,0.22561617195606232,0.22105416655540466,0.2871347963809967,0.3619694113731384,0.38266420364379883,0.25603607296943665,-0.11317333579063416,0.166073739528656,0.29641881585121155
own,0.35062843561172485,0.20181646943092346,0.22906355559825897,0.37425005435943604,0.334675133228302,0.19716405868530273,-0.3185558021068573,0.12197969853878021,0.3685062825679779,0.25653573870658875,0.3176632821559906,0.2092447727918625,0.351138174533844,0.31893372535705566,0.334675133228302,0.17192550003528595,-0.13459384441375732,0.12197969853878021,0.1937696635723114
more,0.3484537899494171,0.1660500019788742,0.21575011312961578,0.4813884496688843,0.39758381247520447,0.2705381214618683,-0.24222660064697266,0.26588889956474304,0.49033403396606445,1.0,0.29540231823921204,0.726518988609314,0.4783404469490051,0.32563260197639465,0.39758381247520447,0.24011948704719543,-0.13150060176849365,0.26588889956474304,0.27894994616508484
wealth,0.2415573000907898,0.20961622893810272,0.1892116814851761,0.256238728761673,0.24999672174453735,0.711633026599884,-0.21828408539295197,0.1433779001235962,0.20081286132335663,0.24429993331432343,0.47207462787628174,0.22315660119056702,0.24763578176498413,0.1835664063692093,0.24999672174453735,0.1142057254910469,-0.0915931686758995,0.1433779001235962,0.1624586433172226
