,what,was,tesla,'s,brother,'s,name,?
he,0.3114890456199646,0.5410010814666748,0.12373391538858414,0.024063590914011,0.3574063777923584,0.024063590914011,0.16665782034397125,0.2089974731206894
had,0.23849567770957947,0.5927209258079529,0.12050733715295792,-0.004401352722197771,0.2542606592178345,-0.004401352722197771,0.1840408891439438,0.20728366076946259
an,0.2821882665157318,0.3694365322589874,0.13714656233787537,0.025255560874938965,0.056148942559957504,0.025255560874938965,0.22033736109733582,0.19793890416622162
older,0.19250206649303436,0.20353880524635315,0.12396802008152008,0.026184899732470512,0.46084892749786377,0.026184899732470512,0.21165798604488373,0.1524270623922348
brother,0.14914146065711975,0.30654317140579224,0.07598419487476349,-0.0180375799536705,1.0000001192092896,-0.0180375799536705,0.15339834988117218,0.14267398416996002
named,0.1525408923625946,0.37528327107429504,0.1519215852022171,-0.06022389233112335,0.24403612315654755,-0.06022389233112335,0.44205352663993835,0.1297498345375061
dane,0.16443581879138947,0.22684833407402039,0.13708750903606415,0.029034459963440895,0.20537571609020233,0.029034459963440895,0.08369454741477966,0.15775646269321442
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.2818823754787445,0.06895173341035843,0.21235932409763336,0.20544172823429108
three,0.24888746440410614,0.2748996615409851,0.12387315183877945,0.03946888819336891,0.16545478999614716,0.03946888819336891,0.1462973952293396,0.20928427577018738
sisters,0.1374872773885727,0.21805666387081146,0.09678657352924347,0.04753977060317993,0.5408216118812561,0.04753977060317993,0.13862739503383636,0.12711647152900696
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.25189656019210815,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
milka,0.08656183630228043,0.23943637311458588,0.2815995514392853,0.042604632675647736,0.23158390820026398,0.042604632675647736,0.16479194164276123,0.07429603487253189
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.25189656019210815,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
angelina,0.140949085354805,0.20971322059631348,0.17003509402275085,0.017157042399048805,0.23857571184635162,0.017157042399048805,0.13736838102340698,0.14130999147891998
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.2818823754787445,0.06895173341035843,0.21235932409763336,0.20544172823429108
marica,0.15420691668987274,0.21898365020751953,0.14793546497821808,0.012572242878377438,0.13465452194213867,0.012572242878377438,0.163068026304245,0.17602817714214325
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.19498419761657715,-0.003708066651597619,0.24737101793289185,0.4130953550338745
