,rocks,that,are,a,depth,where,they,are,ductilely,stretched,are,also,often,what,?
rocks,0.9999999403953552,0.2636556923389435,0.33511796593666077,0.2111329436302185,0.21744918823242188,0.24500836431980133,0.3147345185279846,0.33511796593666077,0.3854680061340332,0.2562556564807892,0.33511796593666077,0.21192148327827454,0.3141797184944153,0.24802041053771973,0.17394492030143738
at,0.19559097290039062,0.3183255195617676,0.2074895054101944,0.3095070421695709,0.20553724467754364,0.4402937591075897,0.29493749141693115,0.2074895054101944,0.20087794959545135,0.17597819864749908,0.2074895054101944,0.36980849504470825,0.24406926333904266,0.2838611304759979,0.21978627145290375
the,0.24413059651851654,0.5473989248275757,0.40399202704429626,0.5829201340675354,0.21699322760105133,0.5003893971443176,0.49925389885902405,0.40399202704429626,0.2763255834579468,0.3302689790725708,0.40399202704429626,0.6021018624305725,0.38004449009895325,0.42745697498321533,0.22068053483963013
depth,0.21744918823242188,0.21611610054969788,0.16488401591777802,0.12906207144260406,1.0,0.2664221525192261,0.1868920922279358,0.16488401591777802,0.3053394854068756,0.24893338978290558,0.16488401591777802,0.22093862295150757,0.238460510969162,0.2912990152835846,0.19299378991127014
to,0.23520028591156006,0.5436353087425232,0.3504326641559601,0.45503583550453186,0.24707390367984772,0.47735077142715454,0.5452046394348145,0.3504326641559601,0.3429480195045471,0.27465128898620605,0.3504326641559601,0.5348826050758362,0.4351843297481537,0.455847829580307,0.29463258385658264
be,0.2445140779018402,0.6036020517349243,0.5556803941726685,0.39883795380592346,0.21341721713542938,0.3651217818260193,0.4858434796333313,0.5556803941726685,0.36287516355514526,0.2738974094390869,0.5556803941726685,0.48342031240463257,0.463177889585495,0.3929833769798279,0.3324260413646698
ductilely,0.3854680061340332,0.38326719403266907,0.3163909912109375,0.31421342492103577,0.3053394854068756,0.3345651924610138,0.385078102350235,0.3163909912109375,0.9999999403953552,0.40767228603363037,0.3163909912109375,0.3062984049320221,0.43645477294921875,0.31688204407691956,0.19193226099014282
stretched,0.2562556564807892,0.32287323474884033,0.18924883008003235,0.26128140091896057,0.24893338978290558,0.24657748639583588,0.2549915611743927,0.18924883008003235,0.40767228603363037,1.0,0.18924883008003235,0.2154332846403122,0.2564004361629486,0.2521561086177826,0.13039647042751312
are,0.33511796593666077,0.45265161991119385,1.0,0.265255331993103,0.16488401591777802,0.32389864325523376,0.610666811466217,1.0,0.3163909912109375,0.18924883008003235,1.0,0.4565894305706024,0.5443448424339294,0.29724663496017456,0.24591213464736938
often,0.3141797184944153,0.43873903155326843,0.5443448424339294,0.3930865228176117,0.238460510969162,0.4629369378089905,0.5099413394927979,0.5443448424339294,0.43645477294921875,0.2564004361629486,0.5443448424339294,0.5936985611915588,1.0000001192092896,0.3849453330039978,0.23748154938220978
also,0.21192148327827454,0.6005857586860657,0.4565894305706024,0.5149940252304077,0.22093862295150757,0.5413004159927368,0.5272021293640137,0.4565894305706024,0.3062984049320221,0.2154332846403122,0.4565894305706024,1.0000001192092896,0.5936985611915588,0.42747777700424194,0.21848613023757935
metamorphosed,0.4976668357849121,0.20315103232860565,0.22077296674251556,0.1718638688325882,0.24099692702293396,0.16777516901493073,0.24688862264156342,0.22077296674251556,0.35123828053474426,0.2537941634654999,0.22077296674251556,0.13276098668575287,0.21430033445358276,0.19973230361938477,0.14328372478485107
.,0.26481303572654724,0.4460422694683075,0.3452940285205841,0.50484299659729,0.21875254809856415,0.41390106081962585,0.4510921239852905,0.3452940285205841,0.25018975138664246,0.25391146540641785,0.3452940285205841,0.49166762828826904,0.30710849165916443,0.3567904531955719,0.4130953550338745
