,according,to,game,stats,",",which,super,bowl,50,quarterback,had,his,worst,year,since,his,first,season,as,a,player,in,the,nfl,?
under,0.19851656258106232,0.27177539467811584,0.10370329767465591,0.12376245856285095,0.24875585734844208,0.3235377371311188,0.1673695296049118,0.07314430177211761,0.052018534392118454,0.1040220782160759,0.25874900817871094,0.24598731100559235,0.11268650740385056,0.15353286266326904,0.2258605659008026,0.24598731100559235,0.25392189621925354,0.059347424656152725,0.29018887877464294,0.18317826092243195,0.10890445113182068,0.2535393238067627,0.3348022699356079,0.0711083859205246,0.18233340978622437
kubiak,0.11971006542444229,0.1565597504377365,0.22157375514507294,0.20926928520202637,0.33168280124664307,0.07788170874118805,0.2177102267742157,0.21843846142292023,-0.017048168927431107,0.38220053911209106,0.20108255743980408,0.2722497582435608,0.14068616926670074,0.13964729011058807,0.2377355843782425,0.2722497582435608,0.17223091423511505,0.3101365864276886,0.1885330080986023,0.18171140551567078,0.3179028034210205,0.1927659809589386,0.1740415245294571,0.3597828447818756,0.15975911915302277
",",0.3107093870639801,0.44245919585227966,0.2653886377811432,0.2316780686378479,1.0000001192092896,0.3658004403114319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2844501733779907,0.35487717390060425,0.3378419280052185,0.22239959239959717,0.28560417890548706,0.3991432189941406,0.3378419280052185,0.34503069519996643,0.2232367992401123,0.48816442489624023,0.427140474319458,0.25826331973075867,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
the,0.3202974498271942,0.535392165184021,0.285271555185318,0.19401417672634125,0.4933079481124878,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.23757418990135193,0.3875846862792969,0.4394008219242096,0.21166902780532837,0.3609684407711029,0.4054957628250122,0.4394008219242096,0.49448907375335693,0.2507155239582062,0.48381632566452026,0.5829201340675354,0.19900773465633392,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
broncos,0.08252716064453125,0.23674264550209045,0.32325026392936707,0.25648078322410583,0.2558487057685852,0.22873279452323914,0.36141330003738403,0.4351775348186493,0.055216576904058456,0.5632858872413635,0.19590453803539276,0.22318051755428314,0.10329394042491913,0.23290012776851654,0.16061389446258545,0.22318051755428314,0.23199674487113953,0.3664494454860687,0.23052668571472168,0.19771797955036163,0.3298080563545227,0.20316283404827118,0.25985947251319885,0.5295679569244385,0.18377114832401276
planned,0.2489267885684967,0.309917151927948,0.21595211327075958,0.10454898327589035,0.22345273196697235,0.22419503331184387,0.17853780090808868,0.08377405256032944,0.07631795853376389,0.11509265750646591,0.4023266136646271,0.26248931884765625,0.08961253613233566,0.1802033931016922,0.1740778535604477,0.26248931884765625,0.2937391698360443,0.1452321708202362,0.19086168706417084,0.23569394648075104,0.15852384269237518,0.2658644914627075,0.3010992109775543,0.11800064891576767,0.16188396513462067
to,0.28520727157592773,1.0,0.2540906071662903,0.19885417819023132,0.44245919585227966,0.5345056653022766,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.17934949696063995,0.37984350323677063,0.3715193271636963,0.14048011600971222,0.23523004353046417,0.3733763098716736,0.3715193271636963,0.3792489171028137,0.22382742166519165,0.42092081904411316,0.45503583550453186,0.17719191312789917,0.45010748505592346,0.535392165184021,0.1526731252670288,0.29463258385658264
install,0.1345798671245575,0.27672526240348816,0.18249820172786713,0.226165309548378,0.20565637946128845,0.26618561148643494,0.19890262186527252,0.15548275411128998,0.03765612840652466,0.1669573038816452,0.17047709226608276,0.10926903039216995,0.05660054087638855,0.07196193933486938,0.23607173562049866,0.10926903039216995,0.14209844172000885,0.09267032891511917,0.1888538897037506,0.24359191954135895,0.13234789669513702,0.14673753082752228,0.18724390864372253,0.11591801047325134,0.2745343744754791
a,0.239227756857872,0.45503583550453186,0.23211604356765747,0.138144388794899,0.427140474319458,0.56894451379776,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.20472733676433563,0.34897568821907043,0.3497250974178314,0.12921255826950073,0.29350247979164124,0.3303585946559906,0.3497250974178314,0.4287874400615692,0.1855505406856537,0.39550232887268066,1.0,0.2591003477573395,0.539380669593811,0.5829201340675354,0.1210956797003746,0.23916715383529663
run-oriented,0.15542344748973846,0.25201117992401123,0.22105316817760468,0.173369362950325,0.18054676055908203,0.34499725699424744,0.10782026499509811,0.07474928349256516,-0.02380262315273285,0.12694169580936432,0.18586668372154236,0.12616215646266937,0.08487628400325775,0.17292901873588562,0.22900043427944183,0.12616215646266937,0.2478407770395279,0.1752462238073349,0.18441052734851837,0.3239158093929291,0.10874853283166885,0.2356238216161728,0.26444050669670105,0.11589507758617401,0.10559862107038498
offense,0.18515942990779877,0.28689950704574585,0.2717491388320923,0.29125094413757324,0.2770269513130188,0.21856637299060822,0.1831340342760086,0.24350233376026154,0.008056864142417908,0.38597747683525085,0.21789135038852692,0.24908477067947388,0.21057501435279846,0.211837500333786,0.22635133564472198,0.24908477067947388,0.20611457526683807,0.17414431273937225,0.2653349041938782,0.27293452620506287,0.200119286775589,0.17413577437400818,0.25977253913879395,0.2917291224002838,0.28476977348327637
with,0.25230053067207336,0.4239959120750427,0.19394829869270325,0.1567969024181366,0.4120737314224243,0.46403205394744873,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.1795865148305893,0.4739086329936981,0.33836179971694946,0.10934992134571075,0.3220449686050415,0.3120420575141907,0.33836179971694946,0.2691199779510498,0.26700887084007263,0.40387406945228577,0.3783375024795532,0.15822981297969818,0.4080928862094879,0.4223487675189972,0.18521657586097717,0.2433311939239502
zone,0.15079420804977417,0.19147507846355438,0.13958963751792908,0.14926183223724365,0.23414842784404755,0.23991791903972626,0.13035956025123596,0.12583833932876587,-0.00992957130074501,0.15768781304359436,0.13036487996578217,0.11390527337789536,0.15423482656478882,0.09995343536138535,0.15181204676628113,0.11390527337789536,0.12741966545581818,0.17831367254257202,0.1906251460313797,0.19739283621311188,0.11478936672210693,0.2229810357093811,0.26423242688179016,0.14523011445999146,0.1173049733042717
blocking,0.08269102871417999,0.31281760334968567,0.1541529893875122,0.18721681833267212,0.25977185368537903,0.36749008297920227,0.14732292294502258,0.15926194190979004,0.03194105625152588,0.2756187319755554,0.19463293254375458,0.18796351552009583,0.16531440615653992,0.17855383455753326,0.18653656542301178,0.18796351552009583,0.15348373353481293,0.13423003256320953,0.2642877697944641,0.29643499851226807,0.1702004075050354,0.19737356901168823,0.28961867094039917,0.20018020272254944,0.3374691307544708
to,0.28520727157592773,1.0,0.2540906071662903,0.19885417819023132,0.44245919585227966,0.5345056653022766,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.17934949696063995,0.37984350323677063,0.3715193271636963,0.14048011600971222,0.23523004353046417,0.3733763098716736,0.3715193271636963,0.3792489171028137,0.22382742166519165,0.42092081904411316,0.45503583550453186,0.17719191312789917,0.45010748505592346,0.535392165184021,0.1526731252670288,0.29463258385658264
blend,0.2237476259469986,0.2216637283563614,0.17616930603981018,0.04050178453326225,0.24015793204307556,0.28736093640327454,0.18099252879619598,0.15780280530452728,-0.0536305196583271,0.0003122494672425091,0.14601455628871918,0.17067758738994598,0.15980488061904907,0.034856218844652176,0.12926755845546722,0.17067758738994598,0.17402353882789612,0.0857684314250946,0.2518085539340973,0.23237863183021545,0.08010540157556534,0.1656091809272766,0.18428699672222137,0.036740757524967194,0.09344823658466339
in,0.29259276390075684,0.45010748505592346,0.23986028134822845,0.15948234498500824,0.5201468467712402,0.4840516746044159,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.17283181846141815,0.385026752948761,0.3598145842552185,0.19013282656669617,0.3359307050704956,0.4325680434703827,0.3598145842552185,0.4127444326877594,0.2184021919965744,0.3887844979763031,0.539380669593811,0.1851271539926529,1.0,0.6662389636039734,0.12599408626556396,0.20430970191955566
with,0.25230053067207336,0.4239959120750427,0.19394829869270325,0.1567969024181366,0.4120737314224243,0.46403205394744873,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.1795865148305893,0.4739086329936981,0.33836179971694946,0.10934992134571075,0.3220449686050415,0.3120420575141907,0.33836179971694946,0.2691199779510498,0.26700887084007263,0.40387406945228577,0.3783375024795532,0.15822981297969818,0.4080928862094879,0.4223487675189972,0.18521657586097717,0.2433311939239502
quarterback,0.0592152364552021,0.17934949696063995,0.3376569449901581,0.3681110739707947,0.2844501733779907,0.15399044752120972,0.28511252999305725,0.37160974740982056,0.00444078492000699,1.0000001192092896,0.18042391538619995,0.26448479294776917,0.1364130973815918,0.23027226328849792,0.18010541796684265,0.26448479294776917,0.12965546548366547,0.360336571931839,0.2484835833311081,0.20472733676433563,0.4891320466995239,0.17283181846141815,0.23757418990135193,0.6395521759986877,0.13221268355846405
peyton,0.15726852416992188,0.2003074735403061,0.2882009446620941,0.1985160857439041,0.2979121208190918,0.19878315925598145,0.2683632969856262,0.2604644298553467,0.061146076768636703,0.4457186758518219,0.20469027757644653,0.2884127199649811,0.2510753571987152,0.23666128516197205,0.13916508853435516,0.2884127199649811,0.32774636149406433,0.37801364064216614,0.2639015316963196,0.298135370016098,0.19480369985103607,0.25605714321136475,0.2709864377975464,0.4189261496067047,0.17519715428352356
manning,0.08402473479509354,0.24857525527477264,0.3214661478996277,0.2561480402946472,0.30921146273612976,0.20940884947776794,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.5449647903442383,0.19614505767822266,0.33460527658462524,0.17082956433296204,0.2521476149559021,0.13168372213840485,0.33460527658462524,0.28783273696899414,0.33529460430145264,0.27189740538597107,0.2509649395942688,0.3113711178302765,0.22345924377441406,0.27058160305023193,0.41851508617401123,0.15856626629829407
's,-0.0037221983075141907,0.03782717138528824,0.07448072731494904,0.07695162296295166,-0.0016132977325469255,0.03856118768453598,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.05772290751338005,-0.004401352722197771,0.047556519508361816,0.033447474241256714,-0.04087831452488899,-0.04899144917726517,0.047556519508361816,-0.014458609744906425,0.06624794006347656,-0.05775856226682663,0.04866964742541313,-0.02902853861451149,-0.037580832839012146,-0.01540423184633255,0.01630374602973461,-0.023395681753754616
shotgun,0.1182665303349495,0.160971537232399,0.23615510761737823,0.09639701247215271,0.2093932032585144,0.20949509739875793,0.19545778632164001,0.17479723691940308,0.043570615351200104,0.2700881361961365,0.22420352697372437,0.2305097132921219,0.07731018215417862,0.1311415582895279,0.17537717521190643,0.2305097132921219,0.13194657862186432,0.12878382205963135,0.14126218855381012,0.2654953598976135,0.19540676474571228,0.17051848769187927,0.13242065906524658,0.21889813244342804,0.22133255004882812
passing,0.11282964050769806,0.30583032965660095,0.17837725579738617,0.27089184522628784,0.2306000292301178,0.2894161343574524,0.14021465182304382,0.21172568202018738,-0.026235248893499374,0.28759142756462097,0.18971046805381775,0.24580217897891998,0.16961969435214996,0.18432912230491638,0.1363377571105957,0.24580217897891998,0.2023572474718094,0.24395446479320526,0.250184565782547,0.26634570956230164,0.16625729203224182,0.1942625194787979,0.3088957965373993,0.2522011995315552,0.10353918373584747
