,what,could,be,attributed,to,gravity,acceleration,around,the,earth,?
in,0.30808621644973755,0.29357993602752686,0.3481820821762085,0.1462014615535736,0.45010748505592346,0.17083178460597992,0.17706692218780518,0.41294145584106445,0.6662389636039734,0.18566735088825226,0.20430970191955566
particular,0.4548671245574951,0.35339727997779846,0.4268026649951935,0.30967605113983154,0.40318208932876587,0.2736373841762543,0.28884774446487427,0.27467474341392517,0.4066357910633087,0.1404286026954651,0.2741454839706421
",",0.3087472915649414,0.27399855852127075,0.39254459738731384,0.23475953936576843,0.44245919585227966,0.18731217086315155,0.22419989109039307,0.3298884332180023,0.4933079481124878,0.23186853528022766,0.31091248989105225
newton,0.20841743052005768,0.17629225552082062,0.14867404103279114,0.12524597346782684,0.2176830768585205,0.4363662898540497,0.39437049627304077,0.16007567942142487,0.1876603662967682,0.1983465850353241,0.09645649790763855
determined,0.2784222662448883,0.3410348892211914,0.359021931886673,0.22915512323379517,0.3210490345954895,0.1784030944108963,0.3228853642940521,0.1599576324224472,0.3632190227508545,0.20174744725227356,0.19379007816314697
that,0.6297725439071655,0.5584503412246704,0.6036020517349243,0.2847778797149658,0.5436353087425232,0.3047354817390442,0.31081846356391907,0.36311936378479004,0.5473989248275757,0.33014219999313354,0.32716336846351624
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
acceleration,0.2983599901199341,0.21260672807693481,0.2744441330432892,0.2008531093597412,0.2787705063819885,0.5664060115814209,1.0,0.24073579907417297,0.29868006706237793,0.3610192835330963,0.16905567049980164
of,0.33290785551071167,0.29043012857437134,0.33904364705085754,0.2709019184112549,0.41548454761505127,0.17525646090507507,0.27446165680885315,0.3296394646167755,0.733189046382904,0.2329314798116684,0.1826142966747284
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
moon,0.15898863971233368,0.19794119894504547,0.20152267813682556,0.08192930370569229,0.17707908153533936,0.3534998297691345,0.23642393946647644,0.20822525024414062,0.23613092303276062,0.5198023319244385,0.1442703753709793
around,0.27475327253341675,0.24199114739894867,0.2566564679145813,0.10453278571367264,0.3591267168521881,0.24616634845733643,0.24073579907417297,1.0,0.40085816383361816,0.29226505756378174,0.14729668200016022
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
earth,0.25883176922798157,0.21314898133277893,0.2473841905593872,0.13220548629760742,0.2486501932144165,0.4948450028896332,0.3610192835330963,0.29226505756378174,0.2801888585090637,1.0,0.17717236280441284
could,0.4188697934150696,0.9999998807907104,0.4791525900363922,0.2031642645597458,0.5461788773536682,0.20883938670158386,0.21260672807693481,0.24199114739894867,0.35393214225769043,0.21314898133277893,0.3411986827850342
be,0.3929833769798279,0.4791525900363922,1.0,0.29223719239234924,0.4972836375236511,0.2208719402551651,0.2744441330432892,0.2566564679145813,0.4248143136501312,0.2473841905593872,0.3324260413646698
ascribed,0.18159645795822144,0.1557675004005432,0.27883976697921753,0.4210888147354126,0.18036937713623047,0.08039494603872299,0.20381906628608704,0.11244592815637589,0.242087721824646,0.13098493218421936,0.20477905869483948
to,0.455847829580307,0.5461788773536682,0.4972836375236511,0.1937648355960846,1.0,0.23946231603622437,0.2787705063819885,0.3591267168521881,0.535392165184021,0.2486501932144165,0.29463258385658264
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
same,0.3764382302761078,0.27003270387649536,0.3600577712059021,0.2240859568119049,0.3205692768096924,0.25290635228157043,0.2526702880859375,0.32951968908309937,0.4583131968975067,0.25783753395080566,0.22649677097797394
force,0.16915984451770782,0.17926183342933655,0.16664405167102814,0.17604154348373413,0.24496492743492126,0.4355055093765259,0.4348186254501343,0.16907911002635956,0.2800885736942291,0.21943484246730804,0.1650998443365097
of,0.33290785551071167,0.29043012857437134,0.33904364705085754,0.2709019184112549,0.41548454761505127,0.17525646090507507,0.27446165680885315,0.3296394646167755,0.733189046382904,0.2329314798116684,0.1826142966747284
gravity,0.259439080953598,0.20883938670158386,0.2208719402551651,0.18056905269622803,0.23946231603622437,0.9999999403953552,0.5664060115814209,0.24616634845733643,0.22609853744506836,0.4948450028896332,0.18354056775569916
if,0.5277165174484253,0.5034732818603516,0.5628611445426941,0.2010996788740158,0.4559597074985504,0.26207271218299866,0.3079981803894043,0.2540431320667267,0.33724796772003174,0.236638605594635,0.4441644251346588
the,0.42745697498321533,0.35393214225769043,0.4248143136501312,0.21220806241035461,0.535392165184021,0.22609853744506836,0.29868006706237793,0.40085816383361816,1.0,0.2801888585090637,0.22068053483963013
acceleration,0.2983599901199341,0.21260672807693481,0.2744441330432892,0.2008531093597412,0.2787705063819885,0.5664060115814209,1.0,0.24073579907417297,0.29868006706237793,0.3610192835330963,0.16905567049980164
due,0.15204688906669617,0.1901681274175644,0.29785820841789246,0.2398608922958374,0.35188060998916626,0.2324686050415039,0.27721258997917175,0.1999255120754242,0.22577603161334991,0.16260184347629547,0.10954997688531876
to,0.455847829580307,0.5461788773536682,0.4972836375236511,0.1937648355960846,1.0,0.23946231603622437,0.2787705063819885,0.3591267168521881,0.535392165184021,0.2486501932144165,0.29463258385658264
gravity,0.259439080953598,0.20883938670158386,0.2208719402551651,0.18056905269622803,0.23946231603622437,0.9999999403953552,0.5664060115814209,0.24616634845733643,0.22609853744506836,0.4948450028896332,0.18354056775569916
