,how,popular,was,coronation,street,in,the,late,80,'s,?
some,0.4180530905723572,0.35258370637893677,0.21528802812099457,0.15439249575138092,0.16272792220115662,0.4010399878025055,0.4566698372364044,0.2418011575937271,0.11155489832162857,0.056411296129226685,0.2562315762042999
fans,0.1607908308506012,0.37619778513908386,0.27087780833244324,0.2147333025932312,0.2327367663383484,0.17539580166339874,0.2338283360004425,0.15908175706863403,0.0500761903822422,0.09611055254936218,0.09329766035079956
considered,0.1960998773574829,0.29812848567962646,0.384328156709671,0.1804157942533493,0.15001040697097778,0.28591203689575195,0.4028765559196472,0.14738641679286957,-0.08029188960790634,0.03146931901574135,0.19909770786762238
this,0.45272302627563477,0.26965248584747314,0.3638818562030792,0.29298117756843567,0.13484711945056915,0.45205554366111755,0.6274310946464539,0.2556518614292145,0.07062989473342896,0.02106832154095173,0.3155723512172699
disingenuous,0.25765690207481384,0.25191396474838257,0.20700684189796448,0.22508157789707184,0.18517348170280457,0.30696240067481995,0.30916833877563477,0.24667853116989136,0.07824867963790894,-0.002185432007536292,0.18022646009922028
",",0.22659391164779663,0.2819201350212097,0.45456063747406006,0.22559651732444763,0.22759395837783813,0.5201468467712402,0.4933079481124878,0.3051932752132416,-0.025897033512592316,-0.0016132977325469255,0.31091248989105225
since,0.2347431182861328,0.28876087069511414,0.4384658932685852,0.1762009859085083,0.1563228815793991,0.4325680434703827,0.4054957628250122,0.3881728947162628,-0.05049324408173561,-0.04899144917726517,0.2876587212085724
the,0.33890387415885925,0.2724021077156067,0.48711544275283813,0.27051475644111633,0.20947860181331635,0.6662389636039734,1.0,0.31481194496154785,0.003630283521488309,-0.01540423184633255,0.22068053483963013
programme,0.22168685495853424,0.25654828548431396,0.23988407850265503,0.30315473675727844,0.15947391092777252,0.249719500541687,0.23601844906806946,0.201990008354187,-0.010873514227569103,0.11070065200328827,0.139840766787529
was,0.16678167879581451,0.2916531562805176,1.0000001192092896,0.29637712240219116,0.21281053125858307,0.45514053106307983,0.48711544275283813,0.4393066465854645,-0.17281471192836761,0.008974763564765453,0.18412111699581146
scheduled,0.16949307918548584,0.19785426557064056,0.28737300634384155,0.23911812901496887,0.20037312805652618,0.23272886872291565,0.23960356414318085,0.25731438398361206,0.0334644690155983,-0.015724822878837585,0.15473315119743347
against,0.22421614825725555,0.16904011368751526,0.22972732782363892,0.13973112404346466,0.11801015585660934,0.27273955941200256,0.3090755045413971,0.14209525287151337,0.030471403151750565,-0.0006242102244868875,0.18095137178897858
the,0.33890387415885925,0.2724021077156067,0.48711544275283813,0.27051475644111633,0.20947860181331635,0.6662389636039734,1.0,0.31481194496154785,0.003630283521488309,-0.01540423184633255,0.22068053483963013
soap,0.17122162878513336,0.24803057312965393,0.13256825506687164,0.30226632952690125,0.16495279967784882,0.27619147300720215,0.19385820627212524,0.07312756776809692,0.014253945089876652,0.08452301472425461,0.1800997406244278
opera,0.13074032962322235,0.2533757984638214,0.24672111868858337,0.3465402126312256,0.20425863564014435,0.27592000365257263,0.21712259948253632,0.1403294950723648,-0.10776570439338684,0.014315725304186344,0.12079104036092758
coronation,0.1600123643875122,0.16313955187797546,0.29637712240219116,1.0,0.26536041498184204,0.22936441004276276,0.27051475644111633,0.2285260409116745,0.024260547012090683,-0.019746150821447372,0.14919395744800568
street,0.1187879666686058,0.1559288203716278,0.21281053125858307,0.26536041498184204,1.0000001192092896,0.2281111478805542,0.20947860181331635,0.20069679617881775,-0.050128087401390076,0.06000900641083717,0.07315441966056824
",",0.22659391164779663,0.2819201350212097,0.45456063747406006,0.22559651732444763,0.22759395837783813,0.5201468467712402,0.4933079481124878,0.3051932752132416,-0.025897033512592316,-0.0016132977325469255,0.31091248989105225
the,0.33890387415885925,0.2724021077156067,0.48711544275283813,0.27051475644111633,0.20947860181331635,0.6662389636039734,1.0,0.31481194496154785,0.003630283521488309,-0.01540423184633255,0.22068053483963013
most,0.311336874961853,0.47782987356185913,0.29933857917785645,0.1814238429069519,0.13533125817775726,0.41416558623313904,0.47635307908058167,0.28233441710472107,-0.0004919985658489168,0.024445664137601852,0.2107497900724411
popular,0.16110315918922424,1.0,0.2916531562805176,0.16313955187797546,0.1559288203716278,0.3157482445240021,0.2724021077156067,0.33091604709625244,-0.15103541314601898,0.11900079250335693,0.13108457624912262
show,0.33347421884536743,0.22703948616981506,0.20142383873462677,0.20312099158763885,0.20306283235549927,0.27595704793930054,0.319829523563385,0.296935498714447,0.0017523977439850569,6.513196422019973e-05,0.2520138621330261
at,0.2154216170310974,0.11804749071598053,0.36707764863967896,0.19776859879493713,0.17524904012680054,0.4374977946281433,0.457212895154953,0.2634412944316864,0.01943538524210453,-0.08481216430664062,0.21978627145290375
the,0.33890387415885925,0.2724021077156067,0.48711544275283813,0.27051475644111633,0.20947860181331635,0.6662389636039734,1.0,0.31481194496154785,0.003630283521488309,-0.01540423184633255,0.22068053483963013
time,0.35346719622612,0.21377229690551758,0.3641340136528015,0.24674928188323975,0.1424839198589325,0.3431483507156372,0.43061500787734985,0.3270859718322754,0.12715448439121246,0.01301188487559557,0.27391523122787476
.,0.3287222981452942,0.2864297032356262,0.40146201848983765,0.1990862488746643,0.2408841997385025,0.5591574311256409,0.5934505462646484,0.3287466764450073,0.025519637390971184,-0.003708066651597619,0.4130953550338745
