,why,did,the,5th,president,of,the,university,decide,to,get,rid,of,the,football,program,?
hutchins,0.2002791315317154,0.1385004073381424,0.19606207311153412,0.022261198610067368,0.10108283162117004,0.18098390102386475,0.19606207311153412,0.23413310945034027,0.14137327671051025,0.16750961542129517,0.13355058431625366,0.10205858945846558,0.18098390102386475,0.19606207311153412,0.2324426919221878,0.16665920615196228,0.18799783289432526
eliminated,0.13916240632534027,0.15332083404064178,0.20512576401233673,1.759837869030889e-05,0.15411554276943207,0.15453071892261505,0.20512576401233673,0.06836602836847305,0.20405460894107819,0.18241703510284424,0.19011588394641876,0.241640105843544,0.15453071892261505,0.20512576401233673,0.11474074423313141,0.09886157512664795,0.09558668732643127
varsity,0.2185675948858261,0.27742481231689453,0.26101571321487427,0.17438852787017822,0.1366528421640396,0.2242591381072998,0.26101571321487427,0.5296725630760193,0.19416461884975433,0.21207116544246674,0.1593431681394577,0.09402591735124588,0.2242591381072998,0.26101571321487427,0.40391865372657776,0.22416654229164124,0.09397696703672409
football,0.1667669713497162,0.1318265050649643,0.18794101476669312,0.04048201069235802,0.2794401943683624,0.2184123694896698,0.18794101476669312,0.3107043206691742,0.15789173543453217,0.14816443622112274,0.12110219150781631,0.14029650390148163,0.2184123694896698,0.18794101476669312,0.9999999403953552,0.11330968886613846,0.14957410097122192
from,0.2592364251613617,0.20248863101005554,0.40150508284568787,0.1405417025089264,0.14635725319385529,0.4249346852302551,0.40150508284568787,0.2771088182926178,0.13968567550182343,0.4069952368736267,0.3159880042076111,0.24175314605236053,0.4249346852302551,0.40150508284568787,0.15676109492778778,0.20039871335029602,0.19969791173934937
the,0.30742117762565613,0.34736719727516174,1.0,0.25751444697380066,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.35331496596336365,0.535392165184021,0.29667025804519653,0.24690276384353638,0.733189046382904,1.0,0.18794101476669312,0.22986935079097748,0.22068053483963013
university,0.18185217678546906,0.15114416182041168,0.263973206281662,0.18022799491882324,0.2515452206134796,0.30646374821662903,0.263973206281662,1.0,0.12647351622581482,0.20192374289035797,0.15119598805904388,0.13303528726100922,0.30646374821662903,0.263973206281662,0.3107043206691742,0.20264679193496704,0.11887256056070328
in,0.23227278888225555,0.2593238651752472,0.6662389636039734,0.15450431406497955,0.18811661005020142,0.5696388483047485,0.6662389636039734,0.3201795518398285,0.24276606738567352,0.45010748505592346,0.24899829924106598,0.2065446674823761,0.5696388483047485,0.6662389636039734,0.2378888875246048,0.1994907110929489,0.20430970191955566
an,0.22638356685638428,0.22598257660865784,0.4207492768764496,0.22860509157180786,0.16313809156417847,0.32280945777893066,0.4207492768764496,0.1648537814617157,0.2204476296901703,0.3138085603713989,0.20705485343933105,0.16529029607772827,0.32280945777893066,0.4207492768764496,0.14095984399318695,0.2383636236190796,0.19793890416622162
attempt,0.22635294497013092,0.3181029260158539,0.2614527940750122,0.012017956003546715,0.24367600679397583,0.21525268256664276,0.2614527940750122,0.16113165020942688,0.308581680059433,0.4458620846271515,0.2340385764837265,0.20722422003746033,0.21525268256664276,0.2614527940750122,0.15074403584003448,0.10291525721549988,0.16559520363807678
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.16695493459701538,0.21247753500938416,0.41548454761505127,0.535392165184021,0.20192374289035797,0.4438391625881195,1.0,0.4388369917869568,0.2984987795352936,0.41548454761505127,0.535392165184021,0.14816443622112274,0.23681028187274933,0.29463258385658264
emphasize,0.26978063583374023,0.22152073681354523,0.23146559298038483,0.1676401048898697,0.15226410329341888,0.28762245178222656,0.23146559298038483,0.14972123503684998,0.3466569185256958,0.30830588936805725,0.1908194124698639,0.16039930284023285,0.28762245178222656,0.23146559298038483,0.06457717716693878,0.21162882447242737,0.2706180810928345
academics,0.25646692514419556,0.22537527978420258,0.17319679260253906,0.11725663393735886,0.2965213656425476,0.21528516709804535,0.17319679260253906,0.45367032289505005,0.244392529129982,0.22121617197990417,0.21165457367897034,0.1484425812959671,0.21528516709804535,0.17319679260253906,0.22570224106311798,0.23685801029205322,0.15616270899772644
