,sophocles,demonstrated,civil,disobedience,in,a,play,that,was,called,?
one,0.3235121965408325,0.19947515428066254,0.15266822278499603,0.20541732013225555,0.4129433035850525,0.4910551905632019,0.24414552748203278,0.5133185982704163,0.3752199709415436,0.3550408184528351,0.2673267424106598
of,0.2629030644893646,0.21852713823318481,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.5052502155303955,0.15350224077701569,0.41498205065727234,0.4069072902202606,0.4222904443740845,0.1826142966747284
the,0.2736586928367615,0.2412586510181427,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.5829201340675354,0.24793598055839539,0.5473989248275757,0.48711544275283813,0.489897221326828,0.22068053483963013
oldest,0.2099675089120865,0.07817838340997696,0.09821687638759613,0.13601447641849518,0.33251360058784485,0.2483421117067337,0.17077448964118958,0.21169234812259674,0.29228392243385315,0.242759108543396,0.14864160120487213
depictions,0.35910966992378235,0.21862371265888214,0.11556647717952728,0.36857280135154724,0.22689732909202576,0.22417543828487396,0.15006107091903687,0.28258177638053894,0.22501371800899506,0.26440301537513733,0.14728380739688873
of,0.2629030644893646,0.21852713823318481,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.5052502155303955,0.15350224077701569,0.41498205065727234,0.4069072902202606,0.4222904443740845,0.1826142966747284
civil,0.1515890657901764,0.18139763176441193,1.0,0.5442691445350647,0.26466667652130127,0.21693918108940125,0.0800999104976654,0.16867391765117645,0.24303317070007324,0.1720334142446518,0.1494513899087906
disobedience,0.2748347222805023,0.319577693939209,0.5442691445350647,1.0,0.3054615259170532,0.25352153182029724,0.18516378104686737,0.3551425039768219,0.28287848830223083,0.2320696860551834,0.19890835881233215
is,0.20376694202423096,0.15706895291805267,0.16941262781620026,0.21453623473644257,0.5394441485404968,0.658733606338501,0.2174319475889206,0.3995479643344879,0.5810302495956421,0.430266410112381,0.22961433231830597
in,0.2046385407447815,0.24005702137947083,0.26466667652130127,0.3054615259170532,1.0,0.539380669593811,0.24321173131465912,0.435920387506485,0.45514053106307983,0.40847352147102356,0.20430970191955566
sophocles,1.0000001192092896,0.18093416094779968,0.1515890657901764,0.2748347222805023,0.2046385407447815,0.21582545340061188,0.34479448199272156,0.24154119193553925,0.2613391578197479,0.20900137722492218,0.1973816305398941
',0.16425617039203644,0.2033647745847702,0.16727153956890106,0.20764939486980438,0.4158826768398285,0.48837921023368835,0.16186515986919403,0.3494868278503418,0.33675912022590637,0.32882311940193176,0.330942302942276
play,0.34479448199272156,0.12319735437631607,0.0800999104976654,0.18516378104686737,0.24321173131465912,0.21130098402500153,1.0,0.25531938672065735,0.23784595727920532,0.23464615643024445,0.11059518158435822
antigone,0.44340935349464417,0.15299932658672333,0.1779717206954956,0.25068399310112,0.17945496737957,0.21860060095787048,0.22160761058330536,0.10913330316543579,0.20026780664920807,0.19667159020900726,0.10473794490098953
",",0.27250176668167114,0.29227107763290405,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.427140474319458,0.2231253683567047,0.4137537479400635,0.45456063747406006,0.26549121737480164,0.31091248989105225
in,0.2046385407447815,0.24005702137947083,0.26466667652130127,0.3054615259170532,1.0,0.539380669593811,0.24321173131465912,0.435920387506485,0.45514053106307983,0.40847352147102356,0.20430970191955566
which,0.26496875286102295,0.2616734206676483,0.13459211587905884,0.3121037483215332,0.4840516746044159,0.56894451379776,0.24836887419223785,0.6894589066505432,0.2830964922904968,0.5573342442512512,0.25814583897590637
antigone,0.44340935349464417,0.15299932658672333,0.1779717206954956,0.25068399310112,0.17945496737957,0.21860060095787048,0.22160761058330536,0.10913330316543579,0.20026780664920807,0.19667159020900726,0.10473794490098953
",",0.27250176668167114,0.29227107763290405,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.427140474319458,0.2231253683567047,0.4137537479400635,0.45456063747406006,0.26549121737480164,0.31091248989105225
one,0.3235121965408325,0.19947515428066254,0.15266822278499603,0.20541732013225555,0.4129433035850525,0.4910551905632019,0.24414552748203278,0.5133185982704163,0.3752199709415436,0.3550408184528351,0.2673267424106598
of,0.2629030644893646,0.21852713823318481,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.5052502155303955,0.15350224077701569,0.41498205065727234,0.4069072902202606,0.4222904443740845,0.1826142966747284
the,0.2736586928367615,0.2412586510181427,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.5829201340675354,0.24793598055839539,0.5473989248275757,0.48711544275283813,0.489897221326828,0.22068053483963013
daughters,0.3656224012374878,0.08520032465457916,0.13458435237407684,0.23573920130729675,0.15512987971305847,0.10850556194782257,0.18181462585926056,0.1645122617483139,0.19965700805187225,0.17491497099399567,0.13857798278331757
of,0.2629030644893646,0.21852713823318481,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.5052502155303955,0.15350224077701569,0.41498205065727234,0.4069072902202606,0.4222904443740845,0.1826142966747284
former,0.13550882041454315,0.1556883156299591,0.17250412702560425,0.1721409410238266,0.2668642997741699,0.2562483549118042,0.09847991168498993,0.138786181807518,0.2544213533401489,0.1671617031097412,0.10570605844259262
king,0.297066330909729,0.14396712183952332,0.2031002789735794,0.27967801690101624,0.2044914960861206,0.18420645594596863,0.2164204865694046,0.16788895428180695,0.27377256751060486,0.16832861304283142,0.19130074977874756
of,0.2629030644893646,0.21852713823318481,0.24698495864868164,0.31932318210601807,0.5696388483047485,0.5052502155303955,0.15350224077701569,0.41498205065727234,0.4069072902202606,0.4222904443740845,0.1826142966747284
thebes,0.5445975065231323,0.1465754508972168,0.13852077722549438,0.24273796379566193,0.14054594933986664,0.24306835234165192,0.19824160635471344,0.2134338915348053,0.24601739645004272,0.23183590173721313,0.12076496332883835
",",0.27250176668167114,0.29227107763290405,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.427140474319458,0.2231253683567047,0.4137537479400635,0.45456063747406006,0.26549121737480164,0.31091248989105225
oedipus,0.5797783136367798,0.1904473751783371,0.17252084612846375,0.39767229557037354,0.16694779694080353,0.25500765442848206,0.2949906885623932,0.2594824731349945,0.21518371999263763,0.2328973412513733,0.21369202435016632
",",0.27250176668167114,0.29227107763290405,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.427140474319458,0.2231253683567047,0.4137537479400635,0.45456063747406006,0.26549121737480164,0.31091248989105225
defies,0.2546444833278656,0.2700479328632355,0.27496370673179626,0.38298261165618896,0.2628017067909241,0.3052651882171631,0.13291077315807343,0.3566302955150604,0.2556408941745758,0.27158695459365845,0.29705896973609924
creon,0.4075297713279724,0.14327645301818848,0.17192846536636353,0.2603053152561188,0.09571358561515808,0.21144388616085052,0.1389773041009903,0.2542412281036377,0.2844116985797882,0.17722885310649872,0.2820618748664856
",",0.27250176668167114,0.29227107763290405,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.427140474319458,0.2231253683567047,0.4137537479400635,0.45456063747406006,0.26549121737480164,0.31091248989105225
