,what,holiday,coincided,with,the,first,showing,of,series,two,?
cbc,0.2115887850522995,0.1643734872341156,0.1473435014486313,0.1494019627571106,0.2067898064851761,0.21519820392131805,0.13750258088111877,0.095858134329319,0.3228771388530731,0.15267008543014526,0.22130805253982544
began,0.1665823757648468,0.10844595730304718,0.3305712640285492,0.23196780681610107,0.3059147596359253,0.3549816310405731,0.22554893791675568,0.2330763041973114,0.2237756997346878,0.2356717586517334,0.1370266228914261
airing,0.19145789742469788,0.25102317333221436,0.31524041295051575,0.22436270117759705,0.26751524209976196,0.2651696503162384,0.23679156601428986,0.173755943775177,0.4863269627094269,0.21489813923835754,0.20769737660884857
series,0.17328087985515594,0.10756547003984451,0.17722469568252563,0.17767351865768433,0.31376904249191284,0.3264976441860199,0.20155158638954163,0.22268271446228027,1.0000001192092896,0.27629992365837097,0.1709602326154709
two,0.23363454639911652,0.18001694977283478,0.2415492683649063,0.4333336651325226,0.43858039379119873,0.3794230818748474,0.24309282004833221,0.37726253271102905,0.27629992365837097,1.0000001192092896,0.19645625352859497
on,0.34226128458976746,0.22709375619888306,0.2924906015396118,0.40749499201774597,0.5107308030128479,0.3120559751987457,0.33344483375549316,0.3966929316520691,0.23828625679016113,0.3205535411834717,0.2714994251728058
9,-0.048040688037872314,0.05039406567811966,0.08254759758710861,-0.08176597207784653,0.023652536794543266,0.14117105305194855,0.04631879925727844,0.01387986820191145,0.007671303115785122,0.048241645097732544,-0.026682810857892036
october,0.24927909672260284,0.23115088045597076,0.16950827836990356,0.18983426690101624,0.2621108889579773,0.2989882230758667,0.12432967871427536,0.20846129953861237,0.1431715339422226,0.16536399722099304,0.29706719517707825
2006,-0.0008085015579126775,-0.053458910435438156,0.036331433802843094,0.034656625241041183,0.11294147372245789,-0.004530367907136679,0.1392577588558197,0.10009169578552246,0.036084845662117004,0.08497541397809982,-0.1194092258810997
at,0.2838611304759979,0.17070621252059937,0.2388647198677063,0.29126521944999695,0.457212895154953,0.3138778805732727,0.22659164667129517,0.42558613419532776,0.1310107558965683,0.32178381085395813,0.21978627145290375
20:00,0.14187829196453094,0.08913364261388779,0.13511276245117188,0.1232922151684761,0.1283389925956726,0.20415718853473663,-0.0024191481061279774,0.06941761076450348,0.14434590935707092,0.07473676651716232,0.05485418811440468
e/p,0.4043779671192169,0.23039594292640686,0.2511606514453888,0.292864590883255,0.326734334230423,0.2728789448738098,0.27395132184028625,0.3131660223007202,0.2454231232404709,0.29366010427474976,0.41635575890541077
(,0.2411840260028839,0.1825559437274933,0.1685616374015808,0.29503780603408813,0.33289089798927307,0.2450505793094635,0.17631499469280243,0.35032153129577637,0.21145714819431305,0.2169162482023239,0.40561532974243164
20:30,0.04507564753293991,-0.084506094455719,-0.07575810700654984,0.08059388399124146,0.07718881219625473,-0.0879945382475853,0.026464369148015976,0.11578086018562317,-0.021333634853363037,0.036181624978780746,-0.026044314727187157
in,0.30808621644973755,0.2492789924144745,0.21407949924468994,0.4080928862094879,0.6662389636039734,0.4127444326877594,0.2822064757347107,0.5696388483047485,0.2914260923862457,0.36463531851768494,0.20430970191955566
newfoundland,0.19349335134029388,0.2413988560438156,0.18867966532707214,0.18746183812618256,0.2759992182254791,0.22066526114940643,0.13771682977676392,0.24454477429389954,0.14621995389461517,0.19084753096103668,0.12898945808410645
and,0.31309178471565247,0.2088671177625656,0.2554701268672943,0.5477725267410278,0.5171257257461548,0.3167642652988434,0.2609715461730957,0.5116966962814331,0.26972857117652893,0.4671151638031006,0.20544172823429108
labrador,0.19159148633480072,0.19890765845775604,0.12589159607887268,0.2520473301410675,0.2608497440814972,0.14123068749904633,0.13881239295005798,0.21439917385578156,0.12798506021499634,0.1673809140920639,0.15356546640396118
),0.26259949803352356,0.20491616427898407,0.16063614189624786,0.3069596290588379,0.3456730246543884,0.27228695154190063,0.19856099784374237,0.3680361211299896,0.20434704422950745,0.24161455035209656,0.42300865054130554
",",0.3087472915649414,0.2776016294956207,0.22389595210552216,0.4120737314224243,0.4933079481124878,0.34503069519996643,0.20210640132427216,0.4946078956127167,0.24060699343681335,0.35859420895576477,0.31091248989105225
shortly,0.16521772742271423,0.14003382623195648,0.26228615641593933,0.27037379145622253,0.3447211682796478,0.3830384314060211,0.15752506256103516,0.29828354716300964,0.2134110927581787,0.2614796459674835,0.13327454030513763
after,0.21973377466201782,0.21957460045814514,0.2691831886768341,0.33843478560447693,0.4565047025680542,0.42302387952804565,0.2255123108625412,0.3867455720901489,0.22890618443489075,0.3276641070842743,0.16608688235282898
that,0.6297725439071655,0.17169912159442902,0.3109477758407593,0.4154358208179474,0.5473989248275757,0.3482176661491394,0.3517906069755554,0.41498205065727234,0.24595457315444946,0.3858162462711334,0.32716336846351624
day,0.2990210950374603,0.5439687967300415,0.2548975646495819,0.2329399436712265,0.3062323033809662,0.28378555178642273,0.16110818088054657,0.2934032380580902,0.16648201644420624,0.217762291431427,0.2141837179660797
's,0.02692362666130066,-0.0008368499111384153,0.07243568450212479,-0.04624466598033905,-0.01540423184633255,-0.014458609744906425,-0.003064502030611038,-0.03817026689648628,0.0006390819908119738,0.038143858313560486,-0.023395681753754616
cfl,0.17710928618907928,0.11856106668710709,0.11566860973834991,0.2189987152814865,0.21114958822727203,0.21299009025096893,0.09937131404876709,0.16585777699947357,0.18957772850990295,0.10303319990634918,0.15918771922588348
double,0.16209302842617035,0.05786833539605141,0.192443385720253,0.2484344244003296,0.21355170011520386,0.24408823251724243,0.12308558821678162,0.18580502271652222,0.12153163552284241,0.328250914812088,0.10017921775579453
header,0.23762476444244385,0.11195169389247894,0.1787288337945938,0.2292928695678711,0.25634846091270447,0.24415433406829834,0.17083045840263367,0.15943066775798798,0.2279038429260254,0.19901211559772491,0.2604534924030304
on,0.34226128458976746,0.22709375619888306,0.2924906015396118,0.40749499201774597,0.5107308030128479,0.3120559751987457,0.33344483375549316,0.3966929316520691,0.23828625679016113,0.3205535411834717,0.2714994251728058
thanksgiving,0.3412812650203705,0.5713657140731812,0.2810628116130829,0.250040739774704,0.3310045897960663,0.3274891674518585,0.20904475450515747,0.23258697986602783,0.22162498533725739,0.1685841828584671,0.30316072702407837
in,0.30808621644973755,0.2492789924144745,0.21407949924468994,0.4080928862094879,0.6662389636039734,0.4127444326877594,0.2822064757347107,0.5696388483047485,0.2914260923862457,0.36463531851768494,0.20430970191955566
most,0.3219912350177765,0.18862390518188477,0.23686031997203827,0.336320698261261,0.47635307908058167,0.34339818358421326,0.23217910528182983,0.4178851246833801,0.20793810486793518,0.3709908723831177,0.2107497900724411
of,0.33290785551071167,0.1420520842075348,0.24645712971687317,0.41827285289764404,0.733189046382904,0.3536086082458496,0.3515862822532654,1.0,0.22268271446228027,0.37726253271102905,0.1826142966747284
the,0.42745697498321533,0.21558280289173126,0.2912222445011139,0.4223487675189972,1.0,0.49448907375335693,0.34540408849716187,0.733189046382904,0.31376904249191284,0.43858039379119873,0.22068053483963013
country,0.22705033421516418,0.2341792732477188,0.031949374824762344,0.24760155379772186,0.30432501435279846,0.25299665331840515,0.1591421365737915,0.28866857290267944,0.12673962116241455,0.16295059025287628,0.12647280097007751
.,0.3567904531955719,0.22175416350364685,0.19550886750221252,0.4446153938770294,0.5934505462646484,0.4345304071903229,0.2555331587791443,0.5352458953857422,0.3121925890445709,0.3524959683418274,0.4130953550338745
