,how,long,has,free,movement,and,trade,been,central,to,european,development,?
while,0.2918691337108612,0.2932010889053345,0.2546449601650238,0.195545494556427,0.19631288945674896,0.45699796080589294,0.19952960312366486,0.3626260757446289,0.13853521645069122,0.43899232149124146,0.1781875491142273,0.1963527351617813,0.21076419949531555
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,0.22231732308864594,0.339571475982666,0.5171257257461548,0.2681608200073242,0.3563927710056305,0.3417201042175293,0.535392165184021,0.3423081040382385,0.3362044394016266,0.22068053483963013
concept,0.2866419553756714,0.1088971421122551,0.20456838607788086,0.1918417364358902,0.2630942165851593,0.22126320004463196,0.19801752269268036,0.2559356093406677,0.16932441294193268,0.2465057224035263,0.19265036284923553,0.3315054476261139,0.17160645127296448
of,0.2480744868516922,0.2567519545555115,0.3909035325050354,0.2430545836687088,0.2662941515445709,0.5116966962814331,0.2310105711221695,0.31685134768486023,0.3415789008140564,0.41548454761505127,0.2507138252258301,0.28700894117355347,0.1826142966747284
a,0.29312583804130554,0.3795371353626251,0.4670248031616211,0.23877057433128357,0.23380696773529053,0.3739250600337982,0.2032492309808731,0.3315402865409851,0.26925721764564514,0.45503583550453186,0.2254103124141693,0.2762584090232849,0.23916715383529663
``,-0.01591024175286293,0.1858668327331543,0.06254398077726364,-0.03257644176483154,0.12191136181354523,0.036644238978624344,-0.018402187153697014,0.006640665698796511,0.03992777690291405,0.06720756739377975,-0.03151248022913933,-0.009009002707898617,0.0685480609536171
social,0.2205141931772232,0.13533788919448853,0.13508737087249756,0.23922894895076752,0.28526946902275085,0.38231831789016724,0.23583152890205383,0.1701458990573883,0.18527916073799133,0.19684761762619019,0.27265316247940063,0.2710227370262146,0.1615191102027893
market,0.11605820059776306,0.0748758614063263,0.19473139941692352,0.246421679854393,0.1443735659122467,0.23057621717453003,0.4150444269180298,0.16062143445014954,0.12940466403961182,0.23798635601997375,0.16676898300647736,0.26504749059677124,0.12805593013763428
economy,0.24316272139549255,0.17257967591285706,0.22682175040245056,0.252336710691452,0.19467464089393616,0.26484790444374084,0.45070457458496094,0.2055932581424713,0.19521751999855042,0.2613506615161896,0.19450093805789948,0.3478854298591614,0.11486924439668655
'',-0.0029843549709767103,0.020632827654480934,0.004576915875077248,-0.018491532653570175,-0.06533791124820709,0.021612688899040222,0.009646755643188953,-0.031851496547460556,0.057969436049461365,-0.009905828163027763,0.050778839737176895,-0.05587824806571007,0.018684765323996544
was,0.16678167879581451,0.1968146562576294,0.40313825011253357,0.1777290552854538,0.18520963191986084,0.3740963041782379,0.19989590346813202,0.518218457698822,0.21519865095615387,0.3636345863342285,0.22463937103748322,0.2344081997871399,0.18412111699581146
only,0.36590442061424255,0.34116268157958984,0.4251205623149872,0.2753297686576843,0.1553826928138733,0.4542345404624939,0.208003431558609,0.41269755363464355,0.26708945631980896,0.5096819996833801,0.23729634284973145,0.2640862464904785,0.2767370045185089
introduced,0.13687412440776825,0.08393756300210953,0.18661446869373322,0.17101800441741943,0.2004813402891159,0.27894338965415955,0.20031189918518066,0.3029422163963318,0.1833861768245697,0.22615164518356323,0.24744877219200134,0.2365228831768036,0.16386865079402924
