,when,was,san,francisco,voted,to,be,the,location,for,super,bowl,50,?
on,0.37706470489501953,0.3909217119216919,0.20166277885437012,0.18844157457351685,0.22236128151416779,0.41031414270401,0.37900757789611816,0.5107308030128479,0.23113425076007843,0.36199691891670227,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
may,0.3167054355144501,0.3388521671295166,0.16028910875320435,0.1331358253955841,0.20535586774349213,0.391582727432251,0.45514434576034546,0.2694292366504669,0.11145415157079697,0.29255861043930054,0.06435030698776245,0.13486415147781372,-0.09536082297563553,0.2768254578113556
21,-0.13404759764671326,0.03990492597222328,0.1531096249818802,0.05445354804396629,0.024039095267653465,-0.14846622943878174,-0.1995278000831604,-0.05849577113986015,0.12662653625011444,-0.042345717549324036,0.0765494555234909,0.057394351810216904,0.026449495926499367,-0.01186173316091299
",",0.36674630641937256,0.45456063747406006,0.25561806559562683,0.22144022583961487,0.2582967281341553,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.25077858567237854,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2013,-0.3901043236255646,-0.16685336828231812,-0.10574150830507278,-0.08717495203018188,-0.1613122522830963,-0.4248543977737427,-0.4860217273235321,-0.38509321212768555,-0.22154535353183746,-0.2664349377155304,-0.19311918318271637,-0.1821834146976471,-0.09575455635786057,-0.2969330847263336
",",0.36674630641937256,0.45456063747406006,0.25561806559562683,0.22144022583961487,0.2582967281341553,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.25077858567237854,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
nfl,0.13304822146892548,0.20145657658576965,0.225969135761261,0.24973660707473755,0.2707764804363251,0.1526731252670288,0.12418080866336823,0.15305201709270477,0.06310568004846573,0.23749186098575592,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
owners,0.20020481944084167,0.23518425226211548,0.1385972648859024,0.17496027052402496,0.1974288672208786,0.3001708984375,0.24997548758983612,0.23230907320976257,0.1770637333393097,0.26202231645584106,0.09338007122278214,0.16314508020877838,-0.03137011080980301,0.15586642920970917
at,0.38876327872276306,0.36707764863967896,0.21309925615787506,0.19574089348316193,0.19333325326442719,0.36524343490600586,0.30379733443260193,0.457212895154953,0.25434181094169617,0.34237727522850037,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
their,0.3682888448238373,0.2396296262741089,0.183994323015213,0.15644541382789612,0.18319091200828552,0.44619059562683105,0.3200586438179016,0.516537070274353,0.1863909661769867,0.3406745493412018,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
