,what,forest,is,by,warsaw,'s,southern,border,?
other,0.341873437166214,0.15186548233032227,0.25895947217941284,0.3321913778781891,0.18442021310329437,0.04445967823266983,0.22025135159492493,0.22773391008377075,0.24682199954986572
big,0.2788069546222687,0.13812978565692902,0.22924260795116425,0.20124688744544983,0.148477241396904,0.08747415989637375,0.14974051713943481,0.09595955908298492,0.20497842133045197
forest,0.15328429639339447,1.0000001192092896,0.209678515791893,0.16046150028705597,0.21301954984664917,0.006216650828719139,0.23103728890419006,0.2939823567867279,0.1214437186717987
area,0.21965408325195312,0.31643155217170715,0.29283958673477173,0.22557134926319122,0.19728557765483856,-0.002423585159704089,0.3466261029243469,0.32979926466941833,0.12640461325645447
is,0.28837618231773376,0.209678515791893,1.0,0.3899846076965332,0.09741193056106567,0.02396530658006668,0.2419366091489792,0.22676031291484833,0.22961433231830597
kabaty,0.19689850509166718,0.15930218994617462,0.23985794186592102,0.1063200905919075,0.21720172464847565,0.09509386122226715,0.1687774956226349,0.24890315532684326,0.20452944934368134
forest,0.15328429639339447,1.0000001192092896,0.209678515791893,0.16046150028705597,0.21301954984664917,0.006216650828719139,0.23103728890419006,0.2939823567867279,0.1214437186717987
by,0.2455483376979828,0.16046150028705597,0.3899846076965332,1.0000001192092896,0.15291538834571838,-0.010884488001465797,0.16957597434520721,0.1409846395254135,0.17966607213020325
the,0.42745697498321533,0.24134553968906403,0.5823672413825989,0.4408751428127289,0.23137180507183075,-0.01540423184633255,0.3282862603664398,0.2856229841709137,0.22068053483963013
southern,0.18679563701152802,0.23103728890419006,0.2419366091489792,0.16957597434520721,0.13335563242435455,0.02131068892776966,1.0,0.2879382073879242,0.11225555837154388
city,0.17493832111358643,0.23781457543373108,0.3186660706996918,0.21020644903182983,0.25006377696990967,0.004406440537422895,0.31186121702194214,0.3289262354373932,0.13423943519592285
border,0.26696228981018066,0.2939823567867279,0.22676031291484833,0.1409846395254135,0.16393494606018066,-0.0324530154466629,0.2879382073879242,0.9999998807907104,0.1706928312778473
.,0.3567904531955719,0.2418428510427475,0.4569662809371948,0.3936232924461365,0.26825499534606934,-0.003708066651597619,0.26629969477653503,0.26349708437919617,0.4130953550338745
