,at,what,temperatures,is,o2,more,soluble,?
the,0.457212895154953,0.42745697498321533,0.27544233202934265,0.5823672413825989,-0.11169687658548355,0.39758381247520447,0.1590070128440857,0.22068053483963013
increased,0.21833501756191254,0.1599731743335724,0.3438689708709717,0.1395888477563858,-0.0877336636185646,0.3940040171146393,0.22674234211444855,0.09587585180997849
solubility,0.10870788991451263,0.1855776160955429,0.5056601762771606,0.21749620139598846,-0.006977150682359934,0.2516748905181885,0.7655788660049438,0.21849468350410461
of,0.42558613419532776,0.33290785551071167,0.2011728584766388,0.4854315221309662,-0.11047574132680893,0.30478984117507935,0.17836908996105194,0.1826142966747284
o,0.10196427255868912,0.1489914506673813,0.13254410028457642,0.18684464693069458,0.17756037414073944,0.11353477835655212,0.17672210931777954,0.23868927359580994
2,0.043934281915426254,-0.049862053245306015,-0.03701145201921463,-0.07940074801445007,0.026242131367325783,-0.02531435526907444,0.12601806223392487,0.001977203879505396
at,1.0,0.2838611304759979,0.22577746212482452,0.25906258821487427,-0.05798431485891342,0.2627858817577362,0.08302506059408188,0.21978627145290375
lower,0.1926431655883789,0.20079238712787628,0.28821370005607605,0.20806168019771576,-0.029160933569073677,0.2488173395395279,0.2488958239555359,0.08471795171499252
temperatures,0.22577746212482452,0.2523624897003174,0.9999999403953552,0.2816123366355896,-0.06055494770407677,0.27682292461395264,0.44491976499557495,0.1895846426486969
(,0.23315078020095825,0.2411840260028839,0.18971046805381775,0.35393038392066956,-0.010252316482365131,0.20831379294395447,0.2453695833683014,0.40561532974243164
see,0.2837929129600525,0.44941186904907227,0.2562945783138275,0.30759111046791077,0.011625110171735287,0.3622429370880127,0.23940794169902802,0.42005208134651184
physical,0.12859797477722168,0.27895045280456543,0.2827422320842743,0.16296368837356567,-0.02535272017121315,0.2782053053379059,0.24235840141773224,0.11781801283359528
properties,0.15000559389591217,0.23360128700733185,0.3051888942718506,0.22585535049438477,0.04222822189331055,0.2675623595714569,0.36234360933303833,0.12601029872894287
),0.23338089883327484,0.26259949803352356,0.20512722432613373,0.37732169032096863,-0.022471459582448006,0.23179085552692413,0.24199093878269196,0.42300865054130554
has,0.2743658423423767,0.20338068902492523,0.22684013843536377,0.5668748617172241,-0.04787399619817734,0.3442428410053253,0.15483921766281128,0.15994466841220856
important,0.22091448307037354,0.31164905428886414,0.22886081039905548,0.350485235452652,-0.03873670473694801,0.2766265273094177,0.2220408171415329,0.17812499403953552
implications,0.16093096137046814,0.30119985342025757,0.2247706949710846,0.23324830830097198,0.11655115336179733,0.2884792387485504,0.20161445438861847,0.21343111991882324
for,0.34237727522850037,0.3017193675041199,0.19703829288482666,0.43268078565597534,-0.02583320438861847,0.3891189992427826,0.1997530460357666,0.264628142118454
ocean,0.13659261167049408,0.21858152747154236,0.37755250930786133,0.2728777229785919,-0.066044881939888,0.21051345765590668,0.2194518744945526,0.15205028653144836
life,0.20837508141994476,0.24693015217781067,0.15697795152664185,0.2110576033592224,0.05916711315512657,0.2655809819698334,0.1649257391691208,0.21677987277507782
",",0.38314947485923767,0.3087472915649414,0.26848670840263367,0.4691906273365021,-0.037892747670412064,0.3696524500846863,0.252895712852478,0.31091248989105225
as,0.28092536330223083,0.31749409437179565,0.19278484582901,0.43216490745544434,-0.03757104277610779,0.42839905619621277,0.22854414582252502,0.27043893933296204
polar,0.14033380150794983,0.13336454331874847,0.3932151198387146,0.1855805665254593,0.057487670332193375,0.1452111303806305,0.3280206322669983,0.05966112017631531
oceans,0.16886350512504578,0.19098366796970367,0.43549033999443054,0.2352764904499054,-0.0025731599889695644,0.272750586271286,0.37132757902145386,0.16026286780834198
support,0.17800305783748627,0.2797985076904297,0.17424727976322174,0.17214131355285645,0.015453268773853779,0.2825237512588501,0.19737669825553894,0.22626608610153198
a,0.3095070421695709,0.3320399522781372,0.23293450474739075,0.658733606338501,0.008802816271781921,0.3452818691730499,0.19585663080215454,0.23916715383529663
much,0.23158283531665802,0.45316147804260254,0.30715519189834595,0.3156087100505829,-0.01440475508570671,0.5936280488967896,0.3015289902687073,0.23442231118679047
higher,0.2542303204536438,0.2538340389728546,0.3653656244277954,0.24683357775211334,-0.018097545951604843,0.41627442836761475,0.2755131423473358,0.15679465234279633
density,0.12024004012346268,0.1728270947933197,0.46170443296432495,0.2587282061576843,-0.0300507303327322,0.2672705352306366,0.2751544713973999,0.1457761973142624
of,0.42558613419532776,0.33290785551071167,0.2011728584766388,0.4854315221309662,-0.11047574132680893,0.30478984117507935,0.17836908996105194,0.1826142966747284
life,0.20837508141994476,0.24693015217781067,0.15697795152664185,0.2110576033592224,0.05916711315512657,0.2655809819698334,0.1649257391691208,0.21677987277507782
due,0.19990050792694092,0.15204688906669617,0.23324152827262878,0.24065633118152618,-0.03848547860980034,0.23004451394081116,0.1998550444841385,0.10954997688531876
to,0.36524343490600586,0.455847829580307,0.28822293877601624,0.42745086550712585,-0.057241544127464294,0.47084665298461914,0.2144310623407364,0.29463258385658264
their,0.23641370236873627,0.35142919421195984,0.23931965231895447,0.2101074606180191,-0.028988415375351906,0.36147117614746094,0.2196410596370697,0.1898253709077835
higher,0.2542303204536438,0.2538340389728546,0.3653656244277954,0.24683357775211334,-0.018097545951604843,0.41627442836761475,0.2755131423473358,0.15679465234279633
oxygen,0.1428557187318802,0.16781960427761078,0.38756829500198364,0.21825239062309265,-0.037116553634405136,0.265546053647995,0.506232500076294,0.16786395013332367
content,0.19654248654842377,0.3614070415496826,0.2830394208431244,0.22872057557106018,0.025471951812505722,0.3548843264579773,0.424868106842041,0.37093979120254517
.,0.4549728035926819,0.3567904531955719,0.28911513090133667,0.4569662809371948,0.09499986469745636,0.4070230722427368,0.2441261112689972,0.4130953550338745
