,when,was,martin,luther,born,?
martin,0.18206718564033508,0.2089129239320755,0.9999999403953552,0.6228963136672974,0.23424050211906433,0.060103293508291245
luther,0.14516782760620117,0.19185513257980347,0.6228963136672974,1.0,0.13310980796813965,0.1732746809720993
was,0.37326499819755554,1.0000001192092896,0.2089129239320755,0.19185513257980347,0.388632208108902,0.18412111699581146
born,0.1850178986787796,0.388632208108902,0.23424050211906433,0.13310980796813965,1.0,0.19166848063468933
to,0.5423505902290344,0.3636345863342285,0.1691744029521942,0.18029534816741943,0.13695985078811646,0.29463258385658264
hans,0.15390388667583466,0.21729552745819092,0.26254022121429443,0.31312668323516846,0.2458946406841278,0.10353465378284454
luder,0.19995953142642975,0.2763330042362213,0.3594108521938324,0.41309165954589844,0.16452385485172272,0.2584306299686432
(,0.2459595799446106,0.2980341613292694,0.21604594588279724,0.1677781045436859,0.33313798904418945,0.40561532974243164
or,0.417120099067688,0.2330796718597412,0.12305981665849686,0.14215725660324097,0.08717163652181625,0.32389625906944275
ludher,0.2457503378391266,0.37074023485183716,0.3490227162837982,0.42216745018959045,0.3278628885746002,0.3058914244174957
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.37898433208465576,0.31091248989105225
later,0.4627884030342102,0.5684447288513184,0.18289606273174286,0.23796728253364563,0.2462976723909378,0.1417175978422165
luther,0.14516782760620117,0.19185513257980347,0.6228963136672974,1.0,0.13310980796813965,0.1732746809720993
),0.2538422644138336,0.3267642855644226,0.22626493871212006,0.18587662279605865,0.3665171265602112,0.42300865054130554
and,0.4716290831565857,0.3740963041782379,0.2544763386249542,0.20796556770801544,0.25002726912498474,0.20544172823429108
his,0.37120407819747925,0.4405253231525421,0.23498685657978058,0.27093374729156494,0.3081984519958496,0.18075084686279297
wife,0.2096073478460312,0.3110053539276123,0.2119085192680359,0.22566832602024078,0.34980282187461853,0.19987250864505768
margarethe,0.21029217541217804,0.3101394772529602,0.35129624605178833,0.37143072485923767,0.3574087619781494,0.14453202486038208
(,0.2459595799446106,0.2980341613292694,0.21604594588279724,0.1677781045436859,0.33313798904418945,0.40561532974243164
née,0.12178134173154831,0.2249056100845337,0.20905211567878723,0.21370655298233032,0.5258094668388367,0.16017700731754303
lindemann,0.22570347785949707,0.33008402585983276,0.3778115510940552,0.3656277060508728,0.3039197623729706,0.1846589297056198
),0.2538422644138336,0.3267642855644226,0.22626493871212006,0.18587662279605865,0.3665171265602112,0.42300865054130554
on,0.37706470489501953,0.3909217119216919,0.212642639875412,0.19090485572814941,0.19591502845287323,0.2714994251728058
10,0.057211097329854965,0.16597506403923035,0.040674421936273575,0.12238068878650665,0.13198421895503998,0.022911956533789635
november,0.2606481611728668,0.4240739941596985,0.17547591030597687,0.13507653772830963,0.47424811124801636,0.3159552216529846
1483,-0.17253200709819794,-0.00032883958192542195,0.14748090505599976,0.05474648252129555,0.1513117104768753,-0.08135565370321274
in,0.4431333839893341,0.45514053106307983,0.22752496600151062,0.20523880422115326,0.30027052760124207,0.20430970191955566
eisleben,0.16382160782814026,0.2786927819252014,0.29378700256347656,0.4205946624279022,0.2294667661190033,0.19898785650730133
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.37898433208465576,0.31091248989105225
saxony,0.20117338001728058,0.23233024775981903,0.1347000151872635,0.2548035979270935,0.17538410425186157,0.17603406310081482
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.37898433208465576,0.31091248989105225
then,0.6026323437690735,0.27044644951820374,0.1635565310716629,0.21809370815753937,0.15946948528289795,0.2884598970413208
part,0.35435768961906433,0.3407018780708313,0.16615453362464905,0.12887465953826904,0.1926203966140747,0.08557961881160736
of,0.3757161796092987,0.4069072902202606,0.13722093403339386,0.1719115972518921,0.19769194722175598,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.22029393911361694,0.1759674996137619,0.19202874600887299,0.22068053483963013
holy,0.16601495444774628,0.19543759524822235,0.039506543427705765,0.21725739538669586,0.10481396317481995,0.18148104846477509
roman,0.1767279952764511,0.23496849834918976,0.15018662810325623,0.19715401530265808,0.15024292469024658,0.1663191318511963
empire,0.18422111868858337,0.30602675676345825,0.08548644930124283,0.10935846716165543,0.18968872725963593,0.14909450709819794
.,0.475719153881073,0.40146201848983765,0.25235527753829956,0.24907569587230682,0.2350279539823532,0.4130953550338745
