,what,will,the,number,``,50,'',be,plated,with,?
in,0.30808621644973755,0.2580665349960327,0.6662389636039734,0.3024539053440094,0.04765888676047325,0.021892361342906952,0.07432962208986282,0.3481820821762085,0.21553249657154083,0.4080928862094879,0.20430970191955566
addition,0.20643717050552368,0.27912136912345886,0.32955414056777954,0.35233429074287415,0.04716494679450989,0.049123868346214294,0.040365759283304214,0.34787413477897644,0.16120927035808563,0.3659588098526001,0.19187232851982117
to,0.455847829580307,0.5091033577919006,0.535392165184021,0.2706126868724823,0.06720756739377975,-0.024239253252744675,-0.009905828163027763,0.4972836375236511,0.17558403313159943,0.4239959120750427,0.29463258385658264
the,0.42745697498321533,0.3635469079017639,1.0,0.35145696997642517,0.029072100296616554,0.03602437674999237,0.041273195296525955,0.4248143136501312,0.2726110517978668,0.4223487675189972,0.22068053483963013
vince,0.15944145619869232,0.18170250952243805,0.2420601099729538,0.05955352261662483,0.05296793580055237,-0.03171846643090248,-0.039132796227931976,0.1849185973405838,0.0988883301615715,0.18413861095905304,0.1308428794145584
lombardi,0.1361158937215805,0.13556189835071564,0.18416112661361694,0.14827720820903778,-0.021232720464468002,0.06124844029545784,0.044365204870700836,0.13619054853916168,0.05812082812190056,0.19222329556941986,0.12761563062667847
trophy,0.1605585664510727,0.14131833612918854,0.23165881633758545,0.09089896827936172,-0.027883505448698997,0.016763124614953995,-0.04935453459620476,0.1529839187860489,0.12868928909301758,0.19590970873832703,0.1832219511270523
that,0.6297725439071655,0.4857470989227295,0.5473989248275757,0.32951247692108154,0.05285148695111275,-0.014119508676230907,0.007880004122853279,0.6036020517349243,0.25266534090042114,0.4154358208179474,0.32716336846351624
all,0.41981086134910583,0.3951299488544464,0.4860881567001343,0.3830430209636688,0.0555710643529892,0.10941741615533829,-0.05933554098010063,0.42151448130607605,0.18895061314105988,0.3876307010650635,0.29575422406196594
super,0.13651713728904724,0.1544499397277832,0.21959073841571808,0.19262047111988068,0.012585706077516079,0.0833745002746582,-0.02655862085521221,0.1880253106355667,0.08907395601272583,0.1518537551164627,0.166326642036438
bowl,0.15942467749118805,0.1507955938577652,0.21576224267482758,0.14966735243797302,-0.004176590591669083,0.005446359980851412,-0.008809788152575493,0.18567830324172974,0.18616439402103424,0.18353787064552307,0.21118052303791046
champions,0.12770533561706543,0.15641838312149048,0.26727694272994995,0.1642865687608719,0.0031224119011312723,0.12264160811901093,-0.018702296540141106,0.1487664431333542,0.17519788444042206,0.23339363932609558,0.1751273274421692
receive,0.20392422378063202,0.3377971649169922,0.2726488411426544,0.16809892654418945,-0.009453177452087402,-0.0037963998038321733,-0.04442259296774864,0.2865199148654938,0.15377238392829895,0.23076897859573364,0.1652119904756546
",",0.3087472915649414,0.29706671833992004,0.4933079481124878,0.2535701394081116,0.09681109338998795,-0.025195008143782616,-0.037358131259679794,0.39254459738731384,0.21411271393299103,0.4120737314224243,0.31091248989105225
the,0.42745697498321533,0.3635469079017639,1.0,0.35145696997642517,0.029072100296616554,0.03602437674999237,0.041273195296525955,0.4248143136501312,0.2726110517978668,0.4223487675189972,0.22068053483963013
winner,0.16745254397392273,0.21189402043819427,0.25965070724487305,0.1940283328294754,0.010768381878733635,-0.00988845620304346,-0.02651788294315338,0.11014654487371445,0.1458379179239273,0.17574407160282135,0.14322948455810547
of,0.33290785551071167,0.2473582625389099,0.733189046382904,0.2778518795967102,0.06780257821083069,0.006577443331480026,0.13035868108272552,0.33904364705085754,0.21965880692005157,0.41827285289764404,0.1826142966747284
super,0.13651713728904724,0.1544499397277832,0.21959073841571808,0.19262047111988068,0.012585706077516079,0.0833745002746582,-0.02655862085521221,0.1880253106355667,0.08907395601272583,0.1518537551164627,0.166326642036438
bowl,0.15942467749118805,0.1507955938577652,0.21576224267482758,0.14966735243797302,-0.004176590591669083,0.005446359980851412,-0.008809788152575493,0.18567830324172974,0.18616439402103424,0.18353787064552307,0.21118052303791046
50,-0.04124141484498978,0.07188837975263596,0.03602437674999237,0.011617548763751984,0.05617367848753929,0.9999999403953552,0.08711730688810349,0.015184788033366203,0.0639607310295105,0.08371289074420929,0.030512850731611252
will,0.3510494530200958,1.0,0.3635469079017639,0.2512786388397217,0.07008423656225204,0.07188837975263596,-0.00181001634337008,0.4925616979598999,0.11702205240726471,0.33888739347457886,0.35046905279159546
also,0.42747777700424194,0.3469482660293579,0.6021018624305725,0.36623433232307434,0.000636551936622709,0.024839751422405243,0.05102188512682915,0.48342031240463257,0.2346194088459015,0.44397303462028503,0.21848613023757935
receive,0.20392422378063202,0.3377971649169922,0.2726488411426544,0.16809892654418945,-0.009453177452087402,-0.0037963998038321733,-0.04442259296774864,0.2865199148654938,0.15377238392829895,0.23076897859573364,0.1652119904756546
a,0.3320399522781372,0.3401327431201935,0.5829201340675354,0.2992287278175354,0.07272057235240936,0.034183140844106674,0.04890415817499161,0.39883795380592346,0.24017341434955597,0.3783375024795532,0.23916715383529663
large,0.2017821967601776,0.21767625212669373,0.3828733265399933,0.3316781520843506,0.06815113872289658,0.09866557270288467,0.07099534571170807,0.2907196581363678,0.2964130640029907,0.26124298572540283,0.1355665624141693
",",0.3087472915649414,0.29706671833992004,0.4933079481124878,0.2535701394081116,0.09681109338998795,-0.025195008143782616,-0.037358131259679794,0.39254459738731384,0.21411271393299103,0.4120737314224243,0.31091248989105225
18-karat,0.15049412846565247,0.08685053884983063,0.24971231818199158,0.12462811172008514,0.07154425978660583,-0.00426228204742074,0.09349564462900162,0.10241957008838654,0.14957809448242188,0.12202765792608261,0.11272428929805756
gold-plated,0.2947768568992615,0.2737123370170593,0.3553030788898468,0.2215729057788849,-0.007647675462067127,0.06996861845254898,0.06853125244379044,0.35885289311408997,0.7703359723091125,0.3288611173629761,0.30139079689979553
``,0.008517155423760414,0.07008423656225204,0.029072100296616554,0.2640403211116791,1.0,0.05617367848753929,-0.09173435717821121,0.07670000940561295,0.007831620052456856,0.08974023163318634,0.0685480609536171
50,-0.04124141484498978,0.07188837975263596,0.03602437674999237,0.011617548763751984,0.05617367848753929,0.9999999403953552,0.08711730688810349,0.015184788033366203,0.0639607310295105,0.08371289074420929,0.030512850731611252
'',0.08143015950918198,-0.00181001634337008,0.041273195296525955,-0.07258276641368866,-0.09173435717821121,0.08711730688810349,1.0,0.08835477381944656,0.035528115928173065,0.07907696813344955,0.018684765323996544
.,0.3567904531955719,0.33682769536972046,0.5934505462646484,0.3256329298019409,0.05720457062125206,0.04325474053621292,-0.07181349396705627,0.4383580684661865,0.2093612104654312,0.4446153938770294,0.4130953550338745
