,how,many,people,could,the,mercury,capsule,hold,?
while,0.2918691337108612,0.3748262822628021,0.25970518589019775,0.30216607451438904,0.39804592728614807,0.17918862402439117,0.25498759746551514,0.3087144196033478,0.21076419949531555
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.35393214225769043,1.0,0.2059478461742401,0.31190651655197144,0.3067915439605713,0.22068053483963013
mercury,0.14906032383441925,0.1871928572654724,0.1430436670780182,0.2039705365896225,0.2059478461742401,1.0000001192092896,0.28464192152023315,0.15657100081443787,0.10977116972208023
capsule,0.1659417301416397,0.15031419694423676,0.165215864777565,0.20564542710781097,0.31190651655197144,0.28464192152023315,0.9999998807907104,0.22007183730602264,0.1896391361951828
could,0.47830453515052795,0.38749223947525024,0.28952425718307495,0.9999998807907104,0.35393214225769043,0.2039705365896225,0.20564542710781097,0.33418145775794983,0.3411986827850342
only,0.36590442061424255,0.4670507609844208,0.32472479343414307,0.4374507963657379,0.5497692227363586,0.21685878932476044,0.276023268699646,0.3252332806587219,0.2767370045185089
support,0.28316521644592285,0.25043240189552307,0.2108479142189026,0.3197888731956482,0.22984638810157776,0.12969310581684113,0.14084607362747192,0.3174533545970917,0.22626608610153198
one,0.3213292360305786,0.4223630726337433,0.2841606140136719,0.35166996717453003,0.5514441132545471,0.19845382869243622,0.2888696789741516,0.344856858253479,0.2673267424106598
astronaut,0.1200546994805336,0.06991896778345108,0.1685170978307724,0.13094736635684967,0.12738145887851715,0.26706039905548096,0.2765788435935974,0.12044548243284225,0.13949722051620483
on,0.32655060291290283,0.32520127296447754,0.2559742033481598,0.2953716814517975,0.5107308030128479,0.186717227101326,0.2377496063709259,0.2548828125,0.2714994251728058
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.3736826181411743,0.5829201340675354,0.25249192118644714,0.29288169741630554,0.2822398841381073,0.23916715383529663
limited,0.2116495817899704,0.2817049026489258,0.20838074386119843,0.30144447088241577,0.2757521867752075,0.1271594613790512,0.16991478204727173,0.22220012545585632,0.09444807469844818
earth,0.2756480276584625,0.22623728215694427,0.1306694597005844,0.21314898133277893,0.2801888585090637,0.26640716195106506,0.26395663619041443,0.15873588621616364,0.17717236280441284
orbital,0.23096127808094025,0.11440374702215195,0.04987258464097977,0.19387857615947723,0.16417881846427917,0.26625800132751465,0.2973115146160126,0.07203944772481918,0.22483505308628082
mission,0.17383652925491333,0.160925030708313,0.18269939720630646,0.22155261039733887,0.22673439979553223,0.21709232032299042,0.20827807486057281,0.08477664738893509,0.19506393373012543
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.27399855852127075,0.4933079481124878,0.24557945132255554,0.17161519825458527,0.2803111970424652,0.31091248989105225
apollo,0.13699254393577576,0.13721908628940582,0.117107093334198,0.21801240742206573,0.2169172167778015,0.41751042008399963,0.32134392857551575,0.11711753904819489,0.191528782248497
would,0.43239715695381165,0.33440667390823364,0.3082716464996338,0.8068214654922485,0.4133751392364502,0.233537495136261,0.19998350739479065,0.31979474425315857,0.37178951501846313
carry,0.29718565940856934,0.28331053256988525,0.2720527648925781,0.3312416672706604,0.26752355694770813,0.14044073224067688,0.23776401579380035,0.4659670889377594,0.17171701788902283
three,0.23807744681835175,0.4501400589942932,0.1666570007801056,0.22537529468536377,0.43452659249305725,0.13062632083892822,0.20603439211845398,0.22291527688503265,0.20928427577018738
astronauts,0.18454807996749878,0.17227493226528168,0.26739493012428284,0.21147726476192474,0.197182759642601,0.2987719476222992,0.33301854133605957,0.1844475120306015,0.15138289332389832
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3200591504573822,0.5934505462646484,0.22198538482189178,0.23843273520469666,0.30296799540519714,0.4130953550338745
