,if,a,matter,is,not,specifically,reserved,",",who,is,it,devolved,to,?
all,0.40880489349365234,0.2696802616119385,0.3586346507072449,0.2553904056549072,0.4974499046802521,0.30636143684387207,0.28046366572380066,0.425624817609787,0.3698336184024811,0.2553904056549072,0.36125609278678894,0.341160386800766,0.42520734667778015,0.29575422406196594
matters,0.34777477383613586,0.25797080993652344,0.6354965567588806,0.2639962434768677,0.39304685592651367,0.30706578493118286,0.23579123616218567,0.3183421194553375,0.3400571644306183,0.2639962434768677,0.2533663213253021,0.46008846163749695,0.32389286160469055,0.3182642459869385
that,0.5634250640869141,0.47537946701049805,0.44028252363204956,0.3995479643344879,0.6600887179374695,0.41220247745513916,0.25254181027412415,0.4137537479400635,0.45444270968437195,0.3995479643344879,0.5921133160591125,0.36669597029685974,0.5436353087425232,0.32716336846351624
are,0.32547882199287415,0.265255331993103,0.31021252274513245,0.5330929756164551,0.46186959743499756,0.36550894379615784,0.22219422459602356,0.4062570035457611,0.27294138073921204,0.5330929756164551,0.3617996573448181,0.24146072566509247,0.3504326641559601,0.24591213464736938
not,0.6100378632545471,0.3791346549987793,0.4047867953777313,0.3776007890701294,0.9999999403953552,0.35163092613220215,0.32723480463027954,0.3769696354866028,0.369414746761322,0.3776007890701294,0.4651523232460022,0.2755666971206665,0.5149973034858704,0.41942933201789856
specifically,0.3189486861228943,0.30994293093681335,0.3137904107570648,0.30065107345581055,0.35163092613220215,1.0000001192092896,0.22894109785556793,0.23526887595653534,0.27637189626693726,0.30065107345581055,0.3589071035385132,0.2321896106004715,0.4197046458721161,0.2063003033399582
reserved,0.24663056433200836,0.1901448518037796,0.19337087869644165,0.2283981740474701,0.32723480463027954,0.22894109785556793,0.9999998807907104,0.1838110238313675,0.20837529003620148,0.2283981740474701,0.17124898731708527,0.2452012300491333,0.18730998039245605,0.1177138090133667
are,0.32547882199287415,0.265255331993103,0.31021252274513245,0.5330929756164551,0.46186959743499756,0.36550894379615784,0.22219422459602356,0.4062570035457611,0.27294138073921204,0.5330929756164551,0.3617996573448181,0.24146072566509247,0.3504326641559601,0.24591213464736938
automatically,0.5230376720428467,0.2877539396286011,0.26370424032211304,0.231948122382164,0.4089934825897217,0.4127216041088104,0.25412270426750183,0.25226879119873047,0.24502232670783997,0.231948122382164,0.32582780718803406,0.23433393239974976,0.3848363161087036,0.3093365430831909
devolved,0.18587322533130646,0.325216144323349,0.30941975116729736,0.22705134749412537,0.2755666971206665,0.2321896106004715,0.2452012300491333,0.28898313641548157,0.24994784593582153,0.22705134749412537,0.27519840002059937,0.9999999403953552,0.2682676613330841,0.1570919156074524
to,0.4559597074985504,0.45503583550453186,0.27089571952819824,0.42745086550712585,0.5149973034858704,0.4197046458721161,0.18730998039245605,0.44245919585227966,0.42656609416007996,0.42745086550712585,0.513711154460907,0.2682676613330841,1.0,0.29463258385658264
the,0.33724796772003174,0.5829201340675354,0.2957161068916321,0.5823672413825989,0.4310511648654938,0.3760298490524292,0.23639146983623505,0.4933079481124878,0.3733934462070465,0.5823672413825989,0.6251175999641418,0.39628729224205017,0.535392165184021,0.22068053483963013
scottish,0.10443798452615738,0.18544672429561615,0.14918193221092224,0.16398480534553528,0.19732609391212463,0.15806329250335693,0.10959164053201675,0.21369139850139618,0.27621203660964966,0.16398480534553528,0.13680848479270935,0.3193187713623047,0.1268421709537506,0.06442669779062271
parliament,0.1661069244146347,0.22951169312000275,0.1536637544631958,0.19676777720451355,0.22406005859375,0.11623559892177582,0.18815168738365173,0.25442883372306824,0.237068772315979,0.19676777720451355,0.22944188117980957,0.4902958273887634,0.20290622115135193,0.1586504578590393
.,0.421799898147583,0.50484299659729,0.2540481984615326,0.4569662809371948,0.4824007451534271,0.22534097731113434,0.17660196125507355,0.6812511086463928,0.3541337847709656,0.4569662809371948,0.5593622326850891,0.31542083621025085,0.4645031690597534,0.4130953550338745
