,other,than,its,main,central,business,district,",",where,are,the,majority,of,san,diego,'s,business,districts,located,?
most,0.4585079252719879,0.42108985781669617,0.32324016094207764,0.288818359375,0.24005284905433655,0.21127663552761078,0.158821240067482,0.3636029064655304,0.3678402900695801,0.48698675632476807,0.47635307908058167,0.3424006998538971,0.4178851246833801,0.19508418440818787,0.1866137683391571,0.024445664137601852,0.21127663552761078,0.16708983480930328,0.2271362692117691,0.2107497900724411
of,0.38583824038505554,0.33036211133003235,0.48690423369407654,0.3177044689655304,0.3415789008140564,0.23985227942466736,0.2673880457878113,0.4946078956127167,0.38066378235816956,0.39081433415412903,0.733189046382904,0.29706597328186035,1.0,0.25237205624580383,0.1941702961921692,-0.03817026689648628,0.23985227942466736,0.2693168818950653,0.32520920038223267,0.1826142966747284
these,0.6478539705276489,0.35475656390190125,0.3528665602207184,0.2992613613605499,0.22305423021316528,0.19731180369853973,0.13777394592761993,0.37613096833229065,0.380450963973999,0.7107698917388916,0.49086877703666687,0.3234685957431793,0.42684608697891235,0.16423894464969635,0.14469647407531738,0.026068098843097687,0.19731180369853973,0.2414141297340393,0.19799992442131042,0.2571668326854706
districts,0.19583407044410706,0.16014926135540009,0.22014181315898895,0.2361496239900589,0.15506573021411896,0.138702392578125,0.7729225754737854,0.252678245306015,0.178152933716774,0.26054954528808594,0.233962744474411,0.2120022475719452,0.2693168818950653,0.09998460114002228,0.03322974219918251,0.08483368158340454,0.138702392578125,1.0000001192092896,0.24233360588550568,0.10677915066480637
are,0.5932393670082092,0.39206281304359436,0.30942749977111816,0.2828797399997711,0.19564221799373627,0.16427041590213776,0.17725017666816711,0.4062570035457611,0.32389864325523376,1.0,0.40399202704429626,0.3146342635154724,0.39081433415412903,0.13921020925045013,0.16360539197921753,-0.008927806280553341,0.16427041590213776,0.26054954528808594,0.24096766114234924,0.24591213464736938
located,0.15855982899665833,0.17944927513599396,0.3198530077934265,0.2649710774421692,0.33153802156448364,0.17554257810115814,0.33509042859077454,0.2678719460964203,0.350632905960083,0.24096766114234924,0.407527357339859,0.1380213350057602,0.32520920038223267,0.19361372292041779,0.1347682774066925,-0.031078986823558807,0.17554257810115814,0.24233360588550568,1.0,0.08983194828033447
in,0.39989137649536133,0.3270052373409271,0.3793783485889435,0.28862449526786804,0.30844059586524963,0.2298729121685028,0.30883273482322693,0.5201468467712402,0.5344807505607605,0.3841303884983063,0.6662389636039734,0.2563854157924652,0.5696388483047485,0.2617562413215637,0.2255222201347351,-0.037580832839012146,0.2298729121685028,0.26488247513771057,0.35149815678596497,0.20430970191955566
northern,0.2566784620285034,0.17106010019779205,0.22242440283298492,0.15631534159183502,0.41570475697517395,0.1835709810256958,0.2675257623195648,0.29473260045051575,0.2461140751838684,0.1961788535118103,0.3422943353652954,0.2766890525817871,0.32586339116096497,0.2401038110256195,0.16888955235481262,-0.01687377691268921,0.1835709810256958,0.2480810135602951,0.32189637422561646,0.13149388134479523
san,0.19091297686100006,0.12380602955818176,0.21519668400287628,0.1331644058227539,0.20643937587738037,0.16463854908943176,0.18726517260074615,0.25561806559562683,0.23934276401996613,0.13921020925045013,0.2858080565929413,0.11992458254098892,0.25237205624580383,0.9999999403953552,0.6883842349052429,-0.022058377042412758,0.16463854908943176,0.09998460114002228,0.19361372292041779,0.10952327400445938
diego,0.1986868679523468,0.13701565563678741,0.12310291826725006,0.09693101048469543,0.13762103021144867,0.16646680235862732,0.11401040107011795,0.25578492879867554,0.1503419429063797,0.16360539197921753,0.20885010063648224,0.06000383570790291,0.1941702961921692,0.6883842349052429,0.9999999403953552,-0.02298388071358204,0.16646680235862732,0.03322974219918251,0.1347682774066925,0.11438121646642685
