,what,is,the,revised,version,of,the,book,of,common,prayer,called,?
when,0.4700249433517456,0.3471449911594391,0.5091903209686279,0.09354240447282791,0.20694629848003387,0.3757161796092987,0.5091903209686279,0.22583149373531342,0.3757161796092987,0.20520533621311188,0.1472240537405014,0.39188069105148315,0.22841128706932068
the,0.42745697498321533,0.5823672413825989,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,1.0,0.2652374505996704,0.733189046382904,0.2705984115600586,0.2471906840801239,0.489897221326828,0.22068053483963013
methodists,0.2476986199617386,0.18406468629837036,0.25832629203796387,0.21522365510463715,0.1350763440132141,0.3035426437854767,0.25832629203796387,0.16192014515399933,0.3035426437854767,0.26041457056999207,0.355816513299942,0.26121893525123596,0.1608453392982483
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19535814225673676,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.2527170181274414,0.5696388483047485,0.23149342834949493,0.1749745011329651,0.40847352147102356,0.20430970191955566
america,0.2517423629760742,0.1998184472322464,0.37090015411376953,0.15376989543437958,0.17900756001472473,0.28803038597106934,0.37090015411376953,0.20473574101924896,0.28803038597106934,0.25098279118537903,0.12857285141944885,0.2626006305217743,0.19333907961845398
were,0.22298263013362885,0.29386836290359497,0.3906462490558624,0.2145790159702301,0.19237180054187775,0.34038281440734863,0.3906462490558624,0.17265428602695465,0.34038281440734863,0.14443030953407288,0.18764397501945496,0.30364301800727844,0.17890112102031708
separated,0.18778635561466217,0.18671321868896484,0.27899038791656494,0.12712521851062775,0.050688665360212326,0.27533861994743347,0.27899038791656494,0.1099480614066124,0.27533861994743347,0.16813874244689941,0.12872321903705597,0.3085382878780365,0.0923643484711647
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.10490268468856812,0.22506564855575562,0.4249346852302551,0.40150508284568787,0.1578967273235321,0.4249346852302551,0.1902724653482437,0.1304406076669693,0.2703215777873993,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,1.0,0.2652374505996704,0.733189046382904,0.2705984115600586,0.2471906840801239,0.489897221326828,0.22068053483963013
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.12183801084756851,0.1306430846452713,0.3079429268836975,0.23846197128295898,0.21005752682685852,0.3079429268836975,0.17554211616516113,0.3836672902107239,0.20342940092086792,0.18081501126289368
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2270628809928894,0.14166875183582306,1.0,0.733189046382904,0.22602593898773193,1.0,0.2949881851673126,0.18775463104248047,0.4222904443740845,0.1826142966747284
england,0.21399550139904022,0.19271282851696014,0.28280043601989746,0.12971684336662292,0.13674919307231903,0.24624483287334442,0.28280043601989746,0.16464124619960785,0.24624483287334442,0.18607299029827118,0.1534595489501953,0.22477780282497406,0.13436897099018097
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23644568026065826,0.4946078956127167,0.2497023195028305,0.1917228251695633,0.26549121737480164,0.31091248989105225
john,0.18237407505512238,0.16449548304080963,0.2230520099401474,0.11666999012231827,0.10081862658262253,0.2407056987285614,0.2230520099401474,0.19024766981601715,0.2407056987285614,0.020176813006401062,0.14027978479862213,0.1628292202949524,0.13162356615066528
wesley,0.15380223095417023,0.1397479772567749,0.1425647884607315,0.18388257920742035,0.13843247294425964,0.18802838027477264,0.1425647884607315,0.18899546563625336,0.18802838027477264,0.12899547815322876,0.25186780095100403,0.13975559175014496,0.1662333607673645
himself,0.2431095689535141,0.12654030323028564,0.24642214179039001,0.19547700881958008,0.1783699244260788,0.17862990498542786,0.24642214179039001,0.24840310215950012,0.17862990498542786,0.02410169132053852,0.19432154297828674,0.11197752505540848,0.10407622903585434
provided,0.2206064909696579,0.19162359833717346,0.304488867521286,0.25602099299430847,0.25380417704582214,0.272808313369751,0.304488867521286,0.23038284480571747,0.272808313369751,0.1642301231622696,0.15696771442890167,0.19415190815925598,0.16893617808818817
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.16654495894908905,0.27132871747016907,0.5052502155303955,0.5829201340675354,0.19186489284038544,0.5052502155303955,0.29638534784317017,0.20626325905323029,0.4868806302547455,0.23916715383529663
revised,0.15843524038791656,0.11874786764383316,0.2513941526412964,0.9999999403953552,0.4659338593482971,0.2270628809928894,0.2513941526412964,0.3037591874599457,0.2270628809928894,0.14186976850032806,0.14773494005203247,0.1984095275402069,0.1835426688194275
version,0.20755547285079956,0.26673051714897156,0.27268242835998535,0.4659338593482971,1.0000001192092896,0.14166875183582306,0.27268242835998535,0.24840247631072998,0.14166875183582306,0.15538983047008514,0.16964641213417053,0.2088133990764618,0.2573966085910797
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2270628809928894,0.14166875183582306,1.0,0.733189046382904,0.22602593898773193,1.0,0.2949881851673126,0.18775463104248047,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,1.0,0.2652374505996704,0.733189046382904,0.2705984115600586,0.2471906840801239,0.489897221326828,0.22068053483963013
book,0.2872225046157837,0.21808475255966187,0.2652374505996704,0.3037591874599457,0.24840247631072998,0.22602593898773193,0.2652374505996704,1.0,0.22602593898773193,0.1361224204301834,0.2764272689819336,0.21799540519714355,0.20572158694267273
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2270628809928894,0.14166875183582306,1.0,0.733189046382904,0.22602593898773193,1.0,0.2949881851673126,0.18775463104248047,0.4222904443740845,0.1826142966747284
common,0.19989867508411407,0.2952355444431305,0.2705984115600586,0.14186976850032806,0.15538983047008514,0.2949881851673126,0.2705984115600586,0.1361224204301834,0.2949881851673126,0.9999998807907104,0.17127425968647003,0.2879287302494049,0.20434872806072235
prayer,0.1971559077501297,0.17994995415210724,0.2471906840801239,0.14773494005203247,0.16964641213417053,0.18775463104248047,0.2471906840801239,0.2764272689819336,0.18775463104248047,0.17127425968647003,1.0000001192092896,0.23632951080799103,0.2122897058725357
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.1984095275402069,0.2088133990764618,0.4222904443740845,0.489897221326828,0.21799540519714355,0.4222904443740845,0.2879287302494049,0.23632951080799103,1.0,0.18963319063186646
