,what,issues,do,member,states,say,the,court,of,justice,does,not,have,the,final,say,on,?
generally,0.40614598989486694,0.24654662609100342,0.33159759640693665,0.1283309906721115,0.23697461187839508,0.3626589775085449,0.41466525197029114,0.14307880401611328,0.3127037584781647,0.10921406745910645,0.38465455174446106,0.4818459153175354,0.49163123965263367,0.41466525197029114,0.14171750843524933,0.3626589775085449,0.27810585498809814,0.23411904275417328
speaking,0.3079870939254761,0.1974964588880539,0.2170247882604599,0.17144931852817535,0.18980742990970612,0.26747721433639526,0.34174251556396484,0.1865043193101883,0.3102818429470062,0.1677086055278778,0.19627179205417633,0.26635676622390747,0.2625201344490051,0.34174251556396484,0.07528146356344223,0.26747721433639526,0.1496996432542801,0.18994855880737305
",",0.3087472915649414,0.2560703754425049,0.3283645510673523,0.25757819414138794,0.3315127193927765,0.35129812359809875,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.28617382049560547,0.3769696354866028,0.3541618287563324,0.4933079481124878,0.24864837527275085,0.35129812359809875,0.49057599902153015,0.31091248989105225
while,0.35511791706085205,0.24658291041851044,0.3032379448413849,0.17600251734256744,0.21951094269752502,0.33566465973854065,0.39804592728614807,0.16141612827777863,0.3366928696632385,0.13671471178531647,0.3243313729763031,0.4146956503391266,0.3577405512332916,0.39804592728614807,0.25802475214004517,0.33566465973854065,0.44084006547927856,0.21076419949531555
all,0.41981086134910583,0.2787977159023285,0.38664430379867554,0.2020397186279297,0.22727420926094055,0.359422892332077,0.4860881567001343,0.18986862897872925,0.42798417806625366,0.19227614998817444,0.31124600768089294,0.4974499046802521,0.5559456944465637,0.4860881567001343,0.222634419798851,0.359422892332077,0.3832052946090698,0.29575422406196594
member,0.09932345896959305,0.11173048615455627,0.07755962759256363,0.9999998807907104,0.18290899693965912,0.1825171709060669,0.2806392312049866,0.21980570256710052,0.2701796889305115,0.26324737071990967,0.15050765872001648,0.1560761034488678,0.17082428932189941,0.2806392312049866,0.15144231915473938,0.1825171709060669,0.1643621176481247,0.06826172769069672
states,0.21526020765304565,0.21225687861442566,0.1594211608171463,0.18290899693965912,1.0,0.20788736641407013,0.3463578522205353,0.3169350028038025,0.30884552001953125,0.30231809616088867,0.18093830347061157,0.24589264392852783,0.20162390172481537,0.3463578522205353,0.18431155383586884,0.20788736641407013,0.2692825198173523,0.16272737085819244
recognise,0.34254080057144165,0.22876301407814026,0.34070563316345215,0.16073006391525269,0.17432886362075806,0.3902847170829773,0.30550941824913025,0.0943821594119072,0.2840806543827057,0.07637210935354233,0.27604520320892334,0.3688509464263916,0.37739667296409607,0.30550941824913025,0.12673230469226837,0.3902847170829773,0.18986767530441284,0.28343525528907776
that,0.6297725439071655,0.326042115688324,0.44533252716064453,0.17725452780723572,0.291576623916626,0.5852095484733582,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.4764937460422516,0.6600887179374695,0.6182622313499451,0.5473989248275757,0.2579914331436157,0.5852095484733582,0.42569106817245483,0.32716336846351624
eu,0.15409135818481445,0.14685893058776855,0.19533392786979675,0.2245567888021469,0.17918972671031952,0.12016960233449936,0.14126400649547577,0.16374509036540985,0.1579294353723526,0.1179259717464447,0.10805947333574295,0.16702550649642944,0.1317766159772873,0.14126400649547577,0.13803374767303467,0.12016960233449936,0.18063917756080627,0.21586786210536957
law,0.2145031988620758,0.22388102114200592,0.193905308842659,0.17515966296195984,0.2508668601512909,0.2307913899421692,0.24548950791358948,0.413828045129776,0.2816956341266632,0.357088178396225,0.22011858224868774,0.2588513493537903,0.18623127043247223,0.24548950791358948,0.14078935980796814,0.2307913899421692,0.13878796994686127,0.1528988480567932
takes,0.15264007449150085,0.13860219717025757,0.22596018016338348,0.10949964821338654,0.1366109848022461,0.19560100138187408,0.33578023314476013,0.109222911298275,0.3277401030063629,0.10361773520708084,0.38490039110183716,0.1444857120513916,0.2092917114496231,0.33578023314476013,0.27236485481262207,0.19560100138187408,0.20189763605594635,0.10935472697019577
primacy,0.28350478410720825,0.3310634195804596,0.186625674366951,0.08526615053415298,0.18932045996189117,0.2705765664577484,0.3013303875923157,0.22083333134651184,0.2915378212928772,0.29534903168678284,0.2615101933479309,0.2395762801170349,0.19277185201644897,0.3013303875923157,0.12893471121788025,0.2705765664577484,0.2006666660308838,0.138555109500885
over,0.28007611632347107,0.2570655047893524,0.22620153427124023,0.083309106528759,0.2563806474208832,0.27243247628211975,0.39856547117233276,0.16987735033035278,0.36136594414711,0.1484592854976654,0.24276040494441986,0.2890527844429016,0.41283175349235535,0.39856547117233276,0.2844679057598114,0.27243247628211975,0.39810362458229065,0.25742942094802856
national,0.16882304847240448,0.1272936761379242,0.1124928817152977,0.24121400713920593,0.3062762916088104,0.1396968513727188,0.32739606499671936,0.1857565939426422,0.3314673602581024,0.18591716885566711,0.16890141367912292,0.18304212391376495,0.16939407587051392,0.32739606499671936,0.2230503112077713,0.1396968513727188,0.18674622476100922,0.15643028914928436
law,0.2145031988620758,0.22388102114200592,0.193905308842659,0.17515966296195984,0.2508668601512909,0.2307913899421692,0.24548950791358948,0.413828045129776,0.2816956341266632,0.357088178396225,0.22011858224868774,0.2588513493537903,0.18623127043247223,0.24548950791358948,0.14078935980796814,0.2307913899421692,0.13878796994686127,0.1528988480567932
where,0.4457937180995941,0.19282740354537964,0.2949419915676117,0.1601654589176178,0.24649012088775635,0.32110416889190674,0.5003893971443176,0.23289473354816437,0.38066378235816956,0.10197398066520691,0.2965966761112213,0.3820744752883911,0.412650465965271,0.5003893971443176,0.24793905019760132,0.32110416889190674,0.37630224227905273,0.24793872237205505
this,0.5489566326141357,0.34895065426826477,0.34963881969451904,0.15663136541843414,0.2684851288795471,0.4232628345489502,0.6274310946464539,0.22750873863697052,0.45148900151252747,0.15967333316802979,0.4166489243507385,0.557635486125946,0.4660032093524933,0.6274310946464539,0.2752659320831299,0.4232628345489502,0.4193967580795288,0.3155723512172699
agreed,0.3416297733783722,0.2844517230987549,0.27658990025520325,0.21406710147857666,0.2183360755443573,0.361439049243927,0.24722334742546082,0.2733507752418518,0.24395716190338135,0.18853993713855743,0.29072636365890503,0.3646012842655182,0.2802000641822815,0.24722334742546082,0.21092475950717926,0.361439049243927,0.2566361725330353,0.21258382499217987
in,0.30808621644973755,0.17748555541038513,0.23402775824069977,0.20856694877147675,0.3977442979812622,0.26482993364334106,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.214483380317688,0.3403114080429077,0.36843645572662354,0.6662389636039734,0.25512343645095825,0.26482993364334106,0.46853652596473694,0.20430970191955566
the,0.42745697498321533,0.2638932764530182,0.30239659547805786,0.2806392312049866,0.3463578522205353,0.3200206458568573,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.35928019881248474,0.4310511648654938,0.40389683842658997,1.0,0.3543182611465454,0.3200206458568573,0.5107308030128479,0.22068053483963013
treaties,0.2403455525636673,0.3432111442089081,0.1936204433441162,0.1925402134656906,0.3604946732521057,0.2647145390510559,0.28970760107040405,0.3028410077095032,0.3281906247138977,0.2528023421764374,0.18945413827896118,0.2920204997062683,0.2842963933944702,0.28970760107040405,0.20043669641017914,0.2647145390510559,0.25548097491264343,0.1693580597639084
