,what,injury,did,the,carolina,panthers,lose,kelvin,benjamin,to,during,their,preseason,?
despite,0.1825345903635025,0.26490533351898193,0.38115930557250977,0.3172689974308014,0.17361785471439362,0.1696106642484665,0.2616227865219116,0.09878280013799667,0.13561096787452698,0.3584847152233124,0.305835098028183,0.3346637189388275,0.2662244141101837,0.14350546896457672
waiving,0.33251965045928955,0.30102890729904175,0.27735698223114014,0.3694417178630829,0.26358741521835327,0.33846792578697205,0.2442520260810852,0.2208738923072815,0.23938602209091187,0.3603929877281189,0.3267621397972107,0.34395161271095276,0.29261845350265503,0.242996484041214
longtime,0.10752114653587341,0.17250099778175354,0.14097586274147034,0.2717287242412567,0.19550731778144836,0.25195038318634033,0.15875475108623505,0.12856878340244293,0.1925564855337143,0.27073341608047485,0.2860596179962158,0.2501727044582367,0.32921555638313293,0.07657656818628311
running,0.2357972115278244,0.21319767832756042,0.23744943737983704,0.28883472084999084,0.12100528925657272,0.1742893010377884,0.23644402623176575,0.11707496643066406,0.16809289157390594,0.23381315171718597,0.19967599213123322,0.23772038519382477,0.2910609841346741,0.15679655969142914
back,0.2965294420719147,0.2533291280269623,0.2601068317890167,0.3612101674079895,0.15576092898845673,0.24408011138439178,0.2578657269477844,0.13171808421611786,0.16282713413238525,0.4675939381122589,0.2517579197883606,0.3270964026451111,0.275911420583725,0.2397768795490265
deangelo,0.1812259703874588,0.20777922868728638,0.16390806436538696,0.2024650275707245,0.2874116897583008,0.2667361795902252,0.07859151810407639,0.15154223144054413,0.29359936714172363,0.1988241821527481,0.17410677671432495,0.11275336146354675,0.2861408591270447,0.18370559811592102
williams,0.12967023253440857,0.20077815651893616,0.19792766869068146,0.20852252840995789,0.22131896018981934,0.2933593690395355,0.2237742394208908,0.24019071459770203,0.33166730403900146,0.16808581352233887,0.16090132296085358,0.22575634717941284,0.31264185905456543,0.1924409717321396
and,0.31309178471565247,0.232233464717865,0.34479495882987976,0.5171257257461548,0.22423055768013,0.2230100929737091,0.3096105754375458,0.18019546568393707,0.2318885326385498,0.48971283435821533,0.36462149024009705,0.45114588737487793,0.31507644057273865,0.20544172823429108
losing,0.2354373037815094,0.368476539850235,0.2751401662826538,0.3114689588546753,0.1639697253704071,0.19497670233249664,0.622482180595398,0.14547237753868103,0.14786432683467865,0.2928483486175537,0.2954551577568054,0.31252190470695496,0.28922656178474426,0.15056444704532623
top,0.21232028305530548,0.1298907846212387,0.17264406383037567,0.31754136085510254,0.19100475311279297,0.20028118789196014,0.13590747117996216,0.15105968713760376,0.12901243567466736,0.20897358655929565,0.15786145627498627,0.214486762881279,0.266187459230423,0.17265194654464722
wide,0.22181174159049988,0.13749966025352478,0.11342455446720123,0.28078147768974304,0.1462310254573822,0.21128936111927032,0.12832970917224884,0.15264859795570374,0.1269586831331253,0.27017152309417725,0.13689596951007843,0.21030864119529724,0.20833280682563782,0.12719376385211945
receiver,0.17021551728248596,0.24016043543815613,0.15293848514556885,0.21850530803203583,0.19075524806976318,0.3002510964870453,0.14820164442062378,0.2911127507686615,0.1700541079044342,0.25238820910453796,0.10444959253072739,0.2027367651462555,0.40699639916419983,0.11587938666343689
kelvin,0.2659316062927246,0.09534964710474014,0.12385150045156479,0.20588484406471252,0.16270607709884644,0.1860472559928894,0.2190300077199936,1.0,0.2651272118091583,0.23131093382835388,0.1339101940393448,0.1740550994873047,0.1313750147819519,0.18197040259838104
benjamin,0.18476101756095886,0.1150294616818428,0.1405869424343109,0.2507040798664093,0.16624823212623596,0.16550496220588684,0.13984747231006622,0.2651272118091583,0.9999999403953552,0.17437827587127686,0.17573951184749603,0.18849040567874908,0.18284788727760315,0.20336422324180603
to,0.455847829580307,0.24385890364646912,0.4452643394470215,0.535392165184021,0.23296888172626495,0.2185782641172409,0.33073529601097107,0.23131093382835388,0.17437827587127686,1.0,0.2828781306743622,0.44619059562683105,0.28437575697898865,0.29463258385658264
a,0.3320399522781372,0.27168452739715576,0.2552328109741211,0.5829201340675354,0.1979188621044159,0.2255268394947052,0.29435214400291443,0.22150981426239014,0.2032749503850937,0.45503583550453186,0.30341604351997375,0.29698723554611206,0.22467027604579926,0.23916715383529663
torn,0.21371328830718994,0.3357374668121338,0.18315857648849487,0.270181804895401,0.2112542986869812,0.2421046644449234,0.20446647703647614,0.1216483786702156,0.21433420479297638,0.18432354927062988,0.2387489378452301,0.21884466707706451,0.19715546071529388,0.13564015924930573
acl,0.10634554177522659,0.39591705799102783,0.12015141546726227,0.23845629394054413,0.25138425827026367,0.34984248876571655,0.24641479551792145,0.14359156787395477,0.1090025082230568,0.1536690592765808,0.1946363002061844,0.18358485400676727,0.40600553154945374,0.14736860990524292
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.26334479451179504,0.20857983827590942,0.20055828988552094,0.45010748505592346,0.4627237319946289,0.34976133704185486,0.2689804434776306,0.20430970191955566
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.29030492901802063,0.20588484406471252,0.2507040798664093,0.535392165184021,0.4838213622570038,0.516537070274353,0.32348138093948364,0.22068053483963013
preseason,0.21651558578014374,0.39264869689941406,0.2524903416633606,0.32348138093948364,0.3035641610622406,0.5198215246200562,0.18759426474571228,0.1313750147819519,0.18284788727760315,0.28437575697898865,0.33296775817871094,0.2911047637462616,1.0,0.13884200155735016
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.28248098492622375,0.23343680799007416,0.23367361724376678,0.44245919585227966,0.3225448727607727,0.3045167922973633,0.2857746183872223,0.31091248989105225
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.29030492901802063,0.20588484406471252,0.2507040798664093,0.535392165184021,0.4838213622570038,0.516537070274353,0.32348138093948364,0.22068053483963013
carolina,0.1956660896539688,0.2282656729221344,0.18489903211593628,0.24749229848384857,1.0000001192092896,0.4154948592185974,0.15605682134628296,0.16270607709884644,0.16624823212623596,0.23296888172626495,0.17862752079963684,0.16664347052574158,0.3035641610622406,0.11847445368766785
panthers,0.17002959549427032,0.2754141688346863,0.189295694231987,0.2602776288986206,0.4154948592185974,0.9999999403953552,0.14605970680713654,0.1860472559928894,0.16550496220588684,0.2185782641172409,0.22363469004631042,0.20130555331707,0.5198215246200562,0.16608978807926178
had,0.23849567770957947,0.2027079463005066,0.540525496006012,0.3875846862792969,0.20392835140228271,0.1570805162191391,0.2950643002986908,0.10200969874858856,0.1834128499031067,0.37984350323677063,0.39748913049697876,0.4145275354385376,0.23005656898021698,0.20728366076946259
their,0.35142919421195984,0.29386070370674133,0.38078752160072327,0.516537070274353,0.16664347052574158,0.20130555331707,0.4191821217536926,0.1740550994873047,0.18849040567874908,0.44619059562683105,0.3022443354129791,1.0,0.2911047637462616,0.1898253709077835
best,0.3036847710609436,0.11649057269096375,0.25550925731658936,0.3134109377861023,0.1503656804561615,0.1958107054233551,0.1870763897895813,0.14160192012786865,0.17911787331104279,0.21715646982192993,0.19040215015411377,0.20838582515716553,0.26898056268692017,0.2799045741558075
regular,0.224887877702713,0.14744429290294647,0.26963475346565247,0.3214086890220642,0.14601212739944458,0.2117871195077896,0.25368648767471313,0.12686020135879517,0.10250754654407501,0.30861178040504456,0.25847193598747253,0.3364572525024414,0.38297557830810547,0.18334713578224182
season,0.12117787450551987,0.3006984293460846,0.19368280470371246,0.2507155239582062,0.2196287363767624,0.3867887854576111,0.1434200555086136,0.12391088902950287,0.11361268162727356,0.22382742166519165,0.30325618386268616,0.21295444667339325,0.6879447102546692,0.16793298721313477
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.26334479451179504,0.20857983827590942,0.20055828988552094,0.45010748505592346,0.4627237319946289,0.34976133704185486,0.2689804434776306,0.20430970191955566
franchise,0.1852455735206604,0.16947156190872192,0.1293107569217682,0.30872398614883423,0.19974973797798157,0.3353862166404724,0.18599213659763336,0.12928850948810577,0.1510356068611145,0.26970288157463074,0.19194446504116058,0.23422278463840485,0.421451598405838,0.13445523381233215
history,0.28630873560905457,0.06060757115483284,0.24950987100601196,0.33215048909187317,0.16457390785217285,0.15208889544010162,0.1690712720155716,0.10474551469087601,0.19638694822788239,0.24226762354373932,0.3088737428188324,0.21232347190380096,0.24162043631076813,0.2501974403858185
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.28248098492622375,0.23343680799007416,0.23367361724376678,0.44245919585227966,0.3225448727607727,0.3045167922973633,0.2857746183872223,0.31091248989105225
becoming,0.2530137896537781,0.1839640736579895,0.26583778858184814,0.333665668964386,0.17902915179729462,0.182475283741951,0.3085753917694092,0.1529289335012436,0.12970352172851562,0.3192594647407532,0.2991119921207428,0.2240733802318573,0.22316856682300568,0.17354105412960052
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.29030492901802063,0.20588484406471252,0.2507040798664093,0.535392165184021,0.4838213622570038,0.516537070274353,0.32348138093948364,0.22068053483963013
seventh,0.1368705779314041,0.14770159125328064,0.15575523674488068,0.36732497811317444,0.16935549676418304,0.23150372505187988,0.16446511447429657,0.16355200111865997,0.13766537606716156,0.23148073256015778,0.31050702929496765,0.13992835581302643,0.21050316095352173,0.10981480032205582
team,0.17632107436656952,0.19808200001716614,0.1497787982225418,0.22564226388931274,0.14482109248638153,0.333659291267395,0.18530000746250153,0.0933637022972107,0.17997358739376068,0.23889471590518951,0.18426461517810822,0.20038257539272308,0.3773210048675537,0.11243411153554916
to,0.455847829580307,0.24385890364646912,0.4452643394470215,0.535392165184021,0.23296888172626495,0.2185782641172409,0.33073529601097107,0.23131093382835388,0.17437827587127686,1.0,0.2828781306743622,0.44619059562683105,0.28437575697898865,0.29463258385658264
win,0.15653561055660248,0.28486689925193787,0.303374707698822,0.28308698534965515,0.16034352779388428,0.2894786596298218,0.4200208783149719,0.11161716282367706,0.18714085221290588,0.2910063862800598,0.22393421828746796,0.20182272791862488,0.3189396262168884,0.1873117983341217
at,0.2838611304759979,0.15837065875530243,0.28390252590179443,0.457212895154953,0.2052631825208664,0.21283596754074097,0.17619049549102783,0.22227931022644043,0.17491266131401062,0.36524343490600586,0.372769296169281,0.23641370236873627,0.2404060810804367,0.21978627145290375
least,0.3337163031101227,0.17932289838790894,0.2185145616531372,0.3428877890110016,0.11534178256988525,0.17517921328544617,0.21760036051273346,0.17813174426555634,0.04332353547215462,0.35133054852485657,0.2515266537666321,0.318954735994339,0.16947871446609497,0.28866854310035706
15,-0.01077192835509777,0.08255039900541306,0.03605250269174576,-0.011810222640633583,-0.0020914659835398197,0.16927485167980194,0.13986825942993164,0.019504055380821228,-0.041532523930072784,-0.047946229577064514,0.06340177357196808,0.0626533180475235,0.004543695133179426,-0.010706285014748573
regular,0.224887877702713,0.14744429290294647,0.26963475346565247,0.3214086890220642,0.14601212739944458,0.2117871195077896,0.25368648767471313,0.12686020135879517,0.10250754654407501,0.30861178040504456,0.25847193598747253,0.3364572525024414,0.38297557830810547,0.18334713578224182
season,0.12117787450551987,0.3006984293460846,0.19368280470371246,0.2507155239582062,0.2196287363767624,0.3867887854576111,0.1434200555086136,0.12391088902950287,0.11361268162727356,0.22382742166519165,0.30325618386268616,0.21295444667339325,0.6879447102546692,0.16793298721313477
games,0.1820194572210312,0.2405819445848465,0.18056219816207886,0.2676136791706085,0.18658822774887085,0.38664546608924866,0.17739249765872955,0.09978322684764862,0.10716790705919266,0.23381441831588745,0.22036121785640717,0.22292454540729523,0.43094202876091003,0.1360001415014267
since,0.29783400893211365,0.13957054913043976,0.27613121271133423,0.4054957628250122,0.1732138842344284,0.12518474459648132,0.2733592391014099,0.10987816005945206,0.15789660811424255,0.3733763098716736,0.3730084002017975,0.2668287754058838,0.2503873109817505,0.2876587212085724
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,1.0,0.24749229848384857,0.2602776288986206,0.29030492901802063,0.20588484406471252,0.2507040798664093,0.535392165184021,0.4838213622570038,0.516537070274353,0.32348138093948364,0.22068053483963013
league,0.16616638004779816,0.20352688431739807,0.17557655274868011,0.2724147439002991,0.16983580589294434,0.38784167170524597,0.16016602516174316,0.19782592356204987,0.1745726615190506,0.18720030784606934,0.21582914888858795,0.20425945520401,0.45296260714530945,0.15941482782363892
expanded,0.2418898046016693,0.07341453433036804,0.20851697027683258,0.3258892893791199,0.09606634825468063,0.130808487534523,0.17498905956745148,0.11597414314746857,0.10332261025905609,0.29032543301582336,0.1970842182636261,0.23128242790699005,0.14637655019760132,0.2124357968568802
to,0.455847829580307,0.24385890364646912,0.4452643394470215,0.535392165184021,0.23296888172626495,0.2185782641172409,0.33073529601097107,0.23131093382835388,0.17437827587127686,1.0,0.2828781306743622,0.44619059562683105,0.28437575697898865,0.29463258385658264
a,0.3320399522781372,0.27168452739715576,0.2552328109741211,0.5829201340675354,0.1979188621044159,0.2255268394947052,0.29435214400291443,0.22150981426239014,0.2032749503850937,0.45503583550453186,0.30341604351997375,0.29698723554611206,0.22467027604579926,0.23916715383529663
16-game,0.2855149209499359,0.17248786985874176,0.2209806740283966,0.3390442430973053,0.2132527232170105,0.29366227984428406,0.26029321551322937,0.1817372441291809,0.1505870223045349,0.2950660288333893,0.1977221518754959,0.27610230445861816,0.4021018445491791,0.26639387011528015
schedule,0.22513388097286224,0.2658695578575134,0.2402072250843048,0.21986375749111176,0.06613580137491226,0.20437495410442352,0.13518042862415314,0.10470090061426163,0.12686529755592346,0.2847902476787567,0.2982436716556549,0.23761652410030365,0.3229752779006958,0.16743622720241547
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.6662389636039734,0.2380082756280899,0.2115829735994339,0.26334479451179504,0.20857983827590942,0.20055828988552094,0.45010748505592346,0.4627237319946289,0.34976133704185486,0.2689804434776306,0.20430970191955566
1978,-0.04368842765688896,0.06323527544736862,0.043191809207201004,0.1314823180437088,0.03599119186401367,-0.01030989084392786,-0.0007976270862855017,-0.005796830635517836,-0.04191257432103157,0.08089005202054977,0.06106354668736458,-0.034301191568374634,0.0510486364364624,0.06364871561527252
.,0.3567904531955719,0.2166096717119217,0.35288307070732117,0.5934505462646484,0.2702518403530121,0.23446570336818695,0.28971824049949646,0.24314719438552856,0.23694847524166107,0.4645031690597534,0.3485563397407532,0.34427863359451294,0.2877946197986603,0.4130953550338745
