,what,leader,of,the,swiss,reformation,was,a,student,of,lefevre,?
during,0.24137552082538605,0.30160290002822876,0.3869180977344513,0.4838213622570038,0.0717197135090828,0.28119096159935,0.4470829963684082,0.30341604351997375,0.18758854269981384,0.3869180977344513,0.22887150943279266,0.1325719803571701
the,0.42745697498321533,0.27799519896507263,0.733189046382904,1.0,0.17452241480350494,0.3290504217147827,0.48711544275283813,0.5829201340675354,0.21259291470050812,0.733189046382904,0.3053997755050659,0.22068053483963013
protestant,0.23531195521354675,0.26266324520111084,0.31440475583076477,0.2679212689399719,0.24705442786216736,0.6159893274307251,0.25246119499206543,0.22869355976581573,0.2861773669719696,0.31440475583076477,0.41495513916015625,0.14798137545585632
reformation,0.23052695393562317,0.29233691096305847,0.311197429895401,0.3290504217147827,0.15731783211231232,1.0,0.29210031032562256,0.25626492500305176,0.23096023499965668,0.311197429895401,0.3691835105419159,0.14843040704727173
",",0.3087472915649414,0.23893310129642487,0.4946078956127167,0.4933079481124878,0.22296437621116638,0.2554768919944763,0.45456063747406006,0.427140474319458,0.2261858433485031,0.4946078956127167,0.35705500841140747,0.31091248989105225
lefevre,0.3085249066352844,0.3197745978832245,0.2617177665233612,0.3053997755050659,0.30323678255081177,0.3691835105419159,0.30150914192199707,0.26740097999572754,0.2607423663139343,0.2617177665233612,1.0,0.2985549867153168
",",0.3087472915649414,0.23893310129642487,0.4946078956127167,0.4933079481124878,0.22296437621116638,0.2554768919944763,0.45456063747406006,0.427140474319458,0.2261858433485031,0.4946078956127167,0.35705500841140747,0.31091248989105225
a,0.3320399522781372,0.21384623646736145,0.5052502155303955,0.5829201340675354,0.20721806585788727,0.25626492500305176,0.4508470594882965,1.0,0.3207114636898041,0.5052502155303955,0.26740097999572754,0.23916715383529663
professor,0.16376154124736786,0.2722185254096985,0.22687776386737823,0.19516055285930634,0.14154478907585144,0.18825490772724152,0.2879384458065033,0.2867487072944641,0.4570123851299286,0.22687776386737823,0.2257801592350006,0.09837866574525833
at,0.2838611304759979,0.16015151143074036,0.42558613419532776,0.457212895154953,0.12214888632297516,0.1682792603969574,0.36707764863967896,0.3095070421695709,0.2458948791027069,0.42558613419532776,0.17274993658065796,0.21978627145290375
the,0.42745697498321533,0.27799519896507263,0.733189046382904,1.0,0.17452241480350494,0.3290504217147827,0.48711544275283813,0.5829201340675354,0.21259291470050812,0.733189046382904,0.3053997755050659,0.22068053483963013
university,0.20256435871124268,0.19484947621822357,0.30646374821662903,0.263973206281662,0.0672476589679718,0.23833204805850983,0.290752112865448,0.20256656408309937,0.46536099910736084,0.30646374821662903,0.19646663963794708,0.11887256056070328
of,0.33290785551071167,0.24122127890586853,1.0,0.733189046382904,0.13239948451519012,0.311197429895401,0.4069072902202606,0.5052502155303955,0.20310284197330475,1.0,0.2617177665233612,0.1826142966747284
paris,0.12914370000362396,0.14991258084774017,0.19470684230327606,0.24946041405200958,0.24798360466957092,0.215215802192688,0.31941550970077515,0.2185223400592804,0.19349904358386993,0.19470684230327606,0.4113096296787262,0.1491217315196991
",",0.3087472915649414,0.23893310129642487,0.4946078956127167,0.4933079481124878,0.22296437621116638,0.2554768919944763,0.45456063747406006,0.427140474319458,0.2261858433485031,0.4946078956127167,0.35705500841140747,0.31091248989105225
published,0.20457668602466583,0.07299581915140152,0.23023100197315216,0.22017472982406616,0.13866522908210754,0.21059127151966095,0.2896443009376526,0.1993555724620819,0.25096064805984497,0.23023100197315216,0.2320692390203476,0.16280238330364227
his,0.26976513862609863,0.2995552122592926,0.38364991545677185,0.4394008219242096,0.1496613621711731,0.25813475251197815,0.4405253231525421,0.3497250974178314,0.2919376790523529,0.38364991545677185,0.4008457064628601,0.18075084686279297
french,0.17393042147159576,0.14621324837207794,0.19450366497039795,0.2555147111415863,0.4302447438240051,0.18808822333812714,0.2523815333843231,0.24285779893398285,0.19784365594387054,0.19450366497039795,0.43989819288253784,0.1386883556842804
translation,0.22188860177993774,0.10695327818393707,0.18704865872859955,0.26402729749679565,0.05888744071125984,0.32107001543045044,0.14417019486427307,0.21946357190608978,0.2582562267780304,0.18704865872859955,0.2177647352218628,0.22574150562286377
of,0.33290785551071167,0.24122127890586853,1.0,0.733189046382904,0.13239948451519012,0.311197429895401,0.4069072902202606,0.5052502155303955,0.20310284197330475,1.0,0.2617177665233612,0.1826142966747284
the,0.42745697498321533,0.27799519896507263,0.733189046382904,1.0,0.17452241480350494,0.3290504217147827,0.48711544275283813,0.5829201340675354,0.21259291470050812,0.733189046382904,0.3053997755050659,0.22068053483963013
new,0.2130378633737564,0.19141700863838196,0.343457967042923,0.3845241069793701,0.16292332112789154,0.2325991541147232,0.2748313844203949,0.3214259147644043,0.15977053344249725,0.343457967042923,0.20686125755310059,0.14782847464084625
testament,0.24230371415615082,0.14218933880329132,0.2367868572473526,0.2450282722711563,0.1680968701839447,0.3669660985469818,0.17701035737991333,0.15567231178283691,0.12842124700546265,0.2367868572473526,0.34335464239120483,0.19962608814239502
in,0.30808621644973755,0.22669851779937744,0.5696388483047485,0.6662389636039734,0.18513751029968262,0.2716333270072937,0.45514053106307983,0.539380669593811,0.254856139421463,0.5696388483047485,0.21739047765731812,0.20430970191955566
1523,-0.058873407542705536,-0.026018256321549416,-0.0025677902158349752,-0.06523832678794861,0.05552959814667702,-0.040111906826496124,-0.10103319585323334,-0.046761300414800644,0.005206336732953787,-0.0025677902158349752,-0.09086160361766815,-0.1076718270778656
",",0.3087472915649414,0.23893310129642487,0.4946078956127167,0.4933079481124878,0.22296437621116638,0.2554768919944763,0.45456063747406006,0.427140474319458,0.2261858433485031,0.4946078956127167,0.35705500841140747,0.31091248989105225
followed,0.20169416069984436,0.22539235651493073,0.3060508966445923,0.3567860722541809,0.0841398611664772,0.2671942114830017,0.2845839560031891,0.2840714454650879,0.14413902163505554,0.3060508966445923,0.2999669909477234,0.20567169785499573
