,why,does,the,rhine,water,fall,into,depths,at,the,rheinbrech,?
but,0.49691087007522583,0.4353378415107727,0.4859698414802551,0.2086479663848877,0.26752299070358276,0.2770213186740875,0.34283459186553955,0.3012099862098694,0.33498162031173706,0.4859698414802551,0.25713247060775757,0.27921953797340393
then,0.3774382174015045,0.2951544523239136,0.4297412931919098,0.18961727619171143,0.2063850462436676,0.3031569719314575,0.42628222703933716,0.20256119966506958,0.3363982141017914,0.4297412931919098,0.21412038803100586,0.2884598970413208
",",0.2827242314815521,0.28617382049560547,0.4933079481124878,0.167837992310524,0.26706066727638245,0.31587862968444824,0.2826121151447296,0.22404572367668152,0.38314947485923767,0.4933079481124878,0.33382391929626465,0.31091248989105225
at,0.23853865265846252,0.17465277016162872,0.457212895154953,0.19469857215881348,0.14569826424121857,0.22413216531276703,0.2095452845096588,0.24585403501987457,1.0,0.457212895154953,0.22506111860275269,0.21978627145290375
the,0.30742117762565613,0.35928019881248474,1.0,0.30735138058662415,0.297396719455719,0.3639753758907318,0.39493247866630554,0.23700039088726044,0.457212895154953,1.0,0.3351653516292572,0.22068053483963013
so-called,0.3593698740005493,0.2787417471408844,0.48567995429039,0.27603286504745483,0.3573017716407776,0.2878749370574951,0.3756449818611145,0.2859615683555603,0.31939905881881714,0.48567995429039,0.38546720147132874,0.28986620903015137
rheinbrech,0.24833016097545624,0.20402543246746063,0.3351653516292572,0.5904780030250549,0.2303754687309265,0.24229465425014496,0.2627887427806854,0.24187059700489044,0.22506111860275269,0.3351653516292572,1.0000001192092896,0.262052446603775
",",0.2827242314815521,0.28617382049560547,0.4933079481124878,0.167837992310524,0.26706066727638245,0.31587862968444824,0.2826121151447296,0.22404572367668152,0.38314947485923767,0.4933079481124878,0.33382391929626465,0.31091248989105225
the,0.30742117762565613,0.35928019881248474,1.0,0.30735138058662415,0.297396719455719,0.3639753758907318,0.39493247866630554,0.23700039088726044,0.457212895154953,1.0,0.3351653516292572,0.22068053483963013
rhine,0.08587279915809631,0.13532963395118713,0.30735138058662415,1.0,0.18943050503730774,0.2317940890789032,0.1991104632616043,0.19639429450035095,0.19469857215881348,0.30735138058662415,0.5904780030250549,0.13754533231258392
water,0.22638919949531555,0.29202038049697876,0.297396719455719,0.18943050503730774,0.9999998807907104,0.1624404639005661,0.2901814877986908,0.4140015244483948,0.14569826424121857,0.297396719455719,0.2303754687309265,0.14731885492801666
abruptly,0.24553337693214417,0.20811566710472107,0.3869345784187317,0.196137934923172,0.20469950139522552,0.33026495575904846,0.3307495415210724,0.2780115008354187,0.23714636266231537,0.3869345784187317,0.2946435511112213,0.13784849643707275
falls,0.15364472568035126,0.3261214792728424,0.2708098292350769,0.2623627483844757,0.2378469556570053,0.5751982927322388,0.23701578378677368,0.22255274653434753,0.19282472133636475,0.2708098292350769,0.1895105093717575,0.15918700397014618
into,0.2580989897251129,0.22312942147254944,0.39493247866630554,0.1991104632616043,0.2901814877986908,0.27428245544433594,1.0,0.25256967544555664,0.2095452845096588,0.39493247866630554,0.2627887427806854,0.15662476420402527
the,0.30742117762565613,0.35928019881248474,1.0,0.30735138058662415,0.297396719455719,0.3639753758907318,0.39493247866630554,0.23700039088726044,0.457212895154953,1.0,0.3351653516292572,0.22068053483963013
depths,0.27528971433639526,0.20574545860290527,0.23700039088726044,0.19639429450035095,0.4140015244483948,0.21495570242404938,0.25256967544555664,0.9999998807907104,0.24585403501987457,0.23700039088726044,0.24187059700489044,0.21987856924533844
because,0.5926418900489807,0.4424310624599457,0.44596394896507263,0.137385755777359,0.312398225069046,0.22160959243774414,0.2905239760875702,0.23438584804534912,0.32998594641685486,0.44596394896507263,0.22941873967647552,0.2528740465641022
of,0.28464117646217346,0.3119818866252899,0.733189046382904,0.2548927664756775,0.2741255462169647,0.2854328155517578,0.32255905866622925,0.18997697532176971,0.42558613419532776,0.733189046382904,0.35223156213760376,0.1826142966747284
the,0.30742117762565613,0.35928019881248474,1.0,0.30735138058662415,0.297396719455719,0.3639753758907318,0.39493247866630554,0.23700039088726044,0.457212895154953,1.0,0.3351653516292572,0.22068053483963013
greater,0.1395755410194397,0.20582076907157898,0.2814446687698364,0.13907714188098907,0.30313700437545776,0.19651277363300323,0.18935972452163696,0.27310723066329956,0.17670537531375885,0.2814446687698364,0.18211813271045685,0.09723397344350815
density,0.1450415998697281,0.1485164910554886,0.2451544851064682,0.1305445283651352,0.3195847272872925,0.13866600394248962,0.11808500438928604,0.28051576018333435,0.12024004012346268,0.2451544851064682,0.23784536123275757,0.1457761973142624
of,0.28464117646217346,0.3119818866252899,0.733189046382904,0.2548927664756775,0.2741255462169647,0.2854328155517578,0.32255905866622925,0.18997697532176971,0.42558613419532776,0.733189046382904,0.35223156213760376,0.1826142966747284
cold,0.1674410104751587,0.19566471874713898,0.2897129952907562,0.12640050053596497,0.3195118308067322,0.29521629214286804,0.20739319920539856,0.27869343757629395,0.19373497366905212,0.2897129952907562,0.1949339210987091,0.12272877991199493
water,0.22638919949531555,0.29202038049697876,0.297396719455719,0.18943050503730774,0.9999998807907104,0.1624404639005661,0.2901814877986908,0.4140015244483948,0.14569826424121857,0.297396719455719,0.2303754687309265,0.14731885492801666
.,0.32909876108169556,0.3022993505001068,0.5934505462646484,0.2089352011680603,0.26634910702705383,0.2718521058559418,0.26250120997428894,0.25857874751091003,0.4549728035926819,0.5934505462646484,0.3629181385040283,0.4130953550338745
