,which,performers,joined,the,headliner,during,the,super,bowl,50,halftime,show,?
the,0.6521818041801453,0.2311975508928299,0.2943263649940491,1.0,0.2527426779270172,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.25759580731391907,0.18863414227962494,0.126203253865242,0.21959073841571808,0.17622950673103333,0.16951335966587067,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.23468568921089172,0.21752095222473145,0.10326999425888062,0.21576224267482758,0.17323504388332367,0.22041946649551392,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.19135026633739471,0.21118052303791046
50,0.022181637585163116,0.04357623681426048,0.020344801247119904,0.03602437674999237,0.040762048214673996,0.07054752856492996,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.010851318016648293,0.13040520250797272,0.030512850731611252
halftime,0.27708420157432556,0.4207268953323364,0.22569529712200165,0.31780552864074707,0.45072028040885925,0.4305741488933563,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.010851318016648293,1.0000001192092896,0.3664279878139496,0.21138669550418854
show,0.32096749544143677,0.358512282371521,0.16238009929656982,0.319829523563385,0.26770952343940735,0.2252446562051773,0.319829523563385,0.16737808287143707,0.19135026633739471,0.13040520250797272,0.3664279878139496,0.9999999403953552,0.2520138621330261
was,0.2830964922904968,0.21132627129554749,0.3172960579395294,0.48711544275283813,0.24458590149879456,0.4470829963684082,0.48711544275283813,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.3564006984233856,0.20142383873462677,0.18412111699581146
headlined,0.23312006890773773,0.37757447361946106,0.2817322015762329,0.2894550859928131,0.8674444556236267,0.22189125418663025,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.07918412983417511,0.4387337267398834,0.2542087435722351,0.26601076126098633
by,0.40543368458747864,0.21201154589653015,0.22854556143283844,0.4408751428127289,0.20560121536254883,0.3220438063144684,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.3021155297756195,0.2779667377471924,0.17966607213020325
the,0.6521818041801453,0.2311975508928299,0.2943263649940491,1.0,0.2527426779270172,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31780552864074707,0.319829523563385,0.22068053483963013
british,0.2002234309911728,0.18715229630470276,0.19527113437652588,0.28973397612571716,0.16142311692237854,0.20890392363071442,0.28973397612571716,0.09609456360340118,0.07435981184244156,-0.0867072194814682,0.15968884527683258,0.23710712790489197,0.09711728990077972
rock,0.2919301390647888,0.2661331295967102,0.137273907661438,0.23786304891109467,0.23493702709674835,0.18598216772079468,0.23786304891109467,0.1722574681043625,0.18685930967330933,0.09487134218215942,0.4056971073150635,0.2837616503238678,0.13172835111618042
group,0.32466647028923035,0.18941980600357056,0.26720094680786133,0.30795547366142273,0.1279526948928833,0.18818572163581848,0.30795547366142273,0.19919921457767487,0.07137768715620041,0.030915753915905952,0.1973573863506317,0.24681155383586884,0.13827809691429138
coldplay,0.266986221075058,0.3607291877269745,0.1786034107208252,0.2809646725654602,0.4247424602508545,0.196151003241539,0.2809646725654602,0.1792786419391632,0.2318706214427948,0.061377592384815216,0.5025559067726135,0.28030601143836975,0.2499987930059433
with,0.46403205394744873,0.20611190795898438,0.3091675937175751,0.4223487675189972,0.26493802666664124,0.28545209765434265,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.3187163174152374,0.3004990220069885,0.2433311939239502
special,0.3709421753883362,0.217904731631279,0.1008201539516449,0.3027077615261078,0.1563386768102646,0.18424199521541595,0.3027077615261078,0.2675681412220001,0.188632994890213,0.010398488491773605,0.2269991636276245,0.2602277398109436,0.29623302817344666
guest,0.15326280891895294,0.3861766457557678,0.15952064096927643,0.17925196886062622,0.32187139987945557,0.18339216709136963,0.17925196886062622,0.14743146300315857,0.15391510725021362,-0.035958822816610336,0.3126589357852936,0.4285869300365448,0.23479853570461273
performers,0.24250949919223785,0.9999998807907104,0.13316413760185242,0.2311975508928299,0.38823673129081726,0.2257702499628067,0.2311975508928299,0.18863414227962494,0.21752095222473145,0.04357623681426048,0.4207268953323364,0.358512282371521,0.1344873309135437
beyoncé,0.17179223895072937,0.37804171442985535,0.09379855543375015,0.2099055051803589,0.4204278290271759,0.1856650859117508,0.2099055051803589,0.24138446152210236,0.12174837291240692,0.06065298616886139,0.4306446313858032,0.2562267482280731,0.25188755989074707
and,0.506277859210968,0.26166966557502747,0.31977471709251404,0.5171257257461548,0.21078087389469147,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.3455478549003601,0.20544172823429108
bruno,0.12552030384540558,0.19772879779338837,0.18353192508220673,0.15010739862918854,0.19560104608535767,0.16646124422550201,0.15010739862918854,0.18888013064861298,0.16676555573940277,0.02545374073088169,0.26777195930480957,0.0929812416434288,0.1273501217365265
mars,0.1841440051794052,0.1754826307296753,0.08108675479888916,0.22427980601787567,0.17481911182403564,0.16332504153251648,0.22427980601787567,0.07628661394119263,0.10299471765756607,0.05056136101484299,0.1926746964454651,0.2031152993440628,0.1826961636543274
