,who,led,richard,'s,troops,when,cyprus,was,conquered,?
various,0.21537287533283234,0.19415949285030365,0.0873955562710762,0.0089445561170578,0.20609794557094574,0.26877567172050476,0.1392931342124939,0.14120686054229736,0.16720077395439148,0.12823495268821716
princes,0.1956983059644699,0.13842828571796417,0.15212325751781464,-0.048519741743803024,0.28260913491249084,0.15675193071365356,0.1349569857120514,0.16042394936084747,0.32402855157852173,0.10049814730882645
of,0.2827862501144409,0.32918456196784973,0.2227524220943451,-0.03817026689648628,0.23602326214313507,0.3757161796092987,0.24310660362243652,0.4069072902202606,0.30313581228256226,0.1826142966747284
the,0.3733934462070465,0.3267505168914795,0.2087954580783844,-0.01540423184633255,0.3229958415031433,0.5091903209686279,0.19548389315605164,0.48711544275283813,0.3127642273902893,0.22068053483963013
holy,0.1764112412929535,0.12028629332780838,0.12296812981367111,0.01974828913807869,0.18618781864643097,0.16601495444774628,0.15781570971012115,0.19543759524822235,0.29468587040901184,0.18148104846477509
land,0.2111203372478485,0.18420395255088806,0.24324296414852142,0.10497291386127472,0.2944841980934143,0.20329858362674713,0.16092821955680847,0.23751215636730194,0.25345829129219055,0.1432059109210968
arrived,0.29454702138900757,0.31648391485214233,0.13570833206176758,-0.0309759508818388,0.398158997297287,0.31268149614334106,0.13946305215358734,0.363562673330307,0.36379384994506836,0.1681029200553894
in,0.2792111933231354,0.2990247309207916,0.23321768641471863,-0.037580832839012146,0.25826749205589294,0.4431333839893341,0.1788414567708969,0.45514053106307983,0.287716805934906,0.20430970191955566
limassol,0.14403916895389557,0.20613092184066772,0.17451179027557373,-0.012598884291946888,0.2924138903617859,0.1891574263572693,0.37071511149406433,0.29830169677734375,0.3426148593425751,0.09044361859560013
at,0.22096660733222961,0.21907441318035126,0.18125692009925842,-0.08481216430664062,0.23513081669807434,0.38876327872276306,0.2071363925933838,0.36707764863967896,0.17358431220054626,0.21978627145290375
the,0.3733934462070465,0.3267505168914795,0.2087954580783844,-0.01540423184633255,0.3229958415031433,0.5091903209686279,0.19548389315605164,0.48711544275283813,0.3127642273902893,0.22068053483963013
same,0.26448050141334534,0.1813296675682068,0.15476557612419128,0.0036877936217933893,0.15723483264446259,0.37020012736320496,0.13088902831077576,0.27172183990478516,0.1701255589723587,0.22649677097797394
time,0.36634087562561035,0.2540654242038727,0.189462810754776,0.01301188487559557,0.16291162371635437,0.4363728165626526,0.20239673554897308,0.3641340136528015,0.26372385025024414,0.27391523122787476
",",0.3365725874900818,0.22548827528953552,0.27245110273361206,-0.0016132977325469255,0.23846548795700073,0.36674630641937256,0.24421082437038422,0.45456063747406006,0.2528323531150818,0.31091248989105225
in,0.2792111933231354,0.2990247309207916,0.23321768641471863,-0.037580832839012146,0.25826749205589294,0.4431333839893341,0.1788414567708969,0.45514053106307983,0.287716805934906,0.20430970191955566
particular,0.304595410823822,0.2060960829257965,0.11977144330739975,0.004080382641404867,0.12058287113904953,0.33299341797828674,0.21326960623264313,0.20213615894317627,0.1014968529343605,0.2741454839706421
guy,0.25973543524742126,0.16531160473823547,0.26769691705703735,-0.07749800384044647,0.1411687433719635,0.12953288853168488,0.0970740020275116,0.18860884010791779,0.10778577625751495,0.2167169600725174
de,0.18189555406570435,0.1650221049785614,0.17174455523490906,0.018396059051156044,0.17229586839675903,0.15837545692920685,0.17899362742900848,0.20575080811977386,0.17320778965950012,0.11064168810844421
lusignan,0.21088403463363647,0.16565369069576263,0.25245848298072815,-0.03725394234061241,0.2835109531879425,0.21865293383598328,0.3221825957298279,0.23642385005950928,0.3003317713737488,0.21087659895420074
.,0.3541337847709656,0.19335708022117615,0.24983328580856323,-0.003708066651597619,0.19217929244041443,0.475719153881073,0.20954088866710663,0.40146201848983765,0.21604345738887787,0.4130953550338745
,who,led,richard,'s,troops,when,cyprus,was,conquered,?
richard,0.27835920453071594,0.19506849348545074,0.9999999403953552,-0.04731119051575661,0.18348777294158936,0.18583287298679352,0.13274773955345154,0.26966050267219543,0.13047869503498077,0.15003317594528198
then,0.29952746629714966,0.15221591293811798,0.1470576971769333,0.010921895503997803,0.19412748515605927,0.6026323437690735,0.1606878936290741,0.27044644951820374,0.26607099175453186,0.2884598970413208
proceeded,0.17024369537830353,0.28909459710121155,0.12758979201316833,-0.10751664638519287,0.2871149182319641,0.29781997203826904,0.09679359942674637,0.28785401582717896,0.23522493243217468,0.15368618071079254
to,0.42656609416007996,0.21815308928489685,0.213526651263237,0.03782717138528824,0.23654340207576752,0.5423505902290344,0.15472561120986938,0.3636345863342285,0.2174634039402008,0.29463258385658264
conquer,0.21495302021503448,0.2877511978149414,0.16510950028896332,0.0010929754935204983,0.4245500862598419,0.1885312795639038,0.21218325197696686,0.19216717779636383,0.818066418170929,0.1431300938129425
the,0.3733934462070465,0.3267505168914795,0.2087954580783844,-0.01540423184633255,0.3229958415031433,0.5091903209686279,0.19548389315605164,0.48711544275283813,0.3127642273902893,0.22068053483963013
whole,0.28527554869651794,0.21874696016311646,0.1731497198343277,0.08568435162305832,0.1815805584192276,0.3172232210636139,0.16249892115592957,0.22826434671878815,0.2549572288990021,0.21052291989326477
island,0.222096249461174,0.16695496439933777,0.131516233086586,-0.009167729876935482,0.20902876555919647,0.15868309140205383,0.27993038296699524,0.23908254504203796,0.25251346826553345,0.0887429490685463
",",0.3365725874900818,0.22548827528953552,0.27245110273361206,-0.0016132977325469255,0.23846548795700073,0.36674630641937256,0.24421082437038422,0.45456063747406006,0.2528323531150818,0.31091248989105225
his,0.44966956973075867,0.30691808462142944,0.2745850384235382,0.047556519508361816,0.27462512254714966,0.37120407819747925,0.15317727625370026,0.4405253231525421,0.27907538414001465,0.18075084686279297
troops,0.2254970222711563,0.35978636145591736,0.18348777294158936,0.06779379397630692,1.0000001192092896,0.22471703588962555,0.19078943133354187,0.2910937964916229,0.4072706699371338,0.14329779148101807
being,0.44037187099456787,0.19199872016906738,0.17325307428836823,-0.055871423333883286,0.17879843711853027,0.47212454676628113,0.11557868868112564,0.5201660394668579,0.2234443873167038,0.26743772625923157
led,0.2450801581144333,0.9999999403953552,0.19506849348545074,-0.01628696173429489,0.35978636145591736,0.2072276622056961,0.15809839963912964,0.34443995356559753,0.3273971676826477,0.09273858368396759
by,0.39727845788002014,0.30694612860679626,0.24423328042030334,-0.010884488001465797,0.2625257074832916,0.4376842677593231,0.06797947734594345,0.4752357602119446,0.2664005160331726,0.17966607213020325
guy,0.25973543524742126,0.16531160473823547,0.26769691705703735,-0.07749800384044647,0.1411687433719635,0.12953288853168488,0.0970740020275116,0.18860884010791779,0.10778577625751495,0.2167169600725174
de,0.18189555406570435,0.1650221049785614,0.17174455523490906,0.018396059051156044,0.17229586839675903,0.15837545692920685,0.17899362742900848,0.20575080811977386,0.17320778965950012,0.11064168810844421
lusignan,0.21088403463363647,0.16565369069576263,0.25245848298072815,-0.03725394234061241,0.2835109531879425,0.21865293383598328,0.3221825957298279,0.23642385005950928,0.3003317713737488,0.21087659895420074
.,0.3541337847709656,0.19335708022117615,0.24983328580856323,-0.003708066651597619,0.19217929244041443,0.475719153881073,0.20954088866710663,0.40146201848983765,0.21604345738887787,0.4130953550338745
