,what,does,luther,write,that,this,life,does,n't,have,?
we,0.5622460842132568,0.4014210104942322,0.16611410677433014,0.39617079496383667,0.5259829759597778,0.4555104374885559,0.24230459332466125,0.4014210104942322,-0.048979151993989944,0.47626152634620667,0.535264790058136
will,0.3510494530200958,0.583926260471344,0.12248248606920242,0.2882385849952698,0.4857470989227295,0.42301562428474426,0.2012300342321396,0.583926260471344,-0.13504596054553986,0.4443284869194031,0.35046905279159546
commit,0.31416571140289307,0.2655937969684601,0.18480119109153748,0.26296529173851013,0.31462377309799194,0.2500300705432892,0.21295703947544098,0.2655937969684601,-0.07020881026983261,0.2675579786300659,0.25227099657058716
sins,0.33222049474716187,0.2634212076663971,0.2672843933105469,0.27607882022857666,0.3170729875564575,0.328360915184021,0.25928550958633423,0.2634212076663971,-0.02165491320192814,0.2646573483943939,0.2956109941005707
while,0.35511791706085205,0.3243313729763031,0.16301193833351135,0.19274543225765228,0.43523597717285156,0.3306356966495514,0.26207923889160156,0.3243313729763031,-0.11986064165830612,0.3577405512332916,0.21076419949531555
we,0.5622460842132568,0.4014210104942322,0.16611410677433014,0.39617079496383667,0.5259829759597778,0.4555104374885559,0.24230459332466125,0.4014210104942322,-0.048979151993989944,0.47626152634620667,0.535264790058136
are,0.29724663496017456,0.3126322329044342,0.13997888565063477,0.2052805870771408,0.45265161991119385,0.35762670636177063,0.194062277674675,0.3126322329044342,-0.1517762839794159,0.6577680706977844,0.24591213464736938
here,0.5220553874969482,0.360707551240921,0.2243313491344452,0.29625245928764343,0.48036354780197144,0.5069567561149597,0.20437029004096985,0.360707551240921,0.0005693761631846428,0.5184332728385925,0.5686008334159851
",",0.3087472915649414,0.28617382049560547,0.23255878686904907,0.24658997356891632,0.4137537479400635,0.4316047728061676,0.24050940573215485,0.28617382049560547,0.11016341298818588,0.3541618287563324,0.31091248989105225
for,0.3017193675041199,0.35159170627593994,0.12958186864852905,0.3243878483772278,0.4137635827064514,0.5082864165306091,0.244698166847229,0.35159170627593994,-0.05512906610965729,0.41175219416618347,0.264628142118454
this,0.5489566326141357,0.4166489243507385,0.17328955233097076,0.3430570960044861,0.6909449696540833,0.9999999403953552,0.2367650419473648,0.4166489243507385,-0.11459717154502869,0.4660032093524933,0.3155723512172699
life,0.24693015217781067,0.14979252219200134,0.20761863887310028,0.21449708938598633,0.2885509729385376,0.2367650419473648,1.0,0.14979252219200134,0.1685730218887329,0.25565779209136963,0.21677987277507782
is,0.28837618231773376,0.4403602182865143,0.08282390236854553,0.23610058426856995,0.3995479643344879,0.480927973985672,0.2110576033592224,0.4403602182865143,0.028099019080400467,0.3613572418689728,0.22961433231830597
not,0.5449194312095642,0.6355478763580322,0.21636232733726501,0.33445051312446594,0.6600887179374695,0.557635486125946,0.2449619174003601,0.6355478763580322,-0.11552248895168304,0.5619372129440308,0.41942933201789856
a,0.3320399522781372,0.38201746344566345,0.17967689037322998,0.29025161266326904,0.47537946701049805,0.5422310829162598,0.27076753973960876,0.38201746344566345,0.013574101030826569,0.338716596364975,0.23916715383529663
place,0.2689766585826874,0.19848348200321198,0.1430625468492508,0.18219594657421112,0.32320237159729004,0.34875795245170593,0.195503830909729,0.19848348200321198,-0.08750832825899124,0.27448856830596924,0.2455766350030899
where,0.4457937180995941,0.2965966761112213,0.15538732707500458,0.2859428822994232,0.4876193106174469,0.4012809097766876,0.19339025020599365,0.2965966761112213,-0.13775071501731873,0.412650465965271,0.24793872237205505
justice,0.21462921798229218,0.16091451048851013,0.19309739768505096,0.16257831454277039,0.23929592967033386,0.15967333316802979,0.16468119621276855,0.16091451048851013,0.052147116512060165,0.11963403224945068,0.19269752502441406
resides,0.17204448580741882,0.20863188803195953,0.09237945824861526,0.13788381218910217,0.1505429446697235,0.14781776070594788,0.11962255835533142,0.20863188803195953,0.08742182701826096,0.16130658984184265,0.1371145099401474
.,0.3567904531955719,0.3022993505001068,0.24907569587230682,0.2647448778152466,0.4460422694683075,0.500583827495575,0.3029138445854187,0.3022993505001068,0.01884327083826065,0.41614407300949097,0.4130953550338745
'',0.08143015950918198,-0.004023602232336998,-0.04572787508368492,0.05656430125236511,0.007880004122853279,0.015337302349507809,-0.05567263066768646,-0.004023602232336998,0.017899289727211,0.0312618687748909,0.018684765323996544
