,what,is,the,most,rainfall,recorded,in,a,24,hour,period,in,fresno,?
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.24584579467773438,0.2759207487106323,0.6662389636039734,0.5829201340675354,0.009148004464805126,0.2386610209941864,0.3125074505805969,0.6662389636039734,0.22571885585784912,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,1.0,0.22586441040039062,0.2863507866859436,0.41416558623313904,0.3508910834789276,-0.01950681582093239,0.13773997128009796,0.22773921489715576,0.41416558623313904,0.1402399241924286,0.2107497900724411
rainfall,0.1762358695268631,0.21350988745689392,0.24584579467773438,0.22586441040039062,1.0,0.29039904475212097,0.24792563915252686,0.19354234635829926,-0.09227126836776733,0.2775069773197174,0.25057223439216614,0.24792563915252686,0.23467150330543518,0.17489276826381683
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.24792563915252686,0.27585887908935547,1.0,0.539380669593811,-0.0006371065974235535,0.18130972981452942,0.23051127791404724,1.0,0.26126348972320557,0.20430970191955566
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.5404669642448425,0.2157595008611679,0.22617247700691223,0.4129433035850525,0.4910551905632019,0.025000903755426407,0.26246321201324463,0.27993202209472656,0.4129433035850525,0.1632690131664276,0.2673267424106598
month,0.21444633603096008,0.19347962737083435,0.2821349799633026,0.2303512543439865,0.32587921619415283,0.2140488475561142,0.2385365217924118,0.2331215739250183,-0.14084525406360626,0.3305794596672058,0.38887038826942444,0.2385365217924118,0.1720394492149353,0.23961511254310608
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.29933857917785645,0.202146515250206,0.328198105096817,0.45514053106307983,0.4508470594882965,-0.06428006291389465,0.1948726773262024,0.2820133864879608,0.45514053106307983,0.2749030292034149,0.18412111699581146
9.54,0.13633514940738678,0.02579117752611637,-0.04970436915755272,0.023047547787427902,-0.026456402614712715,-0.002288944087922573,-0.0337151400744915,0.015233458951115608,0.012704974971711636,0.12310362607240677,0.08427327126264572,-0.0337151400744915,0.027948047965765,0.15821363031864166
inches,0.18465489149093628,0.23922942578792572,0.23460479080677032,0.1880532205104828,0.44736942648887634,0.23919378221035004,0.21515873074531555,0.2634560465812683,0.02718246541917324,0.3141325116157532,0.1660221517086029,0.21515873074531555,0.25258195400238037,0.17945347726345062
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.19782719016075134,0.19191798567771912,0.3087427020072937,0.3206180930137634,-0.08650471270084381,0.19172394275665283,0.22779083251953125,0.3087427020072937,0.188642680644989,0.40561532974243164
242.3,0.1528647094964981,0.12679031491279602,0.1563994586467743,0.07777944207191467,0.17732550203800201,0.1812896728515625,0.12743929028511047,0.1373702585697174,-0.01704825833439827,0.2090194970369339,0.10424794256687164,0.12743929028511047,0.15629766881465912,0.0945827066898346
mm,0.16184760630130768,0.18653631210327148,0.20466946065425873,0.21831007301807404,0.4247162640094757,0.15257573127746582,0.14156535267829895,0.22900144755840302,-0.04973050206899643,0.2529369294643402,0.13436411321163177,0.14156535267829895,0.17864727973937988,0.16094553470611572
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.18849880993366241,0.18814605474472046,0.3326910734176636,0.3640355169773102,-0.07664286345243454,0.2031816989183426,0.2531823217868805,0.3326910734176636,0.20478583872318268,0.42300865054130554
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.24792563915252686,0.27585887908935547,1.0,0.539380669593811,-0.0006371065974235535,0.18130972981452942,0.23051127791404724,1.0,0.26126348972320557,0.20430970191955566
november,0.23963461816310883,0.24317221343517303,0.25734350085258484,0.17338785529136658,0.15057869255542755,0.14512330293655396,0.27148663997650146,0.22458937764167786,-0.05634459853172302,0.17674589157104492,0.18118563294410706,0.27148663997650146,0.2268792688846588,0.3159552216529846
1885,-0.03922257572412491,0.1174071729183197,0.07030917704105377,-0.04557077959179878,0.1435389369726181,0.0016570365987718105,0.10833704471588135,-0.006929529830813408,-0.0830455869436264,-0.06993954628705978,-0.08238601684570312,0.10833704471588135,0.1469203233718872,-0.20159123837947845
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.21498344838619232,0.18660911917686462,0.4954058527946472,0.3739250600337982,-0.07919558882713318,0.20754459500312805,0.23878438770771027,0.4954058527946472,0.21513071656227112,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.24584579467773438,0.2759207487106323,0.6662389636039734,0.5829201340675354,0.009148004464805126,0.2386610209941864,0.3125074505805969,0.6662389636039734,0.22571885585784912,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,1.0,0.22586441040039062,0.2863507866859436,0.41416558623313904,0.3508910834789276,-0.01950681582093239,0.13773997128009796,0.22773921489715576,0.41416558623313904,0.1402399241924286,0.2107497900724411
rainfall,0.1762358695268631,0.21350988745689392,0.24584579467773438,0.22586441040039062,1.0,0.29039904475212097,0.24792563915252686,0.19354234635829926,-0.09227126836776733,0.2775069773197174,0.25057223439216614,0.24792563915252686,0.23467150330543518,0.17489276826381683
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.24792563915252686,0.27585887908935547,1.0,0.539380669593811,-0.0006371065974235535,0.18130972981452942,0.23051127791404724,1.0,0.26126348972320557,0.20430970191955566
