,what,is,issued,once,construction,is,complete,and,a,final,inspection,has,been,passed,?
once,0.38428619503974915,0.3481405973434448,0.11011400073766708,1.0,0.19799721240997314,0.3481405973434448,0.228422150015831,0.31971874833106995,0.4225178360939026,0.21872805058956146,0.17892423272132874,0.40599149465560913,0.48635080456733704,0.23670801520347595,0.17750471830368042
construction,0.20329850912094116,0.2135658711194992,0.18752749264240265,0.19799721240997314,1.0,0.2135658711194992,0.2923802435398102,0.22762417793273926,0.25036895275115967,0.14326442778110504,0.3879791796207428,0.15867465734481812,0.2614573836326599,0.146336629986763,0.13494056463241577
is,0.28837618231773376,1.0,0.13596922159194946,0.3481405973434448,0.2135658711194992,1.0,0.2201630026102066,0.3859752118587494,0.658733606338501,0.1859603077173233,0.20575515925884247,0.5668748617172241,0.39566612243652344,0.17212356626987457,0.22961433231830597
complete,0.29213884472846985,0.2201630026102066,0.12218134105205536,0.228422150015831,0.2923802435398102,0.2201630026102066,1.0,0.20886704325675964,0.29913821816444397,0.27032673358917236,0.2912740409374237,0.1855987161397934,0.24652709066867828,0.2187802493572235,0.11962060630321503
and,0.31309178471565247,0.3859752118587494,0.1752057820558548,0.31971874833106995,0.22762417793273926,0.3859752118587494,0.20886704325675964,1.0,0.3739250600337982,0.2635152339935303,0.25664010643959045,0.43716782331466675,0.3424558639526367,0.2603820264339447,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.2503507733345032,0.4225178360939026,0.25036895275115967,0.658733606338501,0.29913821816444397,0.3739250600337982,1.0,0.24625235795974731,0.29820793867111206,0.4670248031616211,0.3315402865409851,0.24766449630260468,0.23916715383529663
final,0.20972409844398499,0.1859603077173233,0.18029819428920746,0.21872805058956146,0.14326442778110504,0.1859603077173233,0.27032673358917236,0.2635152339935303,0.24625235795974731,1.0000001192092896,0.2548831105232239,0.15146847069263458,0.14671653509140015,0.2133021503686905,0.17315025627613068
inspection,0.2216479778289795,0.20575515925884247,0.27249953150749207,0.17892423272132874,0.3879791796207428,0.20575515925884247,0.2912740409374237,0.25664010643959045,0.29820793867111206,0.2548831105232239,0.9999999403953552,0.23045997321605682,0.2838102877140045,0.266886830329895,0.19536669552326202
has,0.20338068902492523,0.5668748617172241,0.1318286508321762,0.40599149465560913,0.15867465734481812,0.5668748617172241,0.1855987161397934,0.43716782331466675,0.4670248031616211,0.15146847069263458,0.23045997321605682,1.0,0.6162750124931335,0.20046541094779968,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.2186536341905594,0.48635080456733704,0.2614573836326599,0.39566612243652344,0.24652709066867828,0.3424558639526367,0.3315402865409851,0.14671653509140015,0.2838102877140045,0.6162750124931335,0.9999998807907104,0.2722089886665344,0.24354910850524902
passed,0.22233739495277405,0.17212356626987457,0.29480329155921936,0.23670801520347595,0.146336629986763,0.17212356626987457,0.2187802493572235,0.2603820264339447,0.24766449630260468,0.2133021503686905,0.266886830329895,0.20046541094779968,0.2722089886665344,1.0,0.12064517289400101
",",0.3087472915649414,0.4691906273365021,0.21577242016792297,0.32163992524147034,0.23704268038272858,0.4691906273365021,0.23945219814777374,0.6633074283599854,0.427140474319458,0.24864837527275085,0.23453015089035034,0.3734780251979828,0.34873589873313904,0.23382075130939484,0.31091248989105225
an,0.2821882665157318,0.4654068350791931,0.0836237221956253,0.23859448730945587,0.13825856149196625,0.4654068350791931,0.2157072126865387,0.2838519215583801,0.44552403688430786,0.18066252768039703,0.16105464100837708,0.2991473078727722,0.24947525560855865,0.22781316936016083,0.19793890416622162
occupancy,0.248927503824234,0.20306672155857086,0.18018460273742676,0.12455235421657562,0.3128243088722229,0.20306672155857086,0.1435409039258957,0.31793710589408875,0.2573648691177368,0.1073007881641388,0.2887832522392273,0.15435726940631866,0.16927307844161987,0.17024509608745575,0.17207257449626923
permit,0.2713043689727783,0.16206875443458557,0.2888927161693573,0.23454433679580688,0.21023379266262054,0.16206875443458557,0.21856458485126495,0.24865493178367615,0.2576712369918823,0.14634735882282257,0.2880863547325134,0.1692437082529068,0.2515268921852112,0.2709115147590637,0.17485858500003815
may,0.25739946961402893,0.322792649269104,0.1738734096288681,0.22763441503047943,0.16899748146533966,0.322792649269104,0.1763201802968979,0.34598252177238464,0.29255667328834534,0.1501023918390274,0.21888895332813263,0.2377731204032898,0.2982436716556549,0.1738145798444748,0.2768254578113556
be,0.3929833769798279,0.4819129705429077,0.1719207912683487,0.41816776990890503,0.23028753697872162,0.4819129705429077,0.22863243520259857,0.41766801476478577,0.39883795380592346,0.16302402317523956,0.2859821915626526,0.3863394856452942,0.5304332375526428,0.23445354402065277,0.3324260413646698
issued,0.18988175690174103,0.13596922159194946,0.9999999403953552,0.11011400073766708,0.18752749264240265,0.13596922159194946,0.12218134105205536,0.1752057820558548,0.2503507733345032,0.18029819428920746,0.27249953150749207,0.1318286508321762,0.2186536341905594,0.29480329155921936,0.169851616024971
.,0.3567904531955719,0.4569662809371948,0.2158607542514801,0.32454150915145874,0.23682771623134613,0.4569662809371948,0.2471141666173935,0.588965117931366,0.50484299659729,0.24325628578662872,0.27015966176986694,0.4105546176433563,0.33645182847976685,0.23110949993133545,0.4130953550338745
