,what,are,abc,'s,current,daytime,talk,shows,?
abc,0.1317344456911087,0.06184951588511467,1.0000001192092896,0.06670809537172318,0.17589730024337769,0.32957881689071655,0.2639772891998291,0.3304527997970581,0.19065172970294952
's,0.02692362666130066,-0.008927806280553341,0.06670809537172318,0.9999999403953552,0.004145179875195026,0.017330700531601906,0.011726080439984798,0.02703757770359516,-0.023395681753754616
daytime,0.18597152829170227,0.2505473494529724,0.32957881689071655,0.017330700531601906,0.17224523425102234,1.0000001192092896,0.22933343052864075,0.27836883068084717,0.17830818891525269
schedule,0.22513388097286224,0.19186674058437347,0.24818992614746094,0.019238965585827827,0.20253942906856537,0.3285502791404724,0.2411121129989624,0.21770626306533813,0.16743622720241547
currently,0.21436211466789246,0.3489539325237274,0.21135549247264862,-0.0480838343501091,0.5213339328765869,0.20638617873191833,0.19649530947208405,0.2469738870859146,0.1861555278301239
features,0.20126673579216003,0.30492109060287476,0.21464884281158447,0.009004111401736736,0.14681021869182587,0.27618616819381714,0.23384225368499756,0.3374378979206085,0.23497378826141357
talk,0.4448079466819763,0.258561909198761,0.2639772891998291,0.011726080439984798,0.23194244503974915,0.22933343052864075,1.0000001192092896,0.23918253183364868,0.6033820509910583
shows,0.30282244086265564,0.29522567987442017,0.3304527997970581,0.02703757770359516,0.2020818591117859,0.27836883068084717,0.23918253183364868,0.9999999403953552,0.2040930688381195
the,0.42745697498321533,0.40399202704429626,0.2068762183189392,-0.01540423184633255,0.3314409554004669,0.2526528239250183,0.2565208673477173,0.36348509788513184,0.22068053483963013
view,0.2818201184272766,0.1930849850177765,0.1534276157617569,0.08296377211809158,0.18001092970371246,0.12179362773895264,0.24216923117637634,0.23454883694648743,0.17672975361347198
and,0.31309178471565247,0.48576638102531433,0.16453155875205994,0.06895173341035843,0.23919939994812012,0.30179908871650696,0.2586424648761749,0.34104886651039124,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,0.2068762183189392,-0.01540423184633255,0.3314409554004669,0.2526528239250183,0.2565208673477173,0.36348509788513184,0.22068053483963013
chew,0.22411519289016724,0.24463313817977905,0.09105020761489868,0.06860892474651337,0.10670333355665207,0.15393759310245514,0.2275567501783371,0.1396574229001999,0.19586901366710663
",",0.3087472915649414,0.4062570035457611,0.2097204476594925,-0.0016132977325469255,0.29341426491737366,0.24570508301258087,0.29342958331108093,0.26986414194107056,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.16453155875205994,0.06895173341035843,0.23919939994812012,0.30179908871650696,0.2586424648761749,0.34104886651039124,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,0.2068762183189392,-0.01540423184633255,0.3314409554004669,0.2526528239250183,0.2565208673477173,0.36348509788513184,0.22068053483963013
soap,0.17847999930381775,0.14001549780368805,0.30289196968078613,0.08452301472425461,0.16397356986999512,0.36783695220947266,0.1734686642885208,0.23132741451263428,0.1800997406244278
opera,0.19126243889331818,0.10215061902999878,0.28884679079055786,0.014315725304186344,0.15459243953227997,0.2452889382839203,0.18726800382137299,0.2169400453567505,0.12079104036092758
general,0.24928055703639984,0.15219135582447052,0.1430114507675171,-0.0757286474108696,0.2504696547985077,0.03872622549533844,0.1649518460035324,0.12306287884712219,0.1972234547138214
hospital,0.14525319635868073,0.09803600609302521,0.1614045947790146,-0.08554291725158691,0.0962599590420723,0.19835811853408813,0.15494687855243683,0.12680497765541077,0.12508831918239594
",",0.3087472915649414,0.4062570035457611,0.2097204476594925,-0.0016132977325469255,0.29341426491737366,0.24570508301258087,0.29342958331108093,0.26986414194107056,0.31091248989105225
the,0.42745697498321533,0.40399202704429626,0.2068762183189392,-0.01540423184633255,0.3314409554004669,0.2526528239250183,0.2565208673477173,0.36348509788513184,0.22068053483963013
latter,0.25606152415275574,0.20286884903907776,0.09004172682762146,0.09834528714418411,0.23782044649124146,0.19128799438476562,0.20604273676872253,0.17853941023349762,0.12733961641788483
of,0.33290785551071167,0.39081433415412903,0.14607268571853638,-0.03817026689648628,0.31470298767089844,0.1889222264289856,0.15524029731750488,0.3410852253437042,0.1826142966747284
which,0.5261979103088379,0.42922598123550415,0.1991286277770996,0.03856118768453598,0.20667576789855957,0.26539063453674316,0.26754334568977356,0.33303946256637573,0.25814583897590637
is,0.28837618231773376,0.5330929756164551,0.16037321090698242,0.02396530658006668,0.2555285692214966,0.1973431557416916,0.21383073925971985,0.31176671385765076,0.22961433231830597
the,0.42745697498321533,0.40399202704429626,0.2068762183189392,-0.01540423184633255,0.3314409554004669,0.2526528239250183,0.2565208673477173,0.36348509788513184,0.22068053483963013
longest-running,0.25799840688705444,0.2660134732723236,0.2706085741519928,-0.010064980946481228,0.2899872362613678,0.35039570927619934,0.263296514749527,0.23781011998653412,0.22539764642715454
entertainment,0.21648827195167542,0.1561531275510788,0.28069135546684265,0.07850625365972519,0.17316605150699615,0.24887970089912415,0.20505495369434357,0.2175334244966507,0.11855241656303406
program,0.25047802925109863,0.14119602739810944,0.28949791193008423,0.0445902980864048,0.17415030300617218,0.22861696779727936,0.22333689033985138,0.27336403727531433,0.1440187245607376
in,0.30808621644973755,0.3841303884983063,0.1697147786617279,-0.037580832839012146,0.1955713927745819,0.2666790783405304,0.18162277340888977,0.3289647698402405,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.2068762183189392,-0.01540423184633255,0.3314409554004669,0.2526528239250183,0.2565208673477173,0.36348509788513184,0.22068053483963013
history,0.28630873560905457,0.15434955060482025,0.23723183572292328,-0.0466335192322731,0.21248653531074524,0.14110788702964783,0.294340580701828,0.19430005550384521,0.2501974403858185
of,0.33290785551071167,0.39081433415412903,0.14607268571853638,-0.03817026689648628,0.31470298767089844,0.1889222264289856,0.15524029731750488,0.3410852253437042,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.2068762183189392,-0.01540423184633255,0.3314409554004669,0.2526528239250183,0.2565208673477173,0.36348509788513184,0.22068053483963013
abc,0.1317344456911087,0.06184951588511467,1.0000001192092896,0.06670809537172318,0.17589730024337769,0.32957881689071655,0.2639772891998291,0.3304527997970581,0.19065172970294952
television,0.19838058948516846,0.1666387915611267,0.46871840953826904,0.11021530628204346,0.2001691609621048,0.40322619676589966,0.26116687059402466,0.39632683992385864,0.16825827956199646
network,0.16917307674884796,0.2036537528038025,0.4295894205570221,0.07819218933582306,0.1984288990497589,0.3195689618587494,0.24530072510242462,0.31273210048675537,0.17853789031505585
",",0.3087472915649414,0.4062570035457611,0.2097204476594925,-0.0016132977325469255,0.29341426491737366,0.24570508301258087,0.29342958331108093,0.26986414194107056,0.31091248989105225
having,0.34064167737960815,0.3686100244522095,0.13503289222717285,-0.0629785805940628,0.1686192750930786,0.21751829981803894,0.248535618185997,0.2230641394853592,0.22418256103992462
aired,0.1692323386669159,0.11501255631446838,0.5025622844696045,-0.008831794373691082,0.168399378657341,0.36986932158470154,0.284320205450058,0.3456565737724304,0.22283338010311127
since,0.29783400893211365,0.30560651421546936,0.20685888826847076,-0.04899144917726517,0.37281280755996704,0.21279773116111755,0.27889660000801086,0.2660345435142517,0.2876587212085724
1963,-0.01284969411790371,0.005619055591523647,-0.006677213590592146,0.027023667469620705,0.05933181196451187,0.02536630816757679,-0.017543628811836243,-0.03164922446012497,0.03411978855729103
.,0.3567904531955719,0.3452940285205841,0.2567209303379059,-0.003708066651597619,0.29179835319519043,0.2933103144168854,0.2742018699645996,0.2639692425727844,0.4130953550338745
