,how,many,ways,did,luther,justify,his,opposition,to,revolt,?
luther,0.13354721665382385,0.2471185326576233,0.1587383896112442,0.23667675256729126,1.0,0.21239188313484192,0.27093374729156494,0.149385005235672,0.18029534816741943,0.17249275743961334,0.1732746809720993
justified,0.2697232663631439,0.243616983294487,0.18882085382938385,0.2774534523487091,0.20075643062591553,0.76263827085495,0.20471715927124023,0.2643508017063141,0.18677540123462677,0.11805538833141327,0.38761505484580994
his,0.24614305794239044,0.3188176155090332,0.2411404848098755,0.3546801507472992,0.27093374729156494,0.1730898767709732,0.9999998807907104,0.2856115996837616,0.3715193271636963,0.24567684531211853,0.18075084686279297
opposition,0.23877081274986267,0.2189795970916748,0.2293359637260437,0.21891070902347565,0.149385005235672,0.2986973822116852,0.2856115996837616,0.9999998807907104,0.2251589596271515,0.27750054001808167,0.15647298097610474
to,0.44169697165489197,0.40243685245513916,0.3916551172733307,0.4452643394470215,0.18029534816741943,0.27110159397125244,0.3715193271636963,0.2251589596271515,1.0,0.2202012687921524,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.25153350830078125,0.34736719727516174,0.1759674996137619,0.16716225445270538,0.4394008219242096,0.26783087849617004,0.535392165184021,0.26279088854789734,0.22068053483963013
rebels,0.16831855475902557,0.23034021258354187,0.0990537479519844,0.21571314334869385,0.13136224448680878,0.1883966028690338,0.2539013922214508,0.3698982000350952,0.21191246807575226,0.5410236120223999,0.11566741019487381
on,0.32655060291290283,0.32520127296447754,0.2167762964963913,0.2670976221561432,0.19090485572814941,0.21842265129089355,0.32064297795295715,0.19688518345355988,0.41031414270401,0.1427350491285324,0.2714994251728058
three,0.23807744681835175,0.4501400589942932,0.23289813101291656,0.2043166607618332,0.15010327100753784,0.09441977739334106,0.2982024848461151,0.15096044540405273,0.3043823838233948,0.13343584537506104,0.20928427577018738
grounds,0.1660325527191162,0.2684003710746765,0.18371720612049103,0.19590561091899872,0.13371685147285461,0.3256051242351532,0.2558683156967163,0.2678961157798767,0.23550471663475037,0.15200471878051758,0.1594391018152237
.,0.3287222981452942,0.3974229395389557,0.24406853318214417,0.35288307070732117,0.24907569587230682,0.1799735277891159,0.3119256794452667,0.2079138308763504,0.4645031690597534,0.1779014617204666,0.4130953550338745
