,what,does,luther,'s,hymn,christ,unser,herr,zum,jordan,kam,concern,?
luther,0.2134782373905182,0.14081993699073792,1.0,-0.009990512393414974,0.24335725605487823,0.2758595049381256,0.245738223195076,0.2730134427547455,0.30528920888900757,0.2172728329896927,0.09561187028884888,0.1542375087738037,0.1732746809720993
's,0.02692362666130066,-0.02895052544772625,-0.009990512393414974,0.9999999403953552,0.01253789383918047,0.054941605776548386,-0.013690034858882427,0.08095104247331619,0.009042576886713505,-0.07075484842061996,0.012663259170949459,-0.05571746826171875,-0.023395681753754616
1541,0.05546485632658005,0.026985904201865196,-0.0013423612108454108,-0.02072645165026188,-0.09090710431337357,-0.036875855177640915,-0.054413169622421265,-0.049721743911504745,-0.012533680535852909,0.009398506954312325,-0.07001441717147827,0.04091377183794975,0.057804372161626816
hymn,0.17087575793266296,0.028885407373309135,0.24335725605487823,0.01253789383918047,0.9999999403953552,0.38023075461387634,0.258269339799881,0.17837770283222198,0.23093116283416748,0.12879520654678345,0.06564611941576004,0.1497405618429184,0.15131041407585144
``,0.008517155423760414,0.06539655476808548,-0.013964727520942688,-0.03416389226913452,0.10007781535387039,0.07835227996110916,-0.07648513466119766,0.007685347925871611,-0.025118667632341385,-0.02766060084104538,0.013366414234042168,0.03118622489273548,0.0685480609536171
christ,0.2615339457988739,0.13827764987945557,0.2758595049381256,0.054941605776548386,0.38023075461387634,0.9999999403953552,0.15514805912971497,0.08970817178487778,0.14229558408260345,0.1288134604692459,0.019655711948871613,0.12491031736135483,0.13772203028202057
unser,0.1419113427400589,0.14938315749168396,0.245738223195076,-0.013690034858882427,0.258269339799881,0.15514805912971497,1.0000001192092896,0.37684354186058044,0.3170906603336334,0.2099544256925583,0.23099152743816376,0.17531006038188934,0.1237528845667839
herr,0.15406423807144165,0.09577760100364685,0.2730134427547455,0.08095104247331619,0.17837770283222198,0.08970817178487778,0.37684354186058044,1.0,0.37432581186294556,0.12882372736930847,0.23002007603645325,0.14652034640312195,0.23141801357269287
zum,0.21939845383167267,0.15184372663497925,0.30528920888900757,0.009042576886713505,0.23093116283416748,0.14229558408260345,0.3170906603336334,0.37432581186294556,1.0,0.12161921709775925,0.3118304908275604,0.1632367968559265,0.18093763291835785
jordan,0.13918498158454895,0.13090495765209198,0.2172728329896927,-0.07075484842061996,0.12879520654678345,0.1288134604692459,0.2099544256925583,0.12882372736930847,0.12161921709775925,1.0,0.21528944373130798,0.18200883269309998,0.10991371423006058
kam,0.10272291302680969,0.12001413851976395,0.09561187028884888,0.012663259170949459,0.06564611941576004,0.019655711948871613,0.23099152743816376,0.23002007603645325,0.3118304908275604,0.21528944373130798,1.0000001192092896,0.06401640176773071,0.22345200181007385
'',0.08143015950918198,-0.004023602232336998,-0.04572787508368492,-0.04859459400177002,-0.056234996765851974,-0.024666670709848404,0.02740880846977234,0.002082281047478318,-0.07460104674100876,-0.04424674063920975,-0.0318928062915802,-0.08906234800815582,0.018684765323996544
(,0.2411840260028839,0.2728188931941986,0.1677781045436859,0.0012731997994706035,0.13691121339797974,0.20448997616767883,0.2075316607952118,0.285849004983902,0.18387345969676971,0.1434062123298645,0.16089016199111938,0.1987750381231308,0.40561532974243164
``,0.008517155423760414,0.06539655476808548,-0.013964727520942688,-0.03416389226913452,0.10007781535387039,0.07835227996110916,-0.07648513466119766,0.007685347925871611,-0.025118667632341385,-0.02766060084104538,0.013366414234042168,0.03118622489273548,0.0685480609536171
to,0.455847829580307,0.4391997456550598,0.18029534816741943,0.03782717138528824,0.1294938325881958,0.22245259582996368,0.11296605318784714,0.13627956807613373,0.1398375928401947,0.11431849747896194,0.09278270602226257,0.29657939076423645,0.29463258385658264
jordan,0.13918498158454895,0.13090495765209198,0.2172728329896927,-0.07075484842061996,0.12879520654678345,0.1288134604692459,0.2099544256925583,0.12882372736930847,0.12161921709775925,1.0,0.21528944373130798,0.18200883269309998,0.10991371423006058
came,0.2728535234928131,0.19605755805969238,0.13847880065441132,0.03627123311161995,0.1306351274251938,0.2146022766828537,0.06381761282682419,0.0934937596321106,0.1163778305053711,0.13486529886722565,0.07218137383460999,0.16563208401203156,0.1739392727613449
the,0.42745697498321533,0.35928019881248474,0.1759674996137619,-0.01540423184633255,0.22713270783424377,0.25124865770339966,0.15562300384044647,0.15558205544948578,0.18494558334350586,0.23594552278518677,0.14137296378612518,0.23735320568084717,0.22068053483963013
christ,0.2615339457988739,0.13827764987945557,0.2758595049381256,0.054941605776548386,0.38023075461387634,0.9999999403953552,0.15514805912971497,0.08970817178487778,0.14229558408260345,0.1288134604692459,0.019655711948871613,0.12491031736135483,0.13772203028202057
our,0.3871900141239166,0.3033461570739746,0.19767236709594727,0.07959601283073425,0.24724698066711426,0.34115877747535706,0.06122812628746033,0.10121799260377884,0.10209327191114426,0.18038253486156464,0.056722044944763184,0.307647168636322,0.2894428074359894
