,what,country,does,the,moselle,take,the,rhine,to,?
northeastern,0.22409997880458832,0.2614264488220215,0.08618791401386261,0.36635610461235046,0.4229711592197418,0.14747415482997894,0.36635610461235046,0.27824512124061584,0.16936659812927246,0.1524854451417923
france,0.17793065309524536,0.3233118951320648,0.09780199825763702,0.35517507791519165,0.4338318407535553,0.13818983733654022,0.35517507791519165,0.3459889590740204,0.2670897841453552,0.15069349110126495
drains,0.17553755640983582,0.2208147644996643,0.23082582652568817,0.32886797189712524,0.41045069694519043,0.1693001538515091,0.32886797189712524,0.32214993238449097,0.22733145952224731,0.14644339680671692
to,0.455847829580307,0.31281599402427673,0.4391997456550598,0.535392165184021,0.19878040254116058,0.4075521230697632,0.535392165184021,0.1736302673816681,1.0,0.29463258385658264
the,0.42745697498321533,0.30432501435279846,0.35928019881248474,1.0,0.3138047158718109,0.31620436906814575,1.0,0.30735138058662415,0.535392165184021,0.22068053483963013
rhine,0.16475653648376465,0.23905308544635773,0.13532963395118713,0.30735138058662415,0.5697820782661438,0.1639855057001114,0.30735138058662415,1.0,0.1736302673816681,0.13754533231258392
via,0.16736915707588196,0.09961872547864914,0.11708846688270569,0.23979412019252777,0.1795627623796463,0.17062973976135254,0.23979412019252777,0.10537445545196533,0.27847176790237427,0.19443516433238983
the,0.42745697498321533,0.30432501435279846,0.35928019881248474,1.0,0.3138047158718109,0.31620436906814575,1.0,0.30735138058662415,0.535392165184021,0.22068053483963013
moselle,0.21351899206638336,0.2181413769721985,0.11468246579170227,0.3138047158718109,1.0000001192092896,0.09007111936807632,0.3138047158718109,0.5697820782661438,0.19878040254116058,0.14201313257217407
;,0.10986888408660889,0.05315014719963074,0.0650511160492897,0.09152708947658539,0.045695703476667404,-0.006976497359573841,0.09152708947658539,0.029798196628689766,0.0979827418923378,0.10349778085947037
smaller,0.23730900883674622,0.13115906715393066,0.1977090686559677,0.3588939607143402,0.20934082567691803,0.24721607565879822,0.3588939607143402,0.17028021812438965,0.2597835958003998,0.17881669104099274
rivers,0.14092835783958435,0.24770604074001312,0.17477521300315857,0.25597620010375977,0.3958434760570526,0.12744781374931335,0.25597620010375977,0.24970026314258575,0.16915081441402435,0.15866327285766602
drain,0.21668347716331482,0.22394290566444397,0.24405716359615326,0.31268492341041565,0.31145384907722473,0.22770355641841888,0.31268492341041565,0.2921534478664398,0.26587653160095215,0.18119575083255768
the,0.42745697498321533,0.30432501435279846,0.35928019881248474,1.0,0.3138047158718109,0.31620436906814575,1.0,0.30735138058662415,0.535392165184021,0.22068053483963013
vosges,0.207711324095726,0.30259308218955994,0.21738585829734802,0.42886078357696533,0.6698135137557983,0.22702550888061523,0.42886078357696533,0.4967588782310486,0.28821972012519836,0.1469881236553192
and,0.31309178471565247,0.30884742736816406,0.3461615741252899,0.5171257257461548,0.24887068569660187,0.296702116727829,0.5171257257461548,0.22029656171798706,0.48971283435821533,0.20544172823429108
jura,0.16868552565574646,0.28357571363449097,0.15479794144630432,0.31554344296455383,0.5833754539489746,0.06680323928594589,0.31554344296455383,0.3691020905971527,0.168690487742424,0.1613326072692871
mountains,0.1498076319694519,0.24867163598537445,0.14548657834529877,0.27269288897514343,0.3646523654460907,0.17190304398536682,0.27269288897514343,0.22178804874420166,0.2097938507795334,0.08633821457624435
uplands,0.13882945477962494,0.2060815989971161,0.2048036754131317,0.2866135835647583,0.44671398401260376,0.11580915749073029,0.2866135835647583,0.38948699831962585,0.20029155910015106,0.08307668566703796
.,0.3567904531955719,0.26130348443984985,0.3022993505001068,0.5934505462646484,0.23018965125083923,0.3045158088207245,0.5934505462646484,0.2089352011680603,0.4645031690597534,0.4130953550338745
