,in,april,2014,",",how,many,new,zealand,students,attended,private,schools,?
as,0.3887844979763031,0.24483075737953186,0.21246016025543213,0.48816442489624023,0.33782753348350525,0.4070141911506653,0.24585270881652832,0.18826773762702942,0.2101105898618698,0.19800402224063873,0.22101859748363495,0.21233005821704865,0.27043893933296204
of,0.5696388483047485,0.18706536293029785,0.0493064783513546,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.343457967042923,0.1794917732477188,0.25513339042663574,0.25085145235061646,0.18706899881362915,0.265506386756897,0.1826142966747284
april,0.2882915735244751,0.9999999403953552,0.20372895896434784,0.4403347671031952,0.10604981333017349,0.12375425547361374,0.24175630509853363,0.20840208232402802,0.18363846838474274,0.27366742491722107,0.19129225611686707,0.15921804308891296,0.25704094767570496
2014,0.13996225595474243,0.20372895896434784,1.0000001192092896,0.19350162148475647,0.06244484707713127,-0.02496628649532795,0.06295159459114075,0.09655669331550598,-0.02035689167678356,0.059248071163892746,-0.012680906802415848,-0.07876225560903549,0.058127544820308685
",",0.5201468467712402,0.4403347671031952,0.19350162148475647,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.36073189973831177,0.25323209166526794,0.26501646637916565,0.2751223146915436,0.1899166703224182,0.2760516405105591,0.31091248989105225
there,0.5361666083335876,0.21783733367919922,-0.043540820479393005,0.4587128460407257,0.3328511416912079,0.4993700683116913,0.26218199729919434,0.1600300520658493,0.2911071479320526,0.2249893993139267,0.1829933375120163,0.2900838851928711,0.29405656456947327
are,0.3841303884983063,0.08702158182859421,-0.012596084736287594,0.4062570035457611,0.311818927526474,0.5655534863471985,0.1899496167898178,0.15959401428699493,0.2835792899131775,0.1595020294189453,0.1694057136774063,0.30816179513931274,0.24591213464736938
88,-0.07498844712972641,-0.03069683536887169,-0.033317681401968,-0.007101928815245628,-0.06487582623958588,-0.09002693742513657,-0.06522294133901596,-0.124491848051548,0.0012647922849282622,-0.11588533967733383,0.01849149726331234,-0.03645576164126396,0.0018956762505695224
private,0.21135757863521576,0.19129225611686707,-0.012680906802415848,0.1899166703224182,0.08935344964265823,0.2148355096578598,0.15541495382785797,0.1425226330757141,0.35454505681991577,0.2956782281398773,1.0,0.4158569872379303,0.14389030635356903
schools,0.2632134258747101,0.15921804308891296,-0.07876225560903549,0.2760516405105591,0.12874440848827362,0.3108086585998535,0.13635335862636566,0.1286637783050537,0.6169943809509277,0.46369069814682007,0.4158569872379303,1.0,0.18349280953407288
in,1.0,0.2882915735244751,0.13996225595474243,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.3758552670478821,0.2644186019897461,0.2676171064376831,0.2787896692752838,0.21135757863521576,0.2632134258747101,0.20430970191955566
