,when,was,the,imperial,library,directorate,established,?
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2295355498790741,0.2101847380399704,0.24236567318439484,0.3118882477283478,0.20430970191955566
1273,0.06227916106581688,-0.010401367209851742,-0.02928045764565468,-0.04762596637010574,0.029645860195159912,-0.0763428658246994,-0.03582688048481941,0.03356064483523369
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2180749922990799,0.16805633902549744,0.2699439823627472,0.22739723324775696,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.3074202835559845,0.19920319318771362,0.25751563906669617,0.33092597126960754,0.22068053483963013
mongols,0.20358523726463318,0.19519121944904327,0.310281366109848,0.26982954144477844,0.09377334266901016,0.212837815284729,0.18404929339885712,0.11517509818077087
created,0.2840147316455841,0.3592788577079773,0.3539263904094696,0.1736735850572586,0.17036336660385132,0.24059897661209106,0.43052607774734497,0.21177415549755096
the,0.5091903209686279,0.48711544275283813,1.0,0.3074202835559845,0.19920319318771362,0.25751563906669617,0.33092597126960754,0.22068053483963013
imperial,0.19296634197235107,0.2417704313993454,0.3074202835559845,1.0,0.18234942853450775,0.27205690741539,0.2680795192718506,0.10900196433067322
library,0.18465861678123474,0.1691625416278839,0.19920319318771362,0.18234942853450775,0.9999999403953552,0.26432672142982483,0.18988247215747833,0.18938742578029633
directorate,0.08661425858736038,0.24859866499900818,0.25751563906669617,0.27205690741539,0.26432672142982483,1.0,0.3042372763156891,0.09316307306289673
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2180749922990799,0.16805633902549744,0.2699439823627472,0.22739723324775696,0.31091248989105225
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.1928369700908661,0.13480092585086823,0.17120876908302307,0.23500119149684906,0.23916715383529663
government-sponsored,0.18610158562660217,0.3238038122653961,0.3214671313762665,0.22385457158088684,0.29202231764793396,0.43071821331977844,0.38259515166282654,0.2271127700805664
printing,0.24923303723335266,0.19471904635429382,0.24993151426315308,0.17635969817638397,0.30098938941955566,0.23170951008796692,0.11503913253545761,0.17118792235851288
office,0.22369864583015442,0.3002835810184479,0.27314993739128113,0.13192519545555115,0.23474039137363434,0.3772534132003784,0.23497958481311798,0.16497313976287842
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.259955495595932,0.23675528168678284,0.21433955430984497,0.23771190643310547,0.4130953550338745
,when,was,the,imperial,library,directorate,established,?
the,0.5091903209686279,0.48711544275283813,1.0,0.3074202835559845,0.19920319318771362,0.25751563906669617,0.33092597126960754,0.22068053483963013
publication,0.1825483739376068,0.22530198097229004,0.24080322682857513,0.18774418532848358,0.3556726574897766,0.30911239981651306,0.16442300379276276,0.2191428393125534
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3205159604549408,0.21889357268810272,0.26448243856430054,0.2735237777233124,0.1826142966747284
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.1928369700908661,0.13480092585086823,0.17120876908302307,0.23500119149684906,0.23916715383529663
taoist,0.17500989139080048,0.19659830629825592,0.22757139801979065,0.21093328297138214,0.11531893163919449,0.16578707098960876,0.21429228782653809,0.16967397928237915
text,0.14346395432949066,0.13834922015666962,0.23968088626861572,0.14378708600997925,0.23695500195026398,0.1972549557685852,0.13613976538181305,0.263901948928833
inscribed,0.12593790888786316,0.2238219678401947,0.2901443839073181,0.1956566870212555,0.20600318908691406,0.11668485403060913,0.19511276483535767,0.14062443375587463
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.1504516303539276,0.1252506524324417,0.08189672976732254,0.18355850875377655,0.2433311939239502
the,0.5091903209686279,0.48711544275283813,1.0,0.3074202835559845,0.19920319318771362,0.25751563906669617,0.33092597126960754,0.22068053483963013
name,0.24618172645568848,0.2646567225456238,0.3171212375164032,0.1339540034532547,0.09255752712488174,0.14353814721107483,0.1540020853281021,0.15381577610969543
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3205159604549408,0.21889357268810272,0.26448243856430054,0.2735237777233124,0.1826142966747284
töregene,0.26078158617019653,0.2560173571109772,0.300625741481781,0.2139473557472229,0.19910293817520142,0.19061563909053802,0.19157439470291138,0.15313191711902618
khatun,0.1929248869419098,0.2808169424533844,0.2579878866672516,0.280787855386734,0.05770339071750641,0.21319150924682617,0.23009829223155975,0.15617743134498596
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2180749922990799,0.16805633902549744,0.2699439823627472,0.22739723324775696,0.31091248989105225
ögedei,0.23669065535068512,0.3649882376194,0.32871612906455994,0.3254493176937103,0.14137981832027435,0.24859845638275146,0.30653268098831177,0.20177854597568512
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.05247476324439049,-0.09959429502487183,0.0072182826697826385,-0.05163693428039551,-0.023395681753754616
wife,0.2096073478460312,0.3110053539276123,0.18555577099323273,0.17153991758823395,0.10698962956666946,0.11591143906116486,0.1346694380044937,0.19987250864505768
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2180749922990799,0.16805633902549744,0.2699439823627472,0.22739723324775696,0.31091248989105225
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.1544359028339386,0.16916222870349884,0.1746760457754135,0.1754443645477295,0.22961433231830597
one,0.38307374715805054,0.3752199709415436,0.5514441132545471,0.17806266248226166,0.19550721347332,0.16061975061893463,0.19688352942466736,0.2673267424106598
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3205159604549408,0.21889357268810272,0.26448243856430054,0.2735237777233124,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.3074202835559845,0.19920319318771362,0.25751563906669617,0.33092597126960754,0.22068053483963013
first,0.4282494783401489,0.5022147297859192,0.49448907375335693,0.1698215752840042,0.1616559624671936,0.1750705987215042,0.2571922838687897,0.18701928853988647
printed,0.22858504951000214,0.218587726354599,0.25742077827453613,0.20666274428367615,0.32629984617233276,0.16717997193336487,0.16797801852226257,0.1726173758506775
works,0.2696959376335144,0.2401018887758255,0.26337864995002747,0.11411485075950623,0.21296493709087372,0.23414713144302368,0.10214875638484955,0.19597402215003967
sponsored,0.12310593575239182,0.26169130206108093,0.2539086937904358,0.0989162027835846,0.24781975150108337,0.27579575777053833,0.318285197019577,0.12262218445539474
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.21118007600307465,0.17569513618946075,0.197590634226799,0.21138796210289001,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.3074202835559845,0.19920319318771362,0.25751563906669617,0.33092597126960754,0.22068053483963013
mongols,0.20358523726463318,0.19519121944904327,0.310281366109848,0.26982954144477844,0.09377334266901016,0.212837815284729,0.18404929339885712,0.11517509818077087
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.259955495595932,0.23675528168678284,0.21433955430984497,0.23771190643310547,0.4130953550338745
