,how,many,floors,are,there,in,the,building,that,was,completed,in,1967,?
other,0.3591516315937042,0.6324484348297119,0.21792344748973846,0.5932393670082092,0.5342466235160828,0.39989137649536133,0.44152235984802246,0.22052548825740814,0.5570666193962097,0.14651623368263245,0.08927036821842194,0.39989137649536133,-0.07871679216623306,0.24682199954986572
notable,0.23468069732189178,0.28463873267173767,0.09537478536367416,0.2350337952375412,0.33012261986732483,0.25145605206489563,0.20948168635368347,0.10243089497089386,0.33818313479423523,0.175777867436409,0.1508529931306839,0.25145605206489563,-0.04506080597639084,0.31928157806396484
structures,0.17481185495853424,0.2857123613357544,0.43593597412109375,0.2893032729625702,0.22887514531612396,0.36503779888153076,0.2516176700592041,0.4789467453956604,0.25528377294540405,0.15226145088672638,0.3178083598613739,0.36503779888153076,-0.047808688133955,0.13590580224990845
include,0.1816270500421524,0.4642373323440552,0.0689457356929779,0.5140694975852966,0.33553990721702576,0.28694382309913635,0.2951717972755432,0.11102750152349472,0.2797866463661194,0.10680413991212845,0.1204814612865448,0.28694382309913635,-0.11134931445121765,0.14925788342952728
the,0.33890387415885925,0.4335206151008606,0.20986685156822205,0.40399202704429626,0.47025805711746216,0.6662389636039734,1.0,0.3159640431404114,0.5473989248275757,0.48711544275283813,0.29278936982154846,0.6662389636039734,-0.012038951739668846,0.22068053483963013
37-story,0.24265071749687195,0.2959800958633423,0.2767464816570282,0.23747339844703674,0.29738470911979675,0.3326820731163025,0.3784719407558441,0.2840586006641388,0.3297400176525116,0.3248022794723511,0.24114538729190826,0.3326820731163025,-0.017233090475201607,0.2407086044549942
wells,0.1300663948059082,0.1920883059501648,0.22181354463100433,0.13582251965999603,0.19301602244377136,0.19266776740550995,0.18364261090755463,0.16072921454906464,0.14433057606220245,0.21596068143844604,0.19862458109855652,0.19266776740550995,-0.10835366696119308,0.12499259412288666
fargo,0.058563221246004105,0.12881310284137726,0.21483881771564484,0.09782379120588303,0.15419627726078033,0.25416281819343567,0.22872892022132874,0.1944984793663025,0.12588709592819214,0.1859641969203949,0.15023212134838104,0.25416281819343567,-0.08082953840494156,0.09509758651256561
center,0.12502175569534302,0.1288990080356598,0.2346685826778412,0.14647969603538513,0.19841818511486053,0.27253323793411255,0.29064592719078064,0.27127861976623535,0.22661058604717255,0.19517986476421356,0.19433772563934326,0.27253323793411255,0.018242329359054565,0.12538520991802216
(,0.1676948219537735,0.1455259770154953,0.16293814778327942,0.23263892531394958,0.22351126372814178,0.3087427020072937,0.33289089798927307,0.17772680521011353,0.2264307141304016,0.2980341613292694,0.21297790110111237,0.3087427020072937,0.0372605174779892,0.40561532974243164
with,0.3525622487068176,0.35744401812553406,0.16397064924240112,0.38996943831443787,0.37390366196632385,0.4080928862094879,0.4223487675189972,0.1992759108543396,0.4154358208179474,0.27411898970603943,0.22860164940357208,0.4080928862094879,-0.06504059582948685,0.2433311939239502
its,0.22449488937854767,0.3319723308086395,0.20967844128608704,0.30942749977111816,0.28282350301742554,0.3793783485889435,0.559237003326416,0.26839205622673035,0.416561484336853,0.3518870174884796,0.20877552032470703,0.3793783485889435,-0.007647281512618065,0.15103481709957123
distinctive,0.2050098180770874,0.29210278391838074,0.15447691082954407,0.3301008343696594,0.26241981983184814,0.23824742436408997,0.2618619501590729,0.07656016945838928,0.298337459564209,0.12041661143302917,0.088698610663414,0.23824742436408997,-0.11266738176345825,0.07970129698514938
flared,0.13883326947689056,0.27302858233451843,0.2584296464920044,0.26918044686317444,0.2382485270500183,0.18900249898433685,0.2420666366815567,0.1932334154844284,0.3014822006225586,0.25883808732032776,0.12724913656711578,0.18900249898433685,-0.25562047958374023,0.15451554954051971
base,0.14943158626556396,0.197978213429451,0.2333228886127472,0.23093703389167786,0.20333515107631683,0.2292785793542862,0.2870652377605438,0.20804700255393982,0.23475483059883118,0.17853876948356628,0.12040894478559494,0.2292785793542862,-0.09066735953092575,0.10518061369657516
making,0.32306843996047974,0.3595695495605469,0.17993535101413727,0.3466905653476715,0.30911198258399963,0.280230849981308,0.35185980796813965,0.2973703444004059,0.4043114185333252,0.28285154700279236,0.1751878708600998,0.280230849981308,-0.07999690622091293,0.2539324164390564
it,0.36714982986450195,0.39615920186042786,0.2600027918815613,0.3617996573448181,0.4020688533782959,0.5130809545516968,0.6251175999641418,0.2947906255722046,0.5921133160591125,0.4577186405658722,0.24947530031204224,0.5130809545516968,-0.06324918568134308,0.25732165575027466
the,0.33890387415885925,0.4335206151008606,0.20986685156822205,0.40399202704429626,0.47025805711746216,0.6662389636039734,1.0,0.3159640431404114,0.5473989248275757,0.48711544275283813,0.29278936982154846,0.6662389636039734,-0.012038951739668846,0.22068053483963013
