,when,was,time,warner,cable,forced,to,restore,abc,stations,to,affected,markets,?
abc,0.13294127583503723,0.21565799415111542,0.17553414404392242,0.33640289306640625,0.3252342939376831,0.1315639466047287,0.1762417107820511,0.11660916358232498,1.0000001192092896,0.23858611285686493,0.1762417107820511,0.14615879952907562,0.16946740448474884,0.19065172970294952
filed,0.17985990643501282,0.27742746472358704,0.20954562723636627,0.23812955617904663,0.1289028525352478,0.23370398581027985,0.21094058454036713,0.19235236942768097,0.19482725858688354,0.16073574125766754,0.21094058454036713,0.21789146959781647,0.16125436127185822,0.24084022641181946
an,0.33026179671287537,0.3694365322589874,0.17594800889492035,0.12937580049037933,0.20393092930316925,0.11244519799947739,0.3138085603713989,0.18047967553138733,0.16561369597911835,0.14880572259426117,0.3138085603713989,0.1734466701745987,0.14215992391109467,0.19793890416622162
emergency,0.2803631126880646,0.21781449019908905,0.22968840599060059,0.15085476636886597,0.24885894358158112,0.16275455057621002,0.2783624827861786,0.16926653683185577,0.15673713386058807,0.2756785452365875,0.2783624827861786,0.27834925055503845,0.18836639821529388,0.16178704798221588
petition,0.267291784286499,0.2257981151342392,0.21597588062286377,0.15373961627483368,0.15957346558570862,0.18742981553077698,0.2848791182041168,0.2074792981147766,0.22381317615509033,0.18086543679237366,0.2848791182041168,0.1354828029870987,0.2225712537765503,0.2079213708639145
to,0.5423505902290344,0.3636345863342285,0.3679993152618408,0.2131848782300949,0.1879989206790924,0.3537954092025757,1.0,0.37623947858810425,0.1762417107820511,0.21700026094913483,1.0,0.2845737338066101,0.23568420112133026,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,0.43061500787734985,0.2301838994026184,0.2599749267101288,0.2571122944355011,0.535392165184021,0.3155142068862915,0.2068762183189392,0.24762700498104095,0.535392165184021,0.32402780652046204,0.23818166553974152,0.22068053483963013
federal,0.23483528196811676,0.23023395240306854,0.17112986743450165,0.16758441925048828,0.1395898014307022,0.13603061437606812,0.22186443209648132,0.12366189062595367,0.16591615974903107,0.18384124338626862,0.22186443209648132,0.2101324200630188,0.16658394038677216,0.1812247931957245
communications,0.18510828912258148,0.2137834131717682,0.21940861642360687,0.35053083300590515,0.4981203079223633,0.13177677989006042,0.2257905900478363,0.18430595099925995,0.25629571080207825,0.42436885833740234,0.2257905900478363,0.19453492760658264,0.35744598507881165,0.09561901539564133
commission,0.19186250865459442,0.28741392493247986,0.1336650550365448,0.12009908258914948,0.178437739610672,0.24586698412895203,0.24674905836582184,0.20411449670791626,0.1759900003671646,0.22150777280330658,0.24674905836582184,0.202694833278656,0.24953384697437286,0.16231559216976166
on,0.37706470489501953,0.3909217119216919,0.30044233798980713,0.17829261720180511,0.28757408261299133,0.17744550108909607,0.41031414270401,0.1675013303756714,0.2862928807735443,0.3269573450088501,0.41031414270401,0.29707828164100647,0.24747714400291443,0.2714994251728058
may,0.3167054355144501,0.3388521671295166,0.25842100381851196,0.17849849164485931,0.1557440459728241,0.21903878450393677,0.391582727432251,0.19435274600982666,0.11823318153619766,0.1822420060634613,0.391582727432251,0.22555957734584808,0.1860627830028534,0.2768254578113556
1,-0.2683585286140442,-0.2275921255350113,-0.2839563190937042,-0.25020626187324524,-0.08817580342292786,-0.09808208048343658,-0.2769182622432709,-0.2189103364944458,-0.21221664547920227,-0.06642347574234009,-0.2769182622432709,-0.14222872257232666,-0.11696061491966248,-0.249979168176651
to,0.5423505902290344,0.3636345863342285,0.3679993152618408,0.2131848782300949,0.1879989206790924,0.3537954092025757,1.0,0.37623947858810425,0.1762417107820511,0.21700026094913483,1.0,0.2845737338066101,0.23568420112133026,0.29463258385658264
force,0.24609562754631042,0.20879842340946198,0.187156081199646,0.060028523206710815,0.10380453616380692,0.4058721363544464,0.24496492743492126,0.23994186520576477,0.13449233770370483,0.254163920879364,0.24496492743492126,0.26755407452583313,0.10805244743824005,0.1650998443365097
twc,0.3173856735229492,0.25083068013191223,0.31964004039764404,0.3411795496940613,0.26081860065460205,0.1551225781440735,0.26163771748542786,0.16567623615264893,0.26377061009407043,0.25845181941986084,0.26163771748542786,0.32750797271728516,0.3142405152320862,0.2905823290348053
to,0.5423505902290344,0.3636345863342285,0.3679993152618408,0.2131848782300949,0.1879989206790924,0.3537954092025757,1.0,0.37623947858810425,0.1762417107820511,0.21700026094913483,1.0,0.2845737338066101,0.23568420112133026,0.29463258385658264
restore,0.25150927901268005,0.2266969531774521,0.2513352930545807,0.13464199006557465,0.14654025435447693,0.2586326003074646,0.37623947858810425,1.0,0.11660916358232498,0.11280453205108643,0.37623947858810425,0.1840743124485016,0.09682273864746094,0.22407253086566925
