,what,does,fortiter,defendit,triumphans,mean,?
the,0.42745697498321533,0.35928019881248474,0.33903366327285767,0.25553515553474426,0.31114017963409424,0.25977957248687744,0.22068053483963013
grateful,0.23100727796554565,0.14180682599544525,0.16494543850421906,0.20469987392425537,0.23617039620876312,0.15444892644882202,0.21950964629650116
king,0.18449601531028748,0.1360265612602234,0.21736304461956024,0.23188655078411102,0.3138450086116791,0.12958119809627533,0.19130074977874756
bestowed,0.2415073812007904,0.18137115240097046,0.2537074685096741,0.27407872676849365,0.30598926544189453,0.17086845636367798,0.2737758457660675
the,0.42745697498321533,0.35928019881248474,0.33903366327285767,0.25553515553474426,0.31114017963409424,0.25977957248687744,0.22068053483963013
motto,0.158603236079216,0.16656020283699036,0.1880515217781067,0.1388401836156845,0.28026461601257324,0.20670969784259796,0.14667513966560364
``,0.008517155423760414,0.06539655476808548,0.11225023120641708,0.07829371839761734,0.09774913638830185,0.06393398344516754,0.0685480609536171
fortiter,0.15622493624687195,0.14976409077644348,1.0000001192092896,0.3797184228897095,0.3999801278114319,0.15395310521125793,0.12475050985813141
defendit,0.19016173481941223,0.1334470510482788,0.3797184228897095,1.0,0.29587313532829285,0.14403784275054932,0.18544936180114746
triumphans,0.23622076213359833,0.14875313639640808,0.3999801278114319,0.29587313532829285,1.0,0.1248968243598938,0.16794347763061523
'',0.08143015950918198,-0.004023602232336998,-0.031346045434474945,-0.07873788475990295,0.0006636680918745697,0.08347149938344955,0.018684765323996544
(,0.2411840260028839,0.2728188931941986,0.20758245885372162,0.23886477947235107,0.15133167803287506,0.24319502711296082,0.40561532974243164
``,0.008517155423760414,0.06539655476808548,0.11225023120641708,0.07829371839761734,0.09774913638830185,0.06393398344516754,0.0685480609536171
triumphing,0.24026484787464142,0.15809984505176544,0.372578501701355,0.3044781982898712,0.8496972322463989,0.14908824861049652,0.21512813866138458
by,0.2455483376979828,0.143477201461792,0.20452557504177094,0.2306983470916748,0.2565133273601532,0.1560223549604416,0.17966607213020325
a,0.3320399522781372,0.38201746344566345,0.31648582220077515,0.23531760275363922,0.18364562094211578,0.3427932858467102,0.23916715383529663
brave,0.2719663083553314,0.14103904366493225,0.2824117839336395,0.2373955398797989,0.2969866693019867,0.1631423383951187,0.2259843945503235
defence,0.1647643744945526,0.13236476480960846,0.3098243176937103,0.5328741073608398,0.2052130252122879,0.05737405642867088,0.13179711997509003
'',0.08143015950918198,-0.004023602232336998,-0.031346045434474945,-0.07873788475990295,0.0006636680918745697,0.08347149938344955,0.018684765323996544
),0.26259949803352356,0.2575884759426117,0.22471509873867035,0.24506545066833496,0.15680573880672455,0.2426333725452423,0.42300865054130554
upon,0.2878674864768982,0.20275112986564636,0.23156821727752686,0.19654394686222076,0.19173258543014526,0.21095098555088043,0.13780277967453003
the,0.42745697498321533,0.35928019881248474,0.33903366327285767,0.25553515553474426,0.31114017963409424,0.25977957248687744,0.22068053483963013
town,0.19713185727596283,0.1686156988143921,0.30164438486099243,0.1810886412858963,0.12173804640769958,0.15722255408763885,0.09902279824018478
.,0.3567904531955719,0.3022993505001068,0.31019327044487,0.26277774572372437,0.2050919532775879,0.21881133317947388,0.4130953550338745
