,the,amazon,region,is,home,to,how,many,species,of,insect,?
the,1.0,0.260541707277298,0.35020557045936584,0.5823672413825989,0.28978195786476135,0.535392165184021,0.33890387415885925,0.4335206151008606,0.2522439956665039,0.733189046382904,0.23418988287448883,0.22068053483963013
region,0.35020557045936584,0.18148772418498993,1.0,0.3317503035068512,0.12647393345832825,0.24118299782276154,0.15155482292175293,0.17234529554843903,0.22915275394916534,0.2852717339992523,0.18199963867664337,0.13441751897335052
is,0.5823672413825989,0.15197539329528809,0.3317503035068512,1.0,0.22316986322402954,0.42745086550712585,0.22544461488723755,0.2649032473564148,0.2673557698726654,0.4854315221309662,0.1952029913663864,0.22961433231830597
home,0.28978195786476135,0.08940845727920532,0.12647393345832825,0.22316986322402954,1.0,0.31056779623031616,0.11464780569076538,0.19523783028125763,0.10892216116189957,0.24402645230293274,0.14248795807361603,0.0757145956158638
to,0.535392165184021,0.17033490538597107,0.24118299782276154,0.42745086550712585,0.31056779623031616,1.0,0.44169697165489197,0.40243685245513916,0.2193736732006073,0.41548454761505127,0.2071259468793869,0.29463258385658264
about,0.37995871901512146,0.20610886812210083,0.20967209339141846,0.3532065451145172,0.21100084483623505,0.391953706741333,0.44264400005340576,0.3800397515296936,0.24729883670806885,0.40939709544181824,0.18893912434577942,0.302409827709198
2.5,-0.2036779820919037,-0.11546944081783295,-0.02218550257384777,-0.1598525047302246,-0.1344446986913681,-0.21053564548492432,-0.16656439006328583,-0.2608198821544647,-0.06003810465335846,-0.24039185047149658,-0.0069146426394581795,0.058774158358573914
million,0.277012437582016,0.18845590949058533,0.2246832400560379,0.19962359964847565,0.15251600742340088,0.22033339738845825,0.21114659309387207,0.3520967364311218,0.23049934208393097,0.21686489880084991,0.14109846949577332,0.23092924058437347
insect,0.23418988287448883,0.26403602957725525,0.18199963867664337,0.1952029913663864,0.14248795807361603,0.2071259468793869,0.22848427295684814,0.21827678382396698,0.4791181981563568,0.2153836041688919,0.9999999403953552,0.17614327371120453
species,0.2522439956665039,0.2994495630264282,0.22915275394916534,0.2673557698726654,0.10892216116189957,0.2193736732006073,0.20142129063606262,0.25436872243881226,0.9999999403953552,0.23307405412197113,0.4791181981563568,0.1957087516784668
",",0.4933079481124878,0.2214922308921814,0.2119160145521164,0.4691906273365021,0.2790627181529999,0.44245919585227966,0.22659391164779663,0.40610817074775696,0.2223871648311615,0.4946078956127167,0.1710517406463623,0.31091248989105225
tens,0.30182886123657227,0.12756921350955963,0.14710119366645813,0.18684962391853333,0.12115993350744247,0.2934165298938751,0.26356157660484314,0.41031157970428467,0.1264263242483139,0.2564631402492523,0.17968639731407166,0.17227669060230255
of,0.733189046382904,0.20143137872219086,0.2852717339992523,0.4854315221309662,0.24402645230293274,0.41548454761505127,0.2480744868516922,0.37253960967063904,0.23307405412197113,1.0,0.2153836041688919,0.1826142966747284
thousands,0.2934577763080597,0.17538854479789734,0.19020380079746246,0.14170046150684357,0.19806313514709473,0.3132120668888092,0.2813407778739929,0.5732859373092651,0.2387818843126297,0.27601075172424316,0.20610108971595764,0.15520451962947845
of,0.733189046382904,0.20143137872219086,0.2852717339992523,0.4854315221309662,0.24402645230293274,0.41548454761505127,0.2480744868516922,0.37253960967063904,0.23307405412197113,1.0,0.2153836041688919,0.1826142966747284
plants,0.29499560594558716,0.27369287610054016,0.2067413181066513,0.2423158437013626,0.15053057670593262,0.27162864804267883,0.2699413597583771,0.3341540992259979,0.5846481919288635,0.29386165738105774,0.4651329517364502,0.1473488062620163
",",0.4933079481124878,0.2214922308921814,0.2119160145521164,0.4691906273365021,0.2790627181529999,0.44245919585227966,0.22659391164779663,0.40610817074775696,0.2223871648311615,0.4946078956127167,0.1710517406463623,0.31091248989105225
and,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.3859752118587494,0.24667192995548248,0.48971283435821533,0.33647966384887695,0.5296266674995422,0.23547904193401337,0.5116966962814331,0.17318162322044373,0.20544172823429108
some,0.4566698372364044,0.19491901993751526,0.13805310428142548,0.3038453459739685,0.2062011957168579,0.4636894166469574,0.4180530905723572,0.7976660132408142,0.3064201772212982,0.4300730526447296,0.2855227589607239,0.2562315762042999
"2,000",0.06475643068552017,-0.0970429927110672,-0.12911325693130493,-0.004002113360911608,0.06859251111745834,0.04440471529960632,-0.008793028071522713,0.004640443250536919,-0.20660895109176636,0.10164742916822433,-0.10721747577190399,-0.01396813802421093
birds,0.24023959040641785,0.2305370569229126,0.12036339193582535,0.21322783827781677,0.1572922021150589,0.2304396629333496,0.21416977047920227,0.26239219307899475,0.5187767744064331,0.2461683750152588,0.4708651602268219,0.13677363097667694
and,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.3859752118587494,0.24667192995548248,0.48971283435821533,0.33647966384887695,0.5296266674995422,0.23547904193401337,0.5116966962814331,0.17318162322044373,0.20544172823429108
mammals,0.27272844314575195,0.23476628959178925,0.20167268812656403,0.23238930106163025,0.1385442018508911,0.22175012528896332,0.18897929787635803,0.2083161473274231,0.5211568474769592,0.2500741481781006,0.4620714485645294,0.14248336851596832
.,0.5934505462646484,0.262887567281723,0.2506107687950134,0.4569662809371948,0.3067048490047455,0.4645031690597534,0.3287222981452942,0.3974229395389557,0.25772613286972046,0.5352458953857422,0.21773718297481537,0.4130953550338745
