,how,many,campuses,does,the,california,state,university,have,?
amongst,0.2514404058456421,0.4693014621734619,0.2593216001987457,0.19794820249080658,0.30752041935920715,0.1844179332256317,0.18313658237457275,0.24041008949279785,0.4076453745365143,0.16806721687316895
these,0.41104358434677124,0.7077717185020447,0.23576746881008148,0.31633180379867554,0.49086877703666687,0.15675662457942963,0.21549007296562195,0.1403891146183014,0.6459943056106567,0.2571668326854706
include,0.1816270500421524,0.4642373323440552,0.19892962276935577,0.26005542278289795,0.2951717972755432,0.16449452936649323,0.14152826368808746,0.09942364692687988,0.4281085729598999,0.14925788342952728
5,0.03444203734397888,0.006714559160172939,0.045498453080654144,0.10162957012653351,0.09255307912826538,0.09138953685760498,0.08935672789812088,0.07209640741348267,0.023788409307599068,0.06222071498632431
university,0.12992997467517853,0.19385361671447754,0.5903001427650452,0.09909145534038544,0.263973206281662,0.2980538606643677,0.3891100585460663,1.0,0.1617986559867859,0.11887256056070328
of,0.2480744868516922,0.37253960967063904,0.2573612928390503,0.3119818866252899,0.733189046382904,0.24929828941822052,0.34253445267677307,0.30646374821662903,0.3802283704280853,0.1826142966747284
california,0.15981262922286987,0.24571245908737183,0.23668748140335083,0.10136774927377701,0.2750805914402008,1.0,0.3314559757709503,0.2980538606643677,0.1807585507631302,0.1409905105829239
campuses,0.07508031278848648,0.254014253616333,0.9999999403953552,0.13275954127311707,0.19650089740753174,0.23668748140335083,0.34082871675491333,0.5903001427650452,0.24671624600887299,0.08666198700666428
(,0.1676948219537735,0.1455259770154953,0.11215557903051376,0.2728188931941986,0.33289089798927307,0.16755922138690948,0.23423868417739868,0.20313534140586853,0.23072676360607147,0.40561532974243164
irvine,0.0902923047542572,0.15450620651245117,0.23915989696979523,0.07642397284507751,0.24075265228748322,0.45087122917175293,0.24646814167499542,0.3363587558269501,0.17692704498767853,0.12018196284770966
",",0.22659391164779663,0.40610817074775696,0.25282976031303406,0.28617382049560547,0.4933079481124878,0.2704589068889618,0.29481780529022217,0.3017033040523529,0.3541618287563324,0.31091248989105225
los,0.1389930248260498,0.23644691705703735,0.18738369643688202,0.10503679513931274,0.2502395510673523,0.641045331954956,0.16002918779850006,0.19573059678077698,0.15787723660469055,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.18209348618984222,0.10788265615701675,0.24588194489479065,0.6717669367790222,0.16862811148166656,0.21483512222766876,0.17562218010425568,0.16139166057109833
