,what,is,attributed,to,the,income,inequality,in,the,united,states,?
on,0.34226128458976746,0.3635730445384979,0.15456749498844147,0.41031414270401,0.5107308030128479,0.12938405573368073,0.16136983036994934,0.46853652596473694,0.5107308030128479,0.2703288793563843,0.2692825198173523,0.2714994251728058
average,0.24068789184093475,0.2669461667537689,0.07167752832174301,0.2572915256023407,0.27058175206184387,0.430448055267334,0.2903502583503723,0.23465414345264435,0.27058175206184387,0.15646378695964813,0.15653255581855774,0.21764592826366425
",",0.3087472915649414,0.4691906273365021,0.23475953936576843,0.44245919585227966,0.4933079481124878,0.19703416526317596,0.21822890639305115,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
women,0.14828920364379883,0.20067402720451355,0.11576521396636963,0.24881750345230103,0.279754102230072,0.2004300355911255,0.2967824339866638,0.3171939551830292,0.279754102230072,0.15663212537765503,0.18201056122779846,0.1616753786802292
are,0.29724663496017456,0.5330929756164551,0.13890594244003296,0.3504326641559601,0.40399202704429626,0.20486517250537872,0.24070033431053162,0.3841303884983063,0.40399202704429626,0.16919764876365662,0.1846873015165329,0.24591213464736938
more,0.3484537899494171,0.2946030795574188,0.17752036452293396,0.47084665298461914,0.39758381247520447,0.2241504192352295,0.2623436152935028,0.32563260197639465,0.39758381247520447,0.1760239452123642,0.22187471389770508,0.27894994616508484
likely,0.4101858139038086,0.2638912796974182,0.3003249168395996,0.41562584042549133,0.28129076957702637,0.2283223420381546,0.19746126234531403,0.21680790185928345,0.28129076957702637,0.1495247781276703,0.1613367646932602,0.35971182584762573
than,0.29388150572776794,0.2839990258216858,0.13686655461788177,0.3192550539970398,0.3227543234825134,0.22589486837387085,0.24634315073490143,0.3270052373409271,0.3227543234825134,0.20593391358852386,0.24014748632907867,0.24917294085025787
men,0.18620994687080383,0.172279953956604,0.16076335310935974,0.24045762419700623,0.26001617312431335,0.1988254338502884,0.27462831139564514,0.27064284682273865,0.26001617312431335,0.16810862720012665,0.2001953274011612,0.1408759206533432
to,0.455847829580307,0.42745086550712585,0.1937648355960846,1.0,0.535392165184021,0.27188464999198914,0.24361056089401245,0.45010748505592346,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
consider,0.44261306524276733,0.32138293981552124,0.29329466819763184,0.3287919759750366,0.33438587188720703,0.2178557962179184,0.28103071451187134,0.22423222661018372,0.33438587188720703,0.1498136818408966,0.18828612565994263,0.37281370162963867
factors,0.2665930688381195,0.23428019881248474,0.19488519430160522,0.2741186320781708,0.2769666314125061,0.29602232575416565,0.4320276379585266,0.19490711390972137,0.2769666314125061,0.18445375561714172,0.21220515668392181,0.2019491046667099
other,0.341873437166214,0.25895947217941284,0.20313039422035217,0.4193183183670044,0.44152235984802246,0.23439402878284454,0.23700791597366333,0.39989137649536133,0.44152235984802246,0.2444620579481125,0.28788650035858154,0.24682199954986572
than,0.29388150572776794,0.2839990258216858,0.13686655461788177,0.3192550539970398,0.3227543234825134,0.22589486837387085,0.24634315073490143,0.3270052373409271,0.3227543234825134,0.20593391358852386,0.24014748632907867,0.24917294085025787
pay,0.2870062291622162,0.12657347321510315,0.12670551240444183,0.26723966002464294,0.1903611719608307,0.4039134979248047,0.2006191909313202,0.14415781199932098,0.1903611719608307,0.2079743891954422,0.2061566263437271,0.19821009039878845
when,0.4700249433517456,0.3471449911594391,0.13573282957077026,0.5423505902290344,0.5091903209686279,0.16407446563243866,0.18042483925819397,0.4431333839893341,0.5091903209686279,0.2490900456905365,0.24639196693897247,0.22841128706932068
looking,0.39359530806541443,0.19272714853286743,0.15355800092220306,0.31572988629341125,0.30421850085258484,0.20215851068496704,0.19627155363559723,0.20335233211517334,0.30421850085258484,0.0864701122045517,0.10710739344358444,0.2733345925807953
for,0.3017193675041199,0.43268078565597534,0.1315128058195114,0.4451248347759247,0.4739971458911896,0.27512091398239136,0.256974995136261,0.4322226941585541,0.4739971458911896,0.30487096309661865,0.2496437132358551,0.264628142118454
work,0.3762225806713104,0.22475390136241913,0.21690016984939575,0.3482864499092102,0.2704800069332123,0.261774480342865,0.30602675676345825,0.2753349542617798,0.2704800069332123,0.13603049516677856,0.14620256423950195,0.2621155381202698
",",0.3087472915649414,0.4691906273365021,0.23475953936576843,0.44245919585227966,0.4933079481124878,0.19703416526317596,0.21822890639305115,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.20042148232460022,0.48971283435821533,0.5171257257461548,0.2518245577812195,0.2590520679950714,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
may,0.25739946961402893,0.322792649269104,0.21089030802249908,0.391582727432251,0.2694292366504669,0.1197485700249672,0.13336430490016937,0.3424151837825775,0.2694292366504669,0.19651606678962708,0.20767882466316223,0.2768254578113556
be,0.3929833769798279,0.4819129705429077,0.29223719239234924,0.4972836375236511,0.4248143136501312,0.19847987592220306,0.2602038085460663,0.3481820821762085,0.4248143136501312,0.20382754504680634,0.24637973308563232,0.3324260413646698
less,0.31119704246520996,0.3123510479927063,0.16117817163467407,0.38397523760795593,0.29185041785240173,0.2510869801044464,0.27181798219680786,0.2661931812763214,0.29185041785240173,0.168015718460083,0.19701696932315826,0.22418740391731262
willing,0.4653003215789795,0.18537743389606476,0.17482145130634308,0.48565617203712463,0.2583622932434082,0.2731621265411377,0.29911306500434875,0.21205008029937744,0.2583622932434082,0.13653922080993652,0.17121362686157227,0.4091795086860657
to,0.455847829580307,0.42745086550712585,0.1937648355960846,1.0,0.535392165184021,0.27188464999198914,0.24361056089401245,0.45010748505592346,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
