,what,branch,of,theoretical,computer,science,deals,with,broadly,classifying,computational,problems,by,difficulty,and,class,of,relationship,?
computational,0.29464593529701233,0.2773163318634033,0.2832651138305664,0.5886620283126831,0.5941354632377625,0.45112496614456177,0.39469656348228455,0.17668114602565765,0.39198243618011475,0.4052692651748657,1.0,0.3718613386154175,0.2209896296262741,0.3689636290073395,0.28914058208465576,0.14079654216766357,0.2832651138305664,0.2987678050994873,0.21617397665977478
complexity,0.33747240900993347,0.12899965047836304,0.23338180780410767,0.4222896695137024,0.404285728931427,0.32986509799957275,0.3540741503238678,0.2387731969356537,0.3715764582157135,0.3881129026412964,0.6165810823440552,0.45911696553230286,0.17643122375011444,0.4870225489139557,0.2520415782928467,0.22154183685779572,0.23338180780410767,0.325389564037323,0.23062916100025177
theory,0.297923743724823,0.23317833244800568,0.23506702482700348,0.6152767539024353,0.21609924733638763,0.35820475220680237,0.34610846638679504,0.21627245843410492,0.3054996728897095,0.34005796909332275,0.4716552495956421,0.29832348227500916,0.17579947412014008,0.24070215225219727,0.1765792816877365,0.15376703441143036,0.23506702482700348,0.2562028765678406,0.1387292891740799
is,0.28837618231773376,0.17662303149700165,0.4854315221309662,0.22241048514842987,0.2406304031610489,0.2747138440608978,0.27342990040779114,0.3250955045223236,0.20049333572387695,0.21677158772945404,0.2470806986093521,0.16985496878623962,0.3899846076965332,0.23129403591156006,0.3859752118587494,0.1275252103805542,0.4854315221309662,0.22806847095489502,0.22961433231830597
a,0.3320399522781372,0.20822708308696747,0.5052502155303955,0.252067893743515,0.2548043727874756,0.2378881424665451,0.2577480673789978,0.3783375024795532,0.2776320278644562,0.2931896448135376,0.29858994483947754,0.21523453295230865,0.32094135880470276,0.29588451981544495,0.3739250600337982,0.23462694883346558,0.5052502155303955,0.25691166520118713,0.23916715383529663
branch,0.1792319416999817,1.0,0.23972897231578827,0.23587483167648315,0.18950611352920532,0.21299956738948822,0.4157392680644989,0.11200471222400665,0.26420360803604126,0.1989152729511261,0.2773163318634033,0.15988236665725708,0.13618141412734985,0.1275700330734253,0.23874594271183014,0.13577236235141754,0.23972897231578827,0.1930745244026184,0.10474635660648346
of,0.33290785551071167,0.23972897231578827,1.0,0.2684490382671356,0.18559479713439941,0.2616958022117615,0.34589913487434387,0.41827285289764404,0.2232591062784195,0.24586112797260284,0.2832651138305664,0.2450421154499054,0.3646814823150635,0.27728772163391113,0.5116966962814331,0.19740594923496246,1.0,0.22000651061534882,0.1826142966747284
the,0.42745697498321533,0.2630956768989563,0.733189046382904,0.21045458316802979,0.19781450927257538,0.24037593603134155,0.33629846572875977,0.4223487675189972,0.25585347414016724,0.2822643518447876,0.18477948009967804,0.2659202516078949,0.4408751428127289,0.28524860739707947,0.5171257257461548,0.18034407496452332,0.733189046382904,0.21018025279045105,0.22068053483963013
theory,0.297923743724823,0.23317833244800568,0.23506702482700348,0.6152767539024353,0.21609924733638763,0.35820475220680237,0.34610846638679504,0.21627245843410492,0.3054996728897095,0.34005796909332275,0.4716552495956421,0.29832348227500916,0.17579947412014008,0.24070215225219727,0.1765792816877365,0.15376703441143036,0.23506702482700348,0.2562028765678406,0.1387292891740799
of,0.33290785551071167,0.23972897231578827,1.0,0.2684490382671356,0.18559479713439941,0.2616958022117615,0.34589913487434387,0.41827285289764404,0.2232591062784195,0.24586112797260284,0.2832651138305664,0.2450421154499054,0.3646814823150635,0.27728772163391113,0.5116966962814331,0.19740594923496246,1.0,0.22000651061534882,0.1826142966747284
computation,0.31098654866218567,0.26247626543045044,0.2480347454547882,0.5601614713668823,0.622418224811554,0.430376261472702,0.37193772196769714,0.18749673664569855,0.33707571029663086,0.39157283306121826,0.9130441546440125,0.3971659541130066,0.2080729752779007,0.36350107192993164,0.2531760036945343,0.13978300988674164,0.2480347454547882,0.3203262984752655,0.2260068953037262
in,0.30808621644973755,0.21656033396720886,0.5696388483047485,0.20558910071849823,0.18321871757507324,0.269875705242157,0.2900938093662262,0.4080928862094879,0.1933162957429886,0.20165899395942688,0.2346334308385849,0.21061907708644867,0.370934396982193,0.1823630928993225,0.4954058527946472,0.1761927455663681,0.5696388483047485,0.20233847200870514,0.20430970191955566
theoretical,0.3012935221195221,0.23587483167648315,0.2684490382671356,1.0000001192092896,0.42270705103874207,0.51285719871521,0.29843664169311523,0.15722839534282684,0.2952970266342163,0.31332316994667053,0.5886620283126831,0.23852582275867462,0.1470205932855606,0.25252026319503784,0.18770602345466614,0.17396610975265503,0.2684490382671356,0.20239603519439697,0.14929188787937164
computer,0.26911869645118713,0.18950611352920532,0.18559479713439941,0.42270705103874207,0.9999999403953552,0.4366786777973175,0.26329681277275085,0.15518860518932343,0.14756377041339874,0.22756096720695496,0.5941354632377625,0.2735036611557007,0.20605696737766266,0.20160464942455292,0.2362591028213501,0.14298290014266968,0.18559479713439941,0.15091948211193085,0.20203553140163422
science,0.2612018585205078,0.21299956738948822,0.2616958022117615,0.51285719871521,0.4366786777973175,1.0,0.34797796607017517,0.16571007668972015,0.1869049221277237,0.3122235834598541,0.45112496614456177,0.216844841837883,0.20686732232570648,0.15199224650859833,0.2865735590457916,0.2008410096168518,0.2616958022117615,0.2180909961462021,0.17974960803985596
that,0.6297725439071655,0.23441632091999054,0.41498205065727234,0.3066844344139099,0.2798757553100586,0.2881232798099518,0.2933861017227173,0.4154358208179474,0.3755059540271759,0.322501003742218,0.3084385395050049,0.3758413791656494,0.37496164441108704,0.33686771988868713,0.4731321930885315,0.23035554587841034,0.41498205065727234,0.33911964297294617,0.32716336846351624
focuses,0.27091580629348755,0.2176351398229599,0.29358524084091187,0.3114718794822693,0.2697298228740692,0.33497312664985657,0.4753358066082001,0.25242915749549866,0.2860702574253082,0.25712504982948303,0.3384867310523987,0.2683371603488922,0.22088311612606049,0.34296172857284546,0.26309964060783386,0.14647889137268066,0.29358524084091187,0.25014498829841614,0.15887200832366943
on,0.34226128458976746,0.15029071271419525,0.3966929316520691,0.2369895726442337,0.22473379969596863,0.2139003723859787,0.25818875432014465,0.40749499201774597,0.21102797985076904,0.22347217798233032,0.1577787548303604,0.22423362731933594,0.33887791633605957,0.24781161546707153,0.4077630043029785,0.1869632750749588,0.3966929316520691,0.13926656544208527,0.2714994251728058
classifying,0.3129931390285492,0.1989152729511261,0.24586112797260284,0.31332316994667053,0.22756096720695496,0.3122235834598541,0.3385404050350189,0.2676924765110016,0.4419317841529846,1.0,0.4052692651748657,0.2612456977367401,0.2094012200832367,0.3279905915260315,0.24974320828914642,0.4169529974460602,0.24586112797260284,0.2331634908914566,0.23421330749988556
computational,0.29464593529701233,0.2773163318634033,0.2832651138305664,0.5886620283126831,0.5941354632377625,0.45112496614456177,0.39469656348228455,0.17668114602565765,0.39198243618011475,0.4052692651748657,1.0,0.3718613386154175,0.2209896296262741,0.3689636290073395,0.28914058208465576,0.14079654216766357,0.2832651138305664,0.2987678050994873,0.21617397665977478
