,what,did,sir,charles,parsons,invent,?
other,0.341873437166214,0.31707024574279785,0.16384167969226837,0.1467321217060089,0.18331295251846313,0.13736362755298615,0.24682199954986572
notable,0.31026893854141235,0.27672359347343445,0.18210385739803314,0.13356131315231323,0.17090877890586853,0.18770240247249603,0.31928157806396484
people,0.32444337010383606,0.26765021681785583,0.07493039220571518,0.09644332528114319,0.19987325370311737,0.21193960309028625,0.23739641904830933
born,0.16581368446350098,0.15831230580806732,0.22995710372924805,0.24112732708454132,0.26604345440864563,0.13752588629722595,0.19166848063468933
in,0.30808621644973755,0.2593238651752472,0.2226593792438507,0.21346928179264069,0.2142636626958847,0.17169365286827087,0.20430970191955566
or,0.33867141604423523,0.28211739659309387,0.1369168758392334,0.12785981595516205,0.21124498546123505,0.1961120367050171,0.32389625906944275
associated,0.15836219489574432,0.1503729224205017,0.14653700590133667,0.026496948674321175,0.10375335812568665,0.08929136395454407,0.1453326791524887
with,0.2464839518070221,0.25472134351730347,0.1556212604045868,0.14436326920986176,0.22210262715816498,0.13844989240169525,0.2433311939239502
newcastle,0.16276082396507263,0.18762841820716858,0.2761216163635254,0.23244890570640564,0.3044028878211975,0.061334919184446335,0.0902252271771431
include,0.1535889357328415,0.18185541033744812,0.07924915850162506,0.11721253395080566,0.19697679579257965,0.15188339352607727,0.14925788342952728
:,-0.12022944539785385,-0.05305134505033493,-0.1581677943468094,-0.08397485315799713,-0.02753377892076969,-0.022422289475798607,-0.07156077772378922
engineer,0.1520753651857376,0.15370579063892365,0.2849405109882355,0.23881682753562927,0.31480786204338074,0.3170841634273529,0.12995383143424988
and,0.31309178471565247,0.34479495882987976,0.19441749155521393,0.23640480637550354,0.3204275369644165,0.1164553090929985,0.20544172823429108
industrialist,0.11836986243724823,0.12398912012577057,0.23837804794311523,0.23918581008911133,0.25043097138404846,0.32369738817214966,0.08886928111314774
lord,0.15077504515647888,0.16158217191696167,0.3701726496219635,0.1950022429227829,0.22134101390838623,0.10490090399980545,0.09544310718774796
armstrong,0.13854533433914185,0.17690864205360413,0.26262158155441284,0.25068190693855286,0.3638141453266144,0.13887956738471985,0.16033582389354706
",",0.3087472915649414,0.3015086054801941,0.2283722162246704,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
engineer,0.1520753651857376,0.15370579063892365,0.2849405109882355,0.23881682753562927,0.31480786204338074,0.3170841634273529,0.12995383143424988
and,0.31309178471565247,0.34479495882987976,0.19441749155521393,0.23640480637550354,0.3204275369644165,0.1164553090929985,0.20544172823429108
father,0.21527598798274994,0.3227277100086212,0.2517278492450714,0.24735695123672485,0.21888655424118042,0.2918704152107239,0.14826634526252747
of,0.33290785551071167,0.2513895630836487,0.17569157481193542,0.22512592375278473,0.17497248947620392,0.13912974298000336,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.20237073302268982,0.20777860283851624,0.24227745831012726,0.12605838477611542,0.22068053483963013
modern,0.2655639946460724,0.21376098692417145,0.14088526368141174,0.15594573318958282,0.1578473150730133,0.29667893052101135,0.12475407868623734
steam,0.15672586858272552,0.19902050495147705,0.20454274117946625,0.09958212822675705,0.12593862414360046,0.3353213965892792,0.113324373960495
railways,0.17380215227603912,0.14408650994300842,0.21850447356700897,0.15404710173606873,0.16631653904914856,0.1756417453289032,0.0874929204583168
george,0.22000353038311005,0.238631471991539,0.38123294711112976,0.35743674635887146,0.3272799849510193,0.12792277336120605,0.1479024887084961
stephenson,0.23027537763118744,0.14654384553432465,0.34626197814941406,0.3012184798717499,0.4775829613208771,0.21791480481624603,0.14790663123130798
",",0.3087472915649414,0.3015086054801941,0.2283722162246704,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
his,0.26976513862609863,0.3546801507472992,0.28580740094184875,0.2825178802013397,0.25395792722702026,0.25898370146751404,0.18075084686279297
son,0.15706995129585266,0.22313499450683594,0.2770724594593048,0.27134889364242554,0.21158051490783691,0.20163607597351074,0.14735563099384308
",",0.3087472915649414,0.3015086054801941,0.2283722162246704,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
also,0.42747777700424194,0.39334940910339355,0.18312859535217285,0.2001587301492691,0.23051707446575165,0.18492677807807922,0.21848613023757935
an,0.2821882665157318,0.22598257660865784,0.12749028205871582,0.17288488149642944,0.20355351269245148,0.12686173617839813,0.19793890416622162
engineer,0.1520753651857376,0.15370579063892365,0.2849405109882355,0.23881682753562927,0.31480786204338074,0.3170841634273529,0.12995383143424988
",",0.3087472915649414,0.3015086054801941,0.2283722162246704,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
robert,0.1948658525943756,0.16245460510253906,0.3366086781024933,0.38394874334335327,0.34402626752853394,0.1338244527578354,0.11293095350265503
stephenson,0.23027537763118744,0.14654384553432465,0.34626197814941406,0.3012184798717499,0.4775829613208771,0.21791480481624603,0.14790663123130798
",",0.3087472915649414,0.3015086054801941,0.2283722162246704,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
engineer,0.1520753651857376,0.15370579063892365,0.2849405109882355,0.23881682753562927,0.31480786204338074,0.3170841634273529,0.12995383143424988
and,0.31309178471565247,0.34479495882987976,0.19441749155521393,0.23640480637550354,0.3204275369644165,0.1164553090929985,0.20544172823429108
inventor,0.1433403640985489,0.14229783415794373,0.29593607783317566,0.23579499125480652,0.2507149279117584,0.7599366903305054,0.1474177986383438
of,0.33290785551071167,0.2513895630836487,0.17569157481193542,0.22512592375278473,0.17497248947620392,0.13912974298000336,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.20237073302268982,0.20777860283851624,0.24227745831012726,0.12605838477611542,0.22068053483963013
steam,0.15672586858272552,0.19902050495147705,0.20454274117946625,0.09958212822675705,0.12593862414360046,0.3353213965892792,0.113324373960495
turbine,0.1404699683189392,0.13428311049938202,0.13210029900074005,0.11848829686641693,0.19197720289230347,0.25828197598457336,0.16315746307373047
sir,0.21176420152187347,0.15892378985881805,1.0000001192092896,0.31466981768608093,0.343886137008667,0.2640307545661926,0.10503887385129929
charles,0.18606366217136383,0.11287324130535126,0.31466981768608093,1.0000001192092896,0.3393769860267639,0.17523755133152008,0.17366734147071838
parsons,0.16284945607185364,0.18423952162265778,0.343886137008667,0.3393769860267639,1.0000001192092896,0.17339612543582916,0.1958886981010437
",",0.3087472915649414,0.3015086054801941,0.2283722162246704,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
inventor,0.1433403640985489,0.14229783415794373,0.29593607783317566,0.23579499125480652,0.2507149279117584,0.7599366903305054,0.1474177986383438
of,0.33290785551071167,0.2513895630836487,0.17569157481193542,0.22512592375278473,0.17497248947620392,0.13912974298000336,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.20237073302268982,0.20777860283851624,0.24227745831012726,0.12605838477611542,0.22068053483963013
incandescent,0.24808262288570404,0.20370808243751526,0.15902237594127655,0.16205517947673798,0.20192982256412506,0.3239436447620392,0.17212344706058502
light,0.22953972220420837,0.18105649948120117,0.16912545263767242,0.12403576821088791,0.16758836805820465,0.22951485216617584,0.17429810762405396
bulb,0.23649050295352936,0.1410457342863083,0.157216414809227,0.12652011215686798,0.16651782393455505,0.32363447546958923,0.09781747311353683
sir,0.21176420152187347,0.15892378985881805,1.0000001192092896,0.31466981768608093,0.343886137008667,0.2640307545661926,0.10503887385129929
joseph,0.20494906604290009,0.19009922444820404,0.2502472400665283,0.40517643094062805,0.24919597804546356,0.1803252100944519,0.08421234786510468
swan,0.1812630444765091,0.1534312218427658,0.21302129328250885,0.25180232524871826,0.24699699878692627,0.14549557864665985,0.08656178414821625
",",0.3087472915649414,0.3015086054801941,0.2283722162246704,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
modernist,0.228840172290802,0.2681822180747986,0.22079350054264069,0.21435293555259705,0.25310584902763367,0.30301743745803833,0.14106012880802155
