,what,year,was,the,first,manned,flight,with,the,lunar,module,scheduled,?
meanwhile,0.24885934591293335,0.21313175559043884,0.17749933898448944,0.2615615129470825,0.1497117280960083,0.24674850702285767,0.21712236106395721,0.2780652344226837,0.2615615129470825,0.11486438661813736,0.1580418348312378,0.1475532352924347,0.16201108694076538
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.1752677708864212,0.23669111728668213,0.4120737314224243,0.4933079481124878,0.19076566398143768,0.14771580696105957,0.2531873285770416,0.31091248989105225
grumman,0.1284922957420349,0.11252675950527191,0.28294193744659424,0.2515086531639099,0.24369095265865326,0.34576866030693054,0.4808424711227417,0.18449705839157104,0.2515086531639099,0.26689112186431885,0.3238961100578308,0.212267205119133,0.23828771710395813
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.24339483678340912,0.19139665365219116,0.27411898970603943,0.48711544275283813,0.17547959089279175,0.09592796117067337,0.28737300634384155,0.18412111699581146
also,0.42747777700424194,0.24424028396606445,0.4032125174999237,0.6021018624305725,0.43768298625946045,0.18923711776733398,0.18573123216629028,0.44397303462028503,0.6021018624305725,0.17291007936000824,0.19976162910461426,0.21558935940265656,0.21848613023757935
encountering,0.2618666887283325,0.1656092405319214,0.21986299753189087,0.32537680864334106,0.1582726240158081,0.3373667001724243,0.28897997736930847,0.33167749643325806,0.32537680864334106,0.1734439879655838,0.1929120421409607,0.20329025387763977,0.1729576736688614
problems,0.3306994140148163,0.14050938189029694,0.1851695030927658,0.2659202516078949,0.1917094886302948,0.16584967076778412,0.1438106894493103,0.3139011859893799,0.2659202516078949,0.10737130790948868,0.19385384023189545,0.11474335938692093,0.2638136148452759
with,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.2691199779510498,0.19048453867435455,0.12763038277626038,0.9999999403953552,0.4223487675189972,0.11691921204328537,0.12842965126037598,0.12026636302471161,0.2433311939239502
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.2392944097518921,0.2498224973678589,0.4223487675189972,1.0,0.23309995234012604,0.15147453546524048,0.23960356414318085,0.22068053483963013
lunar,0.18274477124214172,0.3010452687740326,0.17547959089279175,0.23309995234012604,0.20383909344673157,0.47513729333877563,0.2749018967151642,0.11691921204328537,0.23309995234012604,1.0000001192092896,0.4598902761936188,0.24481281638145447,0.1628302037715912
module,0.2071267068386078,0.13687098026275635,0.09592796117067337,0.15147453546524048,0.1689298450946808,0.33220410346984863,0.23688870668411255,0.12842965126037598,0.15147453546524048,0.4598902761936188,1.0,0.19504840672016144,0.2131270468235016
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.1752677708864212,0.23669111728668213,0.4120737314224243,0.4933079481124878,0.19076566398143768,0.14771580696105957,0.2531873285770416,0.31091248989105225
eliminating,0.23266176879405975,0.13068191707134247,0.09501123428344727,0.27988964319229126,0.20562414824962616,0.14126139879226685,0.08083784580230713,0.27671492099761963,0.27988964319229126,0.0595671571791172,0.09467841684818268,0.23917080461978912,0.13820406794548035
hopes,0.20497237145900726,0.2176050990819931,0.22260957956314087,0.29385989904403687,0.2753428518772125,0.19579416513442993,0.15036964416503906,0.2822515666484833,0.29385989904403687,0.1443668156862259,0.12566320598125458,0.17742086946964264,0.1416345238685608
it,0.45803478360176086,0.2363913208246231,0.4577186405658722,0.6251175999641418,0.3491429388523102,0.19424334168434143,0.24774613976478577,0.3369046747684479,0.6251175999641418,0.1490798443555832,0.17675580084323883,0.23883257806301117,0.25732165575027466
would,0.45766422152519226,0.259968101978302,0.41663143038749695,0.4133751392364502,0.2882738411426544,0.252983033657074,0.12406906485557556,0.38372042775154114,0.4133751392364502,0.20055215060710907,0.2092796117067337,0.2866620421409607,0.37178951501846313
be,0.3929833769798279,0.2296248972415924,0.42228707671165466,0.4248143136501312,0.29818081855773926,0.25306642055511475,0.1368449181318283,0.36101722717285156,0.4248143136501312,0.167300745844841,0.2258499711751938,0.21397235989570618,0.3324260413646698
ready,0.3205512464046478,0.17111288011074066,0.18532803654670715,0.25905725359916687,0.3154170513153076,0.2644013464450836,0.1421690285205841,0.2349073588848114,0.25905725359916687,0.19119581580162048,0.29727283120155334,0.26529330015182495,0.28934767842292786
for,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.3800288736820221,0.19758428633213043,0.13066017627716064,0.39140474796295166,0.4739971458911896,0.16840216517448425,0.20810315012931824,0.18816711008548737,0.264628142118454
manned,0.16094419360160828,0.19970928132534027,0.24339483678340912,0.2392944097518921,0.3325497806072235,1.0000001192092896,0.36177876591682434,0.19048453867435455,0.2392944097518921,0.47513729333877563,0.33220410346984863,0.32622241973876953,0.17514055967330933
flight,0.17794598639011383,0.06301704794168472,0.19139665365219116,0.2498224973678589,0.23871742188930511,0.36177876591682434,0.9999999403953552,0.12763038277626038,0.2498224973678589,0.2749018967151642,0.23688870668411255,0.3700110614299774,0.20568472146987915
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.1528020054101944,0.24918575584888458,0.4080928862094879,0.6662389636039734,0.17049738764762878,0.0937533974647522,0.23272886872291565,0.20430970191955566
1967,-0.0218155886977911,0.027806339785456657,0.059212569147348404,-0.012038951739668846,-0.004359416197985411,-0.14350144565105438,-0.1575811207294464,-0.06504059582948685,-0.012038951739668846,-0.06780339777469635,-0.08390416204929352,-0.14353510737419128,0.017933469265699387
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.1752677708864212,0.23669111728668213,0.4120737314224243,0.4933079481124878,0.19076566398143768,0.14771580696105957,0.2531873285770416,0.31091248989105225
not,0.5449194312095642,0.23447993397712708,0.2888734042644501,0.4310511648654938,0.2955942749977112,0.22516654431819916,0.20040316879749298,0.3409014642238617,0.4310511648654938,0.1421346366405487,0.2452729344367981,0.22953489422798157,0.41942933201789856
long,0.28276848793029785,0.21031582355499268,0.1968146562576294,0.3075225353240967,0.23231349885463715,0.20072464644908905,0.2071063369512558,0.289187490940094,0.3075225353240967,0.193118616938591,0.10701979696750641,0.18284013867378235,0.19699987769126892
after,0.21973377466201782,0.336445689201355,0.49306565523147583,0.4565047025680542,0.42302387952804565,0.2195538431406021,0.190263569355011,0.33843478560447693,0.4565047025680542,0.1943439096212387,0.09740570187568665,0.2908325791358948,0.16608688235282898
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.2392944097518921,0.2498224973678589,0.4223487675189972,1.0,0.23309995234012604,0.15147453546524048,0.23960356414318085,0.22068053483963013
first,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,1.0,0.3325497806072235,0.23871742188930511,0.2691199779510498,0.49448907375335693,0.20383909344673157,0.1689298450946808,0.3569452166557312,0.18701928853988647
manned,0.16094419360160828,0.19970928132534027,0.24339483678340912,0.2392944097518921,0.3325497806072235,1.0000001192092896,0.36177876591682434,0.19048453867435455,0.2392944097518921,0.47513729333877563,0.33220410346984863,0.32622241973876953,0.17514055967330933
csm,0.16508343815803528,0.1797383427619934,0.15221786499023438,0.15609420835971832,0.2035643607378006,0.457444965839386,0.3374354839324951,0.12583579123020172,0.15609420835971832,0.5040956735610962,0.4761714041233063,0.21822021901607513,0.19925744831562042
flights,0.17598165571689606,0.1682738959789276,0.17491722106933594,0.25325238704681396,0.2564427852630615,0.3876021206378937,0.7885117530822754,0.15817800164222717,0.25325238704681396,0.3015264868736267,0.24658611416816711,0.43344900012016296,0.1590299755334854
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.2219262570142746,0.23302660882472992,0.4446153938770294,0.5934505462646484,0.16741344332695007,0.1851804405450821,0.19395571947097778,0.4130953550338745
,what,year,was,the,first,manned,flight,with,the,lunar,module,scheduled,?
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.2392944097518921,0.2498224973678589,0.4223487675189972,1.0,0.23309995234012604,0.15147453546524048,0.23960356414318085,0.22068053483963013
problems,0.3306994140148163,0.14050938189029694,0.1851695030927658,0.2659202516078949,0.1917094886302948,0.16584967076778412,0.1438106894493103,0.3139011859893799,0.2659202516078949,0.10737130790948868,0.19385384023189545,0.11474335938692093,0.2638136148452759
with,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.2691199779510498,0.19048453867435455,0.12763038277626038,0.9999999403953552,0.4223487675189972,0.11691921204328537,0.12842965126037598,0.12026636302471161,0.2433311939239502
