,when,was,nikola,tesla,born,?
nikola,0.14777304232120514,0.19991572201251984,1.0000001192092896,0.5656248331069946,0.22355380654335022,0.06297405064105988
tesla,0.1504557579755783,0.16455206274986267,0.5656248331069946,0.9999999403953552,0.12690365314483643,0.10250775516033173
(,0.2459595799446106,0.2980341613292694,0.24323949217796326,0.2156914919614792,0.33313798904418945,0.40561532974243164
serbian,0.13829860091209412,0.20167015492916107,0.4758182168006897,0.3454362452030182,0.1910347044467926,0.11544056981801987
cyrillic,0.13801038265228271,0.13883039355278015,0.37088891863822937,0.31796056032180786,0.1778212934732437,0.24746108055114746
:,-0.04432349652051926,0.002802103292196989,0.11818728595972061,0.0028187385760247707,0.08634662628173828,-0.07156077772378922
никола,0.19768260419368744,0.3449854254722595,0.5593558549880981,0.34388217329978943,0.4704119563102722,0.3388248085975647
тесла,0.12335681170225143,0.054509665817022324,0.12708701193332672,0.0784570723772049,0.13227668404579163,0.10631050914525986
;,0.022927695885300636,0.0754367932677269,-0.04930856451392174,-0.03835732489824295,0.019102130085229874,0.10349778085947037
10,0.057211097329854965,0.16597506403923035,-0.03272216394543648,-0.08889484405517578,0.13198421895503998,0.022911956533789635
july,0.24211758375167847,0.40724116563796997,0.1284438967704773,0.1044287383556366,0.4545561969280243,0.2897891402244568
1856,0.12820786237716675,0.06661546975374222,-0.17474672198295593,-0.11941852420568466,-0.1394749879837036,0.10880891233682632
–,0.20347917079925537,0.30754852294921875,0.2615921199321747,0.15910647809505463,0.4501894414424896,0.2714554965496063
7,-0.21990855038166046,0.002381215337663889,0.024872995913028717,-0.026343144476413727,0.05854012817144394,-0.15092156827449799
january,0.23963238298892975,0.3933098316192627,0.17630094289779663,0.13615937530994415,0.4579422175884247,0.28608936071395874
1943,-0.037551648914813995,0.12445774674415588,0.0014133896911516786,-0.028515523299574852,0.1429545283317566,-0.08025530725717545
),0.2538422644138336,0.3267642855644226,0.24754275381565094,0.22692398726940155,0.3665171265602112,0.42300865054130554
was,0.37326499819755554,1.0000001192092896,0.19991572201251984,0.16455206274986267,0.388632208108902,0.18412111699581146
a,0.44397395849227905,0.4508470594882965,0.19119060039520264,0.2211925983428955,0.22920024394989014,0.23916715383529663
serbian,0.13829860091209412,0.20167015492916107,0.4758182168006897,0.3454362452030182,0.1910347044467926,0.11544056981801987
american,0.19090662896633148,0.31632548570632935,0.19627158343791962,0.12191694229841232,0.4582231342792511,0.18877598643302917
inventor,0.15961647033691406,0.24424013495445251,0.29834407567977905,0.3558236360549927,0.2755243182182312,0.1474177986383438
",",0.36674630641937256,0.45456063747406006,0.22096014022827148,0.20599327981472015,0.37898433208465576,0.31091248989105225
electrical,0.29064828157424927,0.2032313495874405,0.26995140314102173,0.45727142691612244,0.1547912210226059,0.10923371464014053
engineer,0.15451902151107788,0.2460750937461853,0.23734921216964722,0.30233198404312134,0.31845611333847046,0.12995383143424988
",",0.36674630641937256,0.45456063747406006,0.22096014022827148,0.20599327981472015,0.37898433208465576,0.31091248989105225
mechanical,0.29049748182296753,0.21271365880966187,0.20336803793907166,0.399202823638916,0.11822988092899323,0.10079140216112137
engineer,0.15451902151107788,0.2460750937461853,0.23734921216964722,0.30233198404312134,0.31845611333847046,0.12995383143424988
",",0.36674630641937256,0.45456063747406006,0.22096014022827148,0.20599327981472015,0.37898433208465576,0.31091248989105225
physicist,0.1719861477613449,0.26190704107284546,0.3450374901294708,0.3627440333366394,0.40180477499961853,0.1378137767314911
",",0.36674630641937256,0.45456063747406006,0.22096014022827148,0.20599327981472015,0.37898433208465576,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.1761501580476761,0.19560420513153076,0.25002726912498474,0.20544172823429108
futurist,0.10591958463191986,0.3273523449897766,0.19954945147037506,0.2549110949039459,0.3319488763809204,0.17667490243911743
best,0.15734568238258362,0.2817839980125427,0.1064782440662384,0.08007288724184036,0.2605787515640259,0.2799045741558075
known,0.1836930811405182,0.35203275084495544,0.11320668458938599,0.09137910604476929,0.3922918140888214,0.18314571678638458
for,0.43402108550071716,0.3863949179649353,0.16655883193016052,0.13983871042728424,0.23335127532482147,0.264628142118454
his,0.37120407819747925,0.4405253231525421,0.15682895481586456,0.1580733060836792,0.3081984519958496,0.18075084686279297
contributions,0.14627425372600555,0.22438742220401764,0.1258872151374817,0.24851170182228088,0.12340517342090607,0.3201877772808075
to,0.5423505902290344,0.3636345863342285,0.09627079218626022,0.17548894882202148,0.13695985078811646,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,0.1146918535232544,0.1324402391910553,0.19202874600887299,0.22068053483963013
design,0.1777849793434143,0.2780803442001343,0.1746370941400528,0.27540352940559387,0.09829665720462799,0.16351860761642456
of,0.3757161796092987,0.4069072902202606,0.15320609509944916,0.18837453424930573,0.19769194722175598,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.1146918535232544,0.1324402391910553,0.19202874600887299,0.22068053483963013
modern,0.19283193349838257,0.23571695387363434,0.15097416937351227,0.2237553745508194,0.1715320497751236,0.12475407868623734
alternating,0.28188619017601013,0.15524277091026306,0.09700167924165726,0.20965251326560974,0.06572951376438141,0.13878576457500458
current,0.23252347111701965,0.20140352845191956,0.1475788652896881,0.19374153017997742,0.14499947428703308,0.12074550241231918
(,0.2459595799446106,0.2980341613292694,0.24323949217796326,0.2156914919614792,0.33313798904418945,0.40561532974243164
ac,0.14342348277568817,0.16263911128044128,0.2033471018075943,0.31766265630722046,0.16205301880836487,0.19071458280086517
),0.2538422644138336,0.3267642855644226,0.24754275381565094,0.22692398726940155,0.3665171265602112,0.42300865054130554
electricity,0.3229100704193115,0.19055983424186707,0.2159145474433899,0.37243616580963135,0.14141805469989777,0.17856204509735107
supply,0.30050337314605713,0.1807863563299179,0.07019296288490295,0.13021747767925262,0.11609083414077759,0.14298182725906372
