,what,was,the,english,name,of,gou,'s,calendar,?
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.20864935219287872,0.1914493292570114,0.38364991545677185,0.19720280170440674,0.047556519508361816,0.1314326822757721,0.18075084686279297
calendar,0.17026786506175995,0.15307849645614624,0.21427585184574127,0.12031440436840057,0.20188996195793152,0.15737932920455933,0.13558773696422577,0.04485815763473511,1.0,0.16766934096813202
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3339248597621918,0.28145334124565125,0.4946078956127167,0.264608770608902,-0.0016132977325469255,0.14375944435596466,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.23982001841068268,0.3171212375164032,0.733189046382904,0.24288985133171082,-0.01540423184633255,0.21427585184574127,0.22068053483963013
shoushi,0.26812753081321716,0.2629956305027008,0.2838849425315857,0.21295003592967987,0.19932550191879272,0.25177401304244995,0.2373427301645279,-0.038323067128658295,0.1619422435760498,0.22778330743312836
li,0.03134606406092644,0.12489592283964157,0.1979183703660965,0.1063494011759758,0.07682996988296509,0.14930510520935059,0.2700723707675934,-0.03867683187127113,0.21520434319972992,0.17020992934703827
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.3194602429866791,0.2706909477710724,0.35032153129577637,0.197951078414917,0.0012731997994706035,0.16621100902557373,0.40561532974243164
授時暦,-0.3420669138431549,-0.20697642862796783,-0.3662036657333374,-0.11459526419639587,-0.16213396191596985,-0.2648533582687378,-0.09520842134952545,-0.0019296928076073527,-0.17284977436065674,-0.17058120667934418
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.32298287749290466,0.2638341188430786,0.3680361211299896,0.16574272513389587,0.021107977256178856,0.17540256679058075,0.42300865054130554
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.1728663295507431,0.19621294736862183,0.3792596757411957,0.18340495228767395,0.06871571391820908,0.11007578670978546,0.32389625906944275
calendar,0.17026786506175995,0.15307849645614624,0.21427585184574127,0.12031440436840057,0.20188996195793152,0.15737932920455933,0.13558773696422577,0.04485815763473511,1.0,0.16766934096813202
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.2594873905181885,0.25737348198890686,0.4185989499092102,0.1724986582994461,-0.07241261005401611,0.16532684862613678,0.264628142118454
fixing,0.28016066551208496,0.11401522904634476,0.24690976738929749,0.14526531100273132,0.1372535228729248,0.15681946277618408,0.15057571232318878,-0.02449236810207367,0.19273494184017181,0.30330368876457214
the,0.42745697498321533,0.48711544275283813,1.0,0.23982001841068268,0.3171212375164032,0.733189046382904,0.24288985133171082,-0.01540423184633255,0.21427585184574127,0.22068053483963013
seasons,0.13544028997421265,0.24377715587615967,0.24226845800876617,0.14015726745128632,0.20504631102085114,0.20746608078479767,0.09846512228250504,0.02644028328359127,0.2266526222229004,0.13766995072364807
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3339248597621918,0.28145334124565125,0.4946078956127167,0.264608770608902,-0.0016132977325469255,0.14375944435596466,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.23000946640968323,0.2646567225456238,0.4069072902202606,0.14852997660636902,0.008974763564765453,0.15307849645614624,0.18412111699581146
disseminated,0.21533425152301788,0.16454154253005981,0.2325429469347,0.1654757261276245,0.08688224107027054,0.25795650482177734,0.1410672515630722,-0.06149160489439964,0.11156908422708511,0.14376996457576752
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.19623121619224548,0.2459065467119217,0.5696388483047485,0.18540626764297485,-0.037580832839012146,0.16943912208080292,0.20430970191955566
1281,0.02329833433032036,-0.01668640412390232,0.11545629799365997,0.0016936862375587225,0.19109153747558594,0.15285640954971313,0.04246223345398903,0.022839698940515518,0.1082596480846405,0.016300585120916367
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2722744047641754,0.2851914167404175,0.3886612355709076,0.1981605887413025,-0.05775856226682663,0.1813722550868988,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.23982001841068268,0.3171212375164032,0.733189046382904,0.24288985133171082,-0.01540423184633255,0.21427585184574127,0.22068053483963013
official,0.18967986106872559,0.24680811166763306,0.3133983910083771,0.2640875577926636,0.2171209156513214,0.2864961326122284,0.09911185503005981,0.0002636060817167163,0.1948275864124298,0.18097688257694244
calendar,0.17026786506175995,0.15307849645614624,0.21427585184574127,0.12031440436840057,0.20188996195793152,0.15737932920455933,0.13558773696422577,0.04485815763473511,1.0,0.16766934096813202
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.17198967933654785,0.24075818061828613,1.0,0.2468113750219345,-0.03817026689648628,0.15737932920455933,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.23982001841068268,0.3171212375164032,0.733189046382904,0.24288985133171082,-0.01540423184633255,0.21427585184574127,0.22068053483963013
yuan,0.13503028452396393,0.19482262432575226,0.2548272907733917,0.1080138310790062,0.06442316621541977,0.22696353495121002,0.3562306761741638,0.01965653896331787,0.252644419670105,0.12871281802654266
dynasty,0.17240095138549805,0.24324211478233337,0.26267939805984497,0.11642497032880783,0.217737078666687,0.285645067691803,0.23515114188194275,-0.03789631649851799,0.31165650486946106,0.15884074568748474
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2881386876106262,0.24737101793289185,0.5352458953857422,0.2314547896385193,-0.003708066651597619,0.16474001109600067,0.4130953550338745
