,what,year,was,newcastle,ninth,in,retail,expenditures,?
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.19270820915699005,0.26812660694122314,1.0,0.2713564932346344,0.1824580430984497,0.20430970191955566
2010,0.2741409242153168,0.14087317883968353,0.23825319111347198,0.2369140088558197,0.05334420129656792,0.2692960798740387,0.13141678273677826,0.10137775540351868,0.21232788264751434
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.251589834690094,0.23629407584667206,0.5201468467712402,0.283134400844574,0.22056274116039276,0.31091248989105225
newcastle,0.16276082396507263,0.18703900277614594,0.25710436701774597,1.0000001192092896,0.1739330142736435,0.19270820915699005,0.20474545657634735,0.2180478572845459,0.0902252271771431
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.25710436701774597,0.34046924114227295,0.45514053106307983,0.17815588414669037,0.20354491472244263,0.18412111699581146
positioned,0.18420465290546417,0.12198015302419662,0.24646654725074768,0.16572335362434387,0.17426668107509613,0.2712353765964508,0.2513776123523712,0.18725885450839996,0.12362201511859894
ninth,0.11706084758043289,0.28537797927856445,0.34046924114227295,0.1739330142736435,0.9999999403953552,0.26812660694122314,0.08311976492404938,0.19905605912208557,0.05752093717455864
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.19270820915699005,0.26812660694122314,1.0,0.2713564932346344,0.1824580430984497,0.20430970191955566
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2253497689962387,0.3694124221801758,0.6662389636039734,0.25178223848342896,0.25400474667549133,0.22068053483963013
retail,0.14509697258472443,0.16287916898727417,0.17815588414669037,0.20474545657634735,0.08311976492404938,0.2713564932346344,0.9999998807907104,0.4379906952381134,0.07912889122962952
centre,0.12324132025241852,0.1138799786567688,0.24988211691379547,0.24609284102916718,0.11806928366422653,0.2765078544616699,0.2782267928123474,0.20092113316059113,0.019365152344107628
expenditure,0.21428826451301575,0.24494172632694244,0.230361670255661,0.19538705050945282,0.18342837691307068,0.16906867921352386,0.44186636805534363,0.9478047490119934,0.15849025547504425
league,0.16616638004779816,0.20387181639671326,0.21425791084766388,0.32377567887306213,0.2563773989677429,0.22963495552539825,0.16547641158103943,0.20795734226703644,0.15941482782363892
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.18781472742557526,0.28438499569892883,0.5696388483047485,0.22651293873786926,0.2795330286026001,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2253497689962387,0.3694124221801758,0.6662389636039734,0.25178223848342896,0.25400474667549133,0.22068053483963013
uk,0.17163191735744476,0.179987832903862,0.206756129860878,0.23818176984786987,0.12378494441509247,0.2261405885219574,0.293438583612442,0.25474151968955994,0.20222434401512146
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2714749276638031,0.24678607285022736,0.5591574311256409,0.25406309962272644,0.23244057595729828,0.4130953550338745
