,what,are,ctenophora,commonly,known,as,?
ctenophora,0.18695785105228424,0.27107423543930054,0.9999998807907104,0.2521992027759552,0.261493444442749,0.2036411315202713,0.20862777531147003
(,0.2411840260028839,0.23263892531394958,0.21480697393417358,0.2443668395280838,0.2843264043331146,0.32029855251312256,0.40561532974243164
/tᵻˈnɒfərə/,0.35629022121429443,0.12387669086456299,0.18542838096618652,0.11586245149374008,0.00022517185425385833,0.12218081951141357,0.48267874121665955
;,0.10986888408660889,0.15315808355808258,0.06274223327636719,0.053477320820093155,0.06441469490528107,0.05586666986346245,0.10349778085947037
singular,0.2832280993461609,0.31954002380371094,0.33299607038497925,0.246970996260643,0.1655258983373642,0.18885502219200134,0.17302146553993225
ctenophore,0.2381439507007599,0.30906161665916443,0.9053757190704346,0.26523134112358093,0.25105637311935425,0.23377713561058044,0.2190871685743332
",",0.3087472915649414,0.4062570035457611,0.20480060577392578,0.27548834681510925,0.3604377806186676,0.48816442489624023,0.31091248989105225
/ˈtɛnəfɔːr/,0.3494894206523895,0.24415861070156097,0.28528541326522827,0.21062685549259186,0.19917310774326324,0.22141440212726593,0.42447856068611145
or,0.33867141604423523,0.5374364256858826,0.25133922696113586,0.3941306471824646,0.2710355222225189,0.4400654137134552,0.32389625906944275
/ˈtiːnəfɔːr/,0.20264077186584473,0.1926611214876175,0.2594183683395386,0.12564115226268768,0.13760274648666382,0.1424824744462967,0.36497023701667786
;,0.10986888408660889,0.15315808355808258,0.06274223327636719,0.053477320820093155,0.06441469490528107,0.05586666986346245,0.10349778085947037
from,0.2737620174884796,0.2674213647842407,0.1317715346813202,0.18040411174297333,0.18996182084083557,0.3251767158508301,0.19969791173934937
the,0.42745697498321533,0.40399202704429626,0.2430446892976761,0.2974449694156647,0.3624623417854309,0.48381632566452026,0.22068053483963013
greek,0.14808377623558044,0.1616707146167755,0.3522953689098358,0.1947631984949112,0.18097802996635437,0.16667966544628143,0.11180876195430756
κτείς,0.06631826609373093,0.17545509338378906,0.31681951880455017,0.02944772131741047,-0.055721983313560486,0.04583592712879181,0.126088947057724
kteis,0.1854114830493927,0.19902624189853668,0.36820921301841736,0.23551307618618011,0.2325313538312912,0.2292979657649994,0.18047234416007996
'comb,0.16483081877231598,0.16405095160007477,0.3583008348941803,0.1966872215270996,0.14272160828113556,0.2244671732187271,0.26840975880622864
',0.3245812654495239,0.24618251621723175,0.1898500919342041,0.3490707576274872,0.40319374203681946,0.41391023993492126,0.330942302942276
and,0.31309178471565247,0.48576638102531433,0.15281255543231964,0.2290310114622116,0.3468935489654541,0.49487000703811646,0.20544172823429108
φέρω,0.1167222186923027,0.08803953230381012,0.1209045946598053,0.11971837282180786,-0.0871325358748436,-0.031548358500003815,0.13099947571754456
pherō,0.2107440084218979,0.20343835651874542,0.36986106634140015,0.23191501200199127,0.22080180048942566,0.24113480746746063,0.17430178821086884
'carry,0.307821124792099,0.32769882678985596,0.236845925450325,0.16943375766277313,0.15622252225875854,0.2072627693414688,0.21061457693576813
',0.3245812654495239,0.24618251621723175,0.1898500919342041,0.3490707576274872,0.40319374203681946,0.41391023993492126,0.330942302942276
;,0.10986888408660889,0.15315808355808258,0.06274223327636719,0.053477320820093155,0.06441469490528107,0.05586666986346245,0.10349778085947037
commonly,0.18122613430023193,0.4038049578666687,0.2521992027759552,1.0000001192092896,0.4381987154483795,0.3544585108757019,0.13546277582645416
known,0.20381177961826324,0.26720109581947327,0.261493444442749,0.4381987154483795,1.0,0.4815765619277954,0.18314571678638458
as,0.31749409437179565,0.3826591968536377,0.2036411315202713,0.3544585108757019,0.4815765619277954,1.0,0.27043893933296204
comb,0.20374168455600739,0.29309141635894775,0.41990113258361816,0.2642150819301605,0.15856392681598663,0.1718171387910843,0.2510223686695099
jellies,0.1608283519744873,0.3898297846317291,0.552432656288147,0.3094004690647125,0.23880073428153992,0.24293696880340576,0.1617898792028427
),0.26259949803352356,0.2373749315738678,0.20206139981746674,0.2611285150051117,0.297453910112381,0.32161882519721985,0.42300865054130554
is,0.28837618231773376,0.5330929756164551,0.20774365961551666,0.3994327187538147,0.41921812295913696,0.43216490745544434,0.22961433231830597
a,0.3320399522781372,0.265255331993103,0.24843408167362213,0.27022549510002136,0.30882248282432556,0.39550232887268066,0.23916715383529663
phylum,0.20018324255943298,0.31759709119796753,0.6852492094039917,0.16691334545612335,0.1409226506948471,0.22215606272220612,0.18758688867092133
of,0.33290785551071167,0.39081433415412903,0.241486594080925,0.29300037026405334,0.35814476013183594,0.3886612355709076,0.1826142966747284
animals,0.26212990283966064,0.37765127420425415,0.4381978213787079,0.18881678581237793,0.24156266450881958,0.22922728955745697,0.16430135071277618
that,0.6297725439071655,0.45265161991119385,0.2257128357887268,0.23247161507606506,0.20813259482383728,0.4735107421875,0.32716336846351624
live,0.20532001554965973,0.30489251017570496,0.1764754354953766,0.16444270312786102,0.1596667319536209,0.1558578610420227,0.19481121003627777
in,0.30808621644973755,0.3841303884983063,0.1502838283777237,0.2769457697868347,0.32641831040382385,0.3887844979763031,0.20430970191955566
marine,0.15737493336200714,0.21808268129825592,0.36812207102775574,0.21416793763637543,0.147955983877182,0.21632720530033112,0.1407923698425293
waters,0.14115752279758453,0.23104897141456604,0.2112162560224533,0.19477736949920654,0.18685618042945862,0.20724943280220032,0.135763481259346
worldwide,0.20704631507396698,0.28568848967552185,0.18733349442481995,0.2715613842010498,0.2757944166660309,0.21646277606487274,0.2253960371017456
.,0.3567904531955719,0.3452940285205841,0.24174925684928894,0.2135825902223587,0.283290296792984,0.515582263469696,0.4130953550338745
