,what,subtle,tool,can,be,used,in,an,informal,imperialistic,situation,to,expand,a,controlled,area,?
this,0.5489566326141357,0.35025209188461304,0.31719085574150085,0.4006461203098297,0.566177248954773,0.3996967375278473,0.45205554366111755,0.41881775856018066,0.28912678360939026,0.2965286374092102,0.39879024028778076,0.5759071707725525,0.3365679979324341,0.5422310829162598,0.24586240947246552,0.27175459265708923,0.3155723512172699
is,0.28837618231773376,0.2464529275894165,0.2158731371164322,0.44256699085235596,0.4819129705429077,0.3288823366165161,0.5394441485404968,0.4654068350791931,0.23649168014526367,0.13112108409404755,0.2855897843837738,0.42745086550712585,0.16019529104232788,0.658733606338501,0.20672085881233215,0.29283958673477173,0.22961433231830597
because,0.46729007363319397,0.3396172821521759,0.24314776062965393,0.4189445674419403,0.5052481293678284,0.3645826578140259,0.37423941493034363,0.3022964894771576,0.2321324646472931,0.21724537014961243,0.3984920382499695,0.5166091918945312,0.2509678900241852,0.42230045795440674,0.245605930685997,0.2601315379142761,0.2528740465641022
",",0.3087472915649414,0.24565541744232178,0.21031200885772705,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.3581022024154663,0.26789841055870056,0.21712644398212433,0.20005939900875092,0.44245919585227966,0.23638540506362915,0.427140474319458,0.20886175334453583,0.2664283812046051,0.31091248989105225
with,0.2464839518070221,0.27156302332878113,0.19575364887714386,0.3572797477245331,0.36101722717285156,0.3047430217266083,0.4080928862094879,0.2730048894882202,0.19463445246219635,0.19559168815612793,0.2553998529911041,0.4239959120750427,0.24998295307159424,0.3783375024795532,0.2416837215423584,0.2303420901298523,0.2433311939239502
informal,0.31096258759498596,0.22116824984550476,0.1695937216281891,0.21996012330055237,0.2722707986831665,0.3032001256942749,0.2039051353931427,0.24982379376888275,0.9999998807907104,0.3314431309700012,0.23754194378852844,0.26750510931015015,0.2219822257757187,0.281781941652298,0.15132947266101837,0.18698669970035553,0.17082542181015015
rule,0.30539435148239136,0.16402527689933777,0.13666968047618866,0.14536087214946747,0.25201159715652466,0.14890249073505402,0.2128441035747528,0.14162680506706238,0.2198389768600464,0.26630139350891113,0.3380967080593109,0.2587790787220001,0.19727690517902374,0.2032480239868164,0.3141237199306488,0.10536371171474457,0.1955260932445526
",",0.3087472915649414,0.24565541744232178,0.21031200885772705,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.3581022024154663,0.26789841055870056,0.21712644398212433,0.20005939900875092,0.44245919585227966,0.23638540506362915,0.427140474319458,0.20886175334453583,0.2664283812046051,0.31091248989105225
the,0.42745697498321533,0.22949697077274323,0.20790323615074158,0.312528520822525,0.4248143136501312,0.3718377649784088,0.6662389636039734,0.4207492768764496,0.24695700407028198,0.2731722891330719,0.29657405614852905,0.535392165184021,0.28561270236968994,0.5829201340675354,0.3320712745189667,0.37834644317626953,0.22068053483963013
control,0.2821830213069916,0.18509693443775177,0.1768781840801239,0.20071545243263245,0.21166473627090454,0.17954356968402863,0.24831421673297882,0.15528884530067444,0.19362011551856995,0.20163027942180634,0.2868468463420868,0.28164729475975037,0.30682697892189026,0.21056023240089417,0.7488215565681458,0.21139094233512878,0.1620711386203766
is,0.28837618231773376,0.2464529275894165,0.2158731371164322,0.44256699085235596,0.4819129705429077,0.3288823366165161,0.5394441485404968,0.4654068350791931,0.23649168014526367,0.13112108409404755,0.2855897843837738,0.42745086550712585,0.16019529104232788,0.658733606338501,0.20672085881233215,0.29283958673477173,0.22961433231830597
spread,0.22287604212760925,0.20829392969608307,0.1854703724384308,0.2838987112045288,0.2378535121679306,0.273860365152359,0.24312569200992584,0.16270339488983154,0.16662771999835968,0.22095166146755219,0.18257459998130798,0.2748686373233795,0.3079085350036621,0.17979469895362854,0.2503359019756317,0.27566030621528625,0.16482828557491302
more,0.3484537899494171,0.36614787578582764,0.32785889506340027,0.4044358730316162,0.5445363521575928,0.3030165731906891,0.32563260197639465,0.316240519285202,0.27325111627578735,0.24128226935863495,0.3945755064487457,0.47084665298461914,0.3318340480327606,0.3452818691730499,0.2388494312763214,0.20655664801597595,0.27894994616508484
subtly,0.4014855623245239,0.8064192533493042,0.20968614518642426,0.30411943793296814,0.35413387417793274,0.2953510284423828,0.20708076655864716,0.21133168041706085,0.24710093438625336,0.275046169757843,0.34395843744277954,0.30988165736198425,0.2629776895046234,0.2206817865371704,0.2069339156150818,0.1839529275894165,0.1627347469329834
through,0.23167094588279724,0.16810466349124908,0.2223900556564331,0.33144164085388184,0.290402352809906,0.20277023315429688,0.38533157110214233,0.208332821726799,0.11327225714921951,0.15092702209949493,0.22396282851696014,0.4062686562538147,0.2844947278499603,0.3399752974510193,0.17289434373378754,0.22968417406082153,0.16913433372974396
technological,0.22749881446361542,0.2598685622215271,0.25801414251327515,0.2805001437664032,0.24302348494529724,0.25007253885269165,0.26757490634918213,0.20624768733978271,0.27447113394737244,0.3271351158618927,0.2755843698978424,0.2818835973739624,0.2262682169675827,0.2389223277568817,0.24116528034210205,0.20769831538200378,0.1312418282032013
superiority,0.30062198638916016,0.29919204115867615,0.14080528914928436,0.24499890208244324,0.2576194405555725,0.2118653655052185,0.18867790699005127,0.18602679669857025,0.21139472723007202,0.3821127116680145,0.3416246175765991,0.2466312050819397,0.21109892427921295,0.24268001317977905,0.25799882411956787,0.1585269421339035,0.2002149522304535
",",0.3087472915649414,0.24565541744232178,0.21031200885772705,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.5201468467712402,0.3581022024154663,0.26789841055870056,0.21712644398212433,0.20005939900875092,0.44245919585227966,0.23638540506362915,0.427140474319458,0.20886175334453583,0.2664283812046051,0.31091248989105225
enforcing,0.33972662687301636,0.28200238943099976,0.2658555507659912,0.2737414538860321,0.25835534930229187,0.25670692324638367,0.20737941563129425,0.1759003847837448,0.31641146540641785,0.24907010793685913,0.3494158685207367,0.3568234145641327,0.2949625253677368,0.2306765764951706,0.3117524981498718,0.12465193122625351,0.24808692932128906
land,0.23411516845226288,0.09475983679294586,0.1567966490983963,0.16262724995613098,0.18650540709495544,0.18310055136680603,0.22871792316436768,0.15302860736846924,0.10170597583055496,0.14429154992103577,0.20463262498378754,0.2885280251502991,0.12229093164205551,0.247930645942688,0.2345823347568512,0.46885520219802856,0.1432059109210968
officials,0.23964433372020721,0.08735702931880951,0.05480349063873291,0.16188307106494904,0.24701999127864838,0.20711736381053925,0.2958538830280304,0.1304464191198349,0.279390424489975,0.23719815909862518,0.2551858723163605,0.30127477645874023,0.19490838050842285,0.25534239411354065,0.26937136054039,0.2501867413520813,0.1505519449710846
into,0.2180619090795517,0.17523576319217682,0.1477036476135254,0.301788330078125,0.3462390601634979,0.21789848804473877,0.38021373748779297,0.2105669528245926,0.12434341758489609,0.19571682810783386,0.20708607137203217,0.38810545206069946,0.275175005197525,0.3461161255836487,0.2901804447174072,0.26332640647888184,0.15662476420402527
large,0.2017821967601776,0.18993890285491943,0.24119745194911957,0.30512937903404236,0.2907196581363678,0.3057393729686737,0.2841601073741913,0.25319868326187134,0.1671663224697113,0.16521406173706055,0.21261975169181824,0.3150999844074249,0.2451624721288681,0.3740714490413666,0.2739046812057495,0.34371688961982727,0.1355665624141693
debts,0.2042621672153473,0.16483868658542633,0.04988960921764374,0.2020268738269806,0.2211902141571045,0.15781907737255096,0.17806021869182587,0.11119014769792557,0.14206159114837646,0.2664855420589447,0.3197125494480133,0.3137960433959961,0.30834445357322693,0.18859314918518066,0.1629853993654251,0.12874947488307953,0.1363573521375656
that,0.6297725439071655,0.3354756236076355,0.32158201932907104,0.4522190988063812,0.6036020517349243,0.37621384859085083,0.435920387506485,0.365763783454895,0.24608808755874634,0.29217156767845154,0.38794219493865967,0.5436353087425232,0.36007726192474365,0.47537946701049805,0.3037942051887512,0.2566552460193634,0.32716336846351624
can,0.34502777457237244,0.34052571654319763,0.3485534191131592,1.0,0.5791122913360596,0.48128408193588257,0.26527702808380127,0.23671309649944305,0.21996012330055237,0.18108083307743073,0.34037888050079346,0.4979398250579834,0.28936144709587097,0.3915780484676361,0.19048389792442322,0.1519843488931656,0.3226337134838104
