,what,other,catalysts,can,be,used,to,produce,oxygen,?
a,0.3320399522781372,0.2806335389614105,0.22677065432071686,0.3915780484676361,0.39883795380592346,0.3864384889602661,0.45503583550453186,0.2757846415042877,0.21662019193172455,0.23916715383529663
similar,0.30608364939689636,0.45383909344673157,0.24434170126914978,0.31653928756713867,0.3429358899593353,0.431619793176651,0.2888135313987732,0.3103775084018707,0.18074680864810944,0.23309361934661865
method,0.25476205348968506,0.18790766596794128,0.28777796030044556,0.2676236629486084,0.22966717183589935,0.40983709692955017,0.2593044936656952,0.2719898521900177,0.2175072282552719,0.2194802314043045
is,0.28837618231773376,0.25895947217941284,0.23972509801387787,0.44256699085235596,0.4819129705429077,0.3288823366165161,0.42745086550712585,0.26456785202026367,0.21825239062309265,0.22961433231830597
the,0.42745697498321533,0.44152235984802246,0.22630314528942108,0.312528520822525,0.4248143136501312,0.3718377649784088,0.535392165184021,0.23457570374011993,0.20428593456745148,0.22068053483963013
electrocatalytic,0.25686323642730713,0.22774460911750793,0.7652938365936279,0.32926082611083984,0.28498339653015137,0.3063313066959381,0.24675479531288147,0.41251811385154724,0.5300045609474182,0.2268386036157608
o,0.1489914506673813,0.1553722470998764,0.2049328237771988,0.13634033501148224,0.14611780643463135,0.11275003105401993,0.1644444614648819,0.1246316209435463,0.2476140707731247,0.23868927359580994
2,-0.049862053245306015,-0.06383107602596283,0.060076095163822174,0.01035431306809187,0.02104739472270012,0.04418706148862839,-0.0836251974105835,0.017157679423689842,0.04063820466399193,0.001977203879505396
evolution,0.2432696372270584,0.2591746747493744,0.2836291491985321,0.20158915221691132,0.24201956391334534,0.1528666764497757,0.19031725823879242,0.2150868922472,0.25109052658081055,0.26797422766685486
from,0.2737620174884796,0.30141791701316833,0.15736573934555054,0.2516351342201233,0.3107333183288574,0.25821518898010254,0.4069952368736267,0.20224905014038086,0.23457925021648407,0.19969791173934937
oxides,0.1899927854537964,0.2916184961795807,0.5697296857833862,0.35337597131729126,0.2898520529270172,0.32848697900772095,0.20237383246421814,0.29988300800323486,0.6094407439231873,0.18569931387901306
and,0.31309178471565247,0.5504306554794312,0.24126017093658447,0.3675691485404968,0.41766801476478577,0.3150506615638733,0.48971283435821533,0.2701570689678192,0.22261030972003937,0.20544172823429108
oxoacids,0.20165061950683594,0.3160088360309601,0.6047686338424683,0.3827837407588959,0.3221191465854645,0.28979820013046265,0.2608540654182434,0.3883954882621765,0.5329724550247192,0.23475199937820435
.,0.3567904531955719,0.41511186957359314,0.2496374249458313,0.35783761739730835,0.4383580684661865,0.33111312985420227,0.4645031690597534,0.2587496340274811,0.2554275095462799,0.4130953550338745
,what,other,catalysts,can,be,used,to,produce,oxygen,?
chemical,0.26249468326568604,0.22803284227848053,0.5392659902572632,0.27519381046295166,0.21992936730384827,0.3138500452041626,0.19030416011810303,0.29250818490982056,0.46001601219177246,0.2040288895368576
catalysts,0.257001131772995,0.2809581160545349,1.0,0.33936262130737305,0.3006560206413269,0.2835763990879059,0.2463371753692627,0.41956827044487,0.47168195247650146,0.19967681169509888
can,0.34502777457237244,0.454561322927475,0.33936262130737305,1.0,0.5791122913360596,0.48128408193588257,0.4979398250579834,0.3511185944080353,0.3056217133998871,0.3226337134838104
be,0.3929833769798279,0.4629868268966675,0.3006560206413269,0.5791122913360596,1.0,0.3731876611709595,0.4972836375236511,0.35276663303375244,0.28851351141929626,0.3324260413646698
used,0.27546408772468567,0.3574926257133484,0.2835763990879059,0.48128408193588257,0.3731876611709595,0.9999998807907104,0.40058770775794983,0.35044559836387634,0.21276918053627014,0.22430120408535004
as,0.31749409437179565,0.42805421352386475,0.2949254512786865,0.3245031237602234,0.5230465531349182,0.35160550475120544,0.42092081904411316,0.26654115319252014,0.16691245138645172,0.27043893933296204
well,0.4154493808746338,0.46553051471710205,0.27281203866004944,0.35096636414527893,0.4045031666755676,0.34104275703430176,0.3422003388404846,0.21934033930301666,0.1956869214773178,0.24815571308135986
",",0.3087472915649414,0.4446498453617096,0.21400532126426697,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.44245919585227966,0.19927625358104706,0.21812842786312103,0.31091248989105225
such,0.23989605903625488,0.6041211485862732,0.32662826776504517,0.396209716796875,0.5239806771278381,0.4262988865375519,0.2871878743171692,0.29612526297569275,0.23563316464424133,0.17851735651493073
as,0.31749409437179565,0.42805421352386475,0.2949254512786865,0.3245031237602234,0.5230465531349182,0.35160550475120544,0.42092081904411316,0.26654115319252014,0.16691245138645172,0.27043893933296204
in,0.30808621644973755,0.39989137649536133,0.1940363347530365,0.26527702808380127,0.3481820821762085,0.3090210556983948,0.45010748505592346,0.21160131692886353,0.1672476977109909,0.20430970191955566
chemical,0.26249468326568604,0.22803284227848053,0.5392659902572632,0.27519381046295166,0.21992936730384827,0.3138500452041626,0.19030416011810303,0.29250818490982056,0.46001601219177246,0.2040288895368576
oxygen,0.16781960427761078,0.2354368269443512,0.47168195247650146,0.3056217133998871,0.28851351141929626,0.21276918053627014,0.24193501472473145,0.2946869134902954,0.9999999403953552,0.16786395013332367
generators,0.24249255657196045,0.29880890250205994,0.37023308873176575,0.3455296754837036,0.283181756734848,0.31602951884269714,0.28079837560653687,0.37631601095199585,0.2636668384075165,0.20217099785804749
or,0.33867141604423523,0.5325124859809875,0.30568641424179077,0.5614996552467346,0.5260903835296631,0.4951852560043335,0.38921234011650085,0.30334553122520447,0.2669152021408081,0.32389625906944275
oxygen,0.16781960427761078,0.2354368269443512,0.47168195247650146,0.3056217133998871,0.28851351141929626,0.21276918053627014,0.24193501472473145,0.2946869134902954,0.9999999403953552,0.16786395013332367
candles,0.19485586881637573,0.28187137842178345,0.26674047112464905,0.2649978995323181,0.24567748606204987,0.31723445653915405,0.22894226014614105,0.24185414612293243,0.25416651368141174,0.15584522485733032
that,0.6297725439071655,0.5570666193962097,0.30308443307876587,0.4522190988063812,0.6036020517349243,0.37621384859085083,0.5436353087425232,0.3393034040927887,0.2717767655849457,0.32716336846351624
are,0.29724663496017456,0.5932393670082092,0.29476743936538696,0.5408529043197632,0.5556803941726685,0.3322218656539917,0.3504326641559601,0.3308704197406769,0.24342744052410126,0.24591213464736938
used,0.27546408772468567,0.3574926257133484,0.2835763990879059,0.48128408193588257,0.3731876611709595,0.9999998807907104,0.40058770775794983,0.35044559836387634,0.21276918053627014,0.22430120408535004
as,0.31749409437179565,0.42805421352386475,0.2949254512786865,0.3245031237602234,0.5230465531349182,0.35160550475120544,0.42092081904411316,0.26654115319252014,0.16691245138645172,0.27043893933296204
part,0.3476244807243347,0.25873222947120667,0.21143552660942078,0.1665269285440445,0.24258971214294434,0.2790772020816803,0.2875264883041382,0.14289972186088562,0.17520982027053833,0.08557961881160736
of,0.33290785551071167,0.38583824038505554,0.17458376288414001,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.41548454761505127,0.19541172683238983,0.16848602890968323,0.1826142966747284
the,0.42745697498321533,0.44152235984802246,0.22630314528942108,0.312528520822525,0.4248143136501312,0.3718377649784088,0.535392165184021,0.23457570374011993,0.20428593456745148,0.22068053483963013
life-support,0.29265162348747253,0.31537243723869324,0.2680608630180359,0.30255675315856934,0.3397037982940674,0.21020124852657318,0.28466030955314636,0.19072800874710083,0.29175078868865967,0.296761155128479
equipment,0.21531300246715546,0.30658605694770813,0.3014235496520996,0.3229456841945648,0.28354987502098083,0.3746223747730255,0.21870006620883942,0.2743620276451111,0.2659294009208679,0.0920877456665039
on,0.34226128458976746,0.3410046398639679,0.22296184301376343,0.2772369682788849,0.37900757789611816,0.24785758554935455,0.41031414270401,0.1774439811706543,0.2008662223815918,0.2714994251728058
submarines,0.24483607709407806,0.17366604506969452,0.2853415608406067,0.22347180545330048,0.18779315054416656,0.22598393261432648,0.22818350791931152,0.19084033370018005,0.23527032136917114,0.21099020540714264
",",0.3087472915649414,0.4446498453617096,0.21400532126426697,0.3139454126358032,0.39254459738731384,0.3120402991771698,0.44245919585227966,0.19927625358104706,0.21812842786312103,0.31091248989105225
