,how,many,picks,did,cam,newton,throw,?
manning,0.2318497896194458,0.17441397905349731,0.34443289041519165,0.22743284702301025,0.2930813431739807,0.31537702679634094,0.30718404054641724,0.15856626629829407
finished,0.18142320215702057,0.15678347647190094,0.16354139149188995,0.34182655811309814,0.07769463211297989,0.1938295215368271,0.15907371044158936,0.14789283275604248
the,0.33890387415885925,0.4335206151008606,0.31046998500823975,0.34736719727516174,0.18275147676467896,0.1876603662967682,0.23050227761268616,0.22068053483963013
game,0.215279221534729,0.21957436203956604,0.3127196431159973,0.19789010286331177,0.23431994020938873,0.19938594102859497,0.28504589200019836,0.1829071193933487
13,-0.02601788192987442,0.04598686099052429,-0.02807082049548626,0.02672848105430603,-0.025586901232600212,0.04008413106203079,-0.065299391746521,-0.11384815722703934
of,0.2480744868516922,0.37253960967063904,0.25580379366874695,0.2513895630836487,0.18242581188678741,0.18479612469673157,0.20400571823120117,0.1826142966747284
23,-0.021877937018871307,-0.05538930743932724,-0.07602380216121674,-0.015436539426445961,0.011239739134907722,0.0020809725392609835,-0.040637481957674026,0.012076443061232567
for,0.3308170735836029,0.40972793102264404,0.31561174988746643,0.318512886762619,0.22685806453227997,0.18168501555919647,0.26654914021492004,0.264628142118454
141,-0.12393007427453995,0.015501657500863075,-0.02980056218802929,-0.09340690821409225,0.0969633013010025,0.03197348862886429,-0.08460912853479385,-0.08005204051733017
yards,0.1345205456018448,0.13134367763996124,0.28911739587783813,0.11230118572711945,0.18628010153770447,0.29241275787353516,0.3343540132045746,0.12453813850879669
with,0.3525622487068176,0.35744401812553406,0.282016396522522,0.25472134351730347,0.13429154455661774,0.1584642082452774,0.20230844616889954,0.2433311939239502
one,0.3213292360305786,0.4223630726337433,0.29677367210388184,0.27659472823143005,0.19543564319610596,0.20534484088420868,0.2658301293849945,0.2673267424106598
interception,0.19612377882003784,0.15024176239967346,0.3323162794113159,0.21140055358409882,0.28193750977516174,0.3029516935348511,0.3231361210346222,0.11704724282026291
and,0.33647966384887695,0.5296266674995422,0.31512385606765747,0.34479495882987976,0.18925651907920837,0.22255054116249084,0.1982293725013733,0.20544172823429108
zero,0.20801222324371338,0.19059140980243683,0.20684128999710083,0.13187135756015778,0.1311955600976944,0.1959679126739502,0.1489771008491516,0.16971594095230103
touchdowns,0.15057362616062164,0.1144808754324913,0.3440110385417938,0.20483340322971344,0.2751055061817169,0.31141117215156555,0.3633248805999756,0.1509619653224945
.,0.3287222981452942,0.3974229395389557,0.2963975965976715,0.35288307070732117,0.15243393182754517,0.20699870586395264,0.22780419886112213,0.4130953550338745
,how,many,picks,did,cam,newton,throw,?
newton,0.2514588236808777,0.1828424632549286,0.10775545984506607,0.23863376677036285,0.32548287510871887,1.0000001192092896,0.17230159044265747,0.09645649790763855
completed,0.2009071707725525,0.13555161654949188,0.17397573590278625,0.2574852406978607,0.07332330197095871,0.17692528665065765,0.07986327260732651,0.08272653818130493
18,-0.03501921147108078,-0.0017783388029783964,0.0010661381529644132,-0.16295963525772095,-0.11176876723766327,-0.09100820124149323,0.01308708917349577,-0.04919438064098358
of,0.2480744868516922,0.37253960967063904,0.25580379366874695,0.2513895630836487,0.18242581188678741,0.18479612469673157,0.20400571823120117,0.1826142966747284
41,-0.12538115680217743,0.01653548888862133,-0.03013380989432335,-0.09649815410375595,0.09647343307733536,0.02717062085866928,-0.08820579200983047,-0.08073537796735764
passes,0.2305745780467987,0.09871689230203629,0.2993624210357666,0.11102328449487686,0.18790455162525177,0.24855424463748932,0.2964632213115692,0.09716983139514923
for,0.3308170735836029,0.40972793102264404,0.31561174988746643,0.318512886762619,0.22685806453227997,0.18168501555919647,0.26654914021492004,0.264628142118454
265,-0.13258157670497894,-0.11950252950191498,-0.05270978435873985,0.0056769149377942085,0.08072935044765472,0.005444642156362534,-0.04156341403722763,0.07681109011173248
yards,0.1345205456018448,0.13134367763996124,0.28911739587783813,0.11230118572711945,0.18628010153770447,0.29241275787353516,0.3343540132045746,0.12453813850879669
",",0.22659391164779663,0.40610817074775696,0.26546359062194824,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.18939918279647827,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.282016396522522,0.25472134351730347,0.13429154455661774,0.1584642082452774,0.20230844616889954,0.2433311939239502
one,0.3213292360305786,0.4223630726337433,0.29677367210388184,0.27659472823143005,0.19543564319610596,0.20534484088420868,0.2658301293849945,0.2673267424106598
interception,0.19612377882003784,0.15024176239967346,0.3323162794113159,0.21140055358409882,0.28193750977516174,0.3029516935348511,0.3231361210346222,0.11704724282026291
.,0.3287222981452942,0.3974229395389557,0.2963975965976715,0.35288307070732117,0.15243393182754517,0.20699870586395264,0.22780419886112213,0.4130953550338745
