,what,ethnicity,was,shi,tianze,?
shi,0.15057562291622162,0.14035087823867798,0.15993516147136688,1.0,0.473213791847229,0.15530072152614594
tianze,0.1917739063501358,0.241952046751976,0.2842717170715332,0.473213791847229,1.0,0.27177566289901733
was,0.22111038863658905,0.16419219970703125,1.0000001192092896,0.15993516147136688,0.2842717170715332,0.18412111699581146
a,0.3320399522781372,0.16827444732189178,0.4508470594882965,0.12871992588043213,0.21143954992294312,0.23916715383529663
han,0.14963169395923615,0.24874913692474365,0.14366862177848816,0.4497271478176117,0.4887847602367401,0.17129439115524292
chinese,0.11643128097057343,0.2683301866054535,0.21259073913097382,0.43395373225212097,0.48528313636779785,0.20843194425106049
who,0.40942975878715515,0.2830640971660614,0.3318818509578705,0.20423415303230286,0.33805665373802185,0.26220351457595825
lived,0.18411467969417572,0.23601238429546356,0.3715285658836365,0.15902179479599,0.2955292761325836,0.1798510104417801
in,0.30808621644973755,0.15258094668388367,0.45514053106307983,0.17320585250854492,0.24235843122005463,0.20430970191955566
the,0.42745697498321533,0.1991092711687088,0.48711544275283813,0.19417549669742584,0.25219228863716125,0.22068053483963013
jin,0.17349651455879211,0.06834878772497177,0.14832298457622528,0.47508108615875244,0.4841902554035187,0.12195159494876862
dynasty,0.17240095138549805,0.16059254109859467,0.24324211478233337,0.3667307198047638,0.3561360836029053,0.15884074568748474
.,0.3567904531955719,0.2046898752450943,0.40146201848983765,0.17719633877277374,0.243058443069458,0.4130953550338745
